form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00153577,B880568,,,CCM,Friends for Bruce Borders,,,,,,RR 1 Box 174B,,Jasonville,IN,47438,G2024,,2024-08-13,500.00,,G-2024 State House 45 IN,011,,,,Borders,Bruce,,,,H,IN,45,,,,,,,,
SB29,C00153577,B880566,,,CCM,VoteCarbaugh,,,,,,200 W. Washington Street,,Indianpolis,IN,46204,G2024,,2024-08-13,1000.00,,G-2024 State House 81 IN,011,,,,Carbaugh,Martin,,,,H,IN,81,,,,,,,,
SB29,C00153577,B880567,,,CCM,Mike Gaskill for Indiana,,,,,,6838 S 50 W,,Pendleton,IN,46064,P2026,,2024-08-13,500.00,,P-2026 State Senate 25 IN,011,,,,Gaskill,Mike,,,,S,IN,25,,,,,,,,
SB29,C00153577,B880571,,,CCM,GiaQuinta for State Rep.,,,,,,4416 Arlington Ave,,Fort Wayne,IN,46807,G2024,,2024-08-13,500.00,,G-2024 State House 80 IN,011,,,,GiaQuinta,Phil,,,,H,IN,80,,,,,,,,
SB29,C00153577,B880573,,,CCM,Friends of Dave Hall,,,,,,11454 W. US Highway 50,,Norman,IN,47264,G2024,,2024-08-13,500.00,,G-2024 State House 62 IN,011,,,,Hall,Dave,,,,H,IN,62,,,,,,,,
SB29,C00153577,B880569,,,CCM,Harris for State Rep. Cmte,,,,,,4114 Butternut St.,,East Chicago,IN,46312,G2024,,2024-08-13,500.00,,G-2024 State House 02 IN,011,,,,Harris,Earl,,,,H,IN,02,,,,,,,,
SB29,C00153577,B880561,,,CCM,Matt Lehman for State Representative,,,,,,663 Lehman,,Berne,IN,46711,G2024,,2024-08-13,1000.00,,G-2024 State House 79 IN,011,,,,Lehman,Matt,,,,H,IN,79,,,,,,,,
SB29,C00153577,B880572,,,CCM,The Mayfield Campaign,,,,,,50 S. Madison,,Mooresville,IN,46158,G2024,,2024-08-13,500.00,,G-2024 State House 60 IN,011,,,,Mayfield,Peggy,,,,H,IN,60,,,,,,,,
SB29,C00153577,B880563,,,CCM,Committee to Elect Attorney Lonnie M. Randolph,,,,,,1919 E Columbus Drive,,East Chicago,IL,46312,G2024,,2024-08-13,500.00,,G-2024 State Senate 2 IN,011,,,,Randolph,Lonnie,M,,,S,IN,02,,,,,,,,
SB29,C00153577,B880574,,,CCM,Snow Indiana State Representative,,,,,,1957 E. Wade Road,,Warsaw,IN,46580,G2024,,2024-08-13,500.00,,G-2024 State House 22 IN,011,,,,Snow,Craig,,,,H,IN,22,,,,,,,,
SB29,C00153577,B880576,,,CCM,Julie Raque Adams for State Senate,,,,,,213 South Lyndon Lane,,Louisville,KY,40222,P2026,,2024-08-13,500.00,,P-2026 State Senate 36 KY,011,,,,Adams,Julie,,,,S,KY,36,,,,,,,,
SB29,C00153577,B880581,,,CCM,Jared Carpenter for State Senate,,,,,,138 Legacy Dr.,,Berea,KY,40403,P2026,,2024-08-13,500.00,,P-2026 State Senate 34 KY,011,,,,Carpenter,Jared,,,,S,KY,34,,,,,,,,
