form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00035006,FEB85FBF3DFAD5A63D1,,,CCM,Aaron Bean For Congress,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,P2024,,2024-08-12,3000.00,,2024 Primary,011,C00816983,Bean,H2FL04211,Bean,Aaron,P.,,,H,FL,04,,,,,,,,
SB23,C00035006,32989FF513F0CD5DCC3,,,CCM,Ann Wagner For Congress,,,,,,PO Box 50,,Ballwin,MO,63022,G2024,,2024-08-14,3000.00,,2024 General,011,C00495846,Wagner,H2MO02102,Wagner,Ann,Louise,,,H,MO,02,,,,,,,,
SB23,C00035006,9C86054CBEE05D86857,,,CCM,Banks For Senate,,,,,,PO Box 11431,,Fort Wayne,IN,468581431,G2024,,2024-08-14,5000.00,,2024 General,011,C00577999,Banks,S4IN00196,Banks,Jim,E.,,,S,IN,,,,,,,,,
SB23,C00035006,FE19F0C3550D18D752D,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,G2024,,2024-08-14,1500.00,,2024 General,011,C00703843,Bice,H0OK05205,Bice,Stephanie,I.,,,H,OK,05,,,,,,,,
SB23,C00035006,4E4AEE6843F4B6A64A2,,,CCM,Carlos Gimenez For Congress,,,,,,1421 SW 107TH AVE #236,,MIAMI,FL,33174,P2024,,2024-08-12,2500.00,,2024 Primary,011,C00735985,Gimenez,H0FL26036,Gimenez,Carlos,Antonio,,,H,FL,28,,,,,,,,
SB23,C00035006,2F54FC4CFCA65D1FEA6,,,CCM,Ciscomani For Congress,,,,,,PO Box 35103,,Tucson,AZ,857405103,G2024,,2024-08-14,5000.00,,2024 General,011,C00786194,Ciscomani,H2AZ02360,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,
SB23,C00035006,98DCA5E70B55726929E,,,CCM,Claudia Tenney For Congress,,,,,,PO Box 378,,Victor,NY,14564,G2024,,2024-08-14,4000.00,,2024 General,011,C00632828,Tenney,H4NY22051,Tenney,Claudia,,,,H,NY,24,,,,,,,,
SB23,C00035006,6DDE933D601BA72670F,,,CCM,Collins For Congress,,,,,,PO Box 6491,,Athens,GA,30604,G2024,,2024-08-14,1000.00,,2024 General,011,C00544684,Collins,H4GA10071,Collins,Mike,A.,,Jr.,H,GA,10,,,,,,,,
SB23,C00035006,58EE0F8DF3EB7342EBB,,,CCM,Cory Mills For Congress,,,,,,228 S Washington St,Ste 115,Alexandria,VA,223145404,P2024,,2024-08-12,1000.00,,2024 Primary,011,C00774943,Mills,H2FL07156,Mills,Cory,,,,H,FL,07,,,,,,,,
SB23,C00035006,D69777BF06435F67870,,,CCM,Crawford For Congress,,,,,,PO Box 16956,,Jonesboro,AR,72403,G2024,,2024-08-14,1500.00,,2024 General,011,C00462374,Crawford,H0AR01083,Crawford,Rick,Alan,,,H,AR,01,,,,,,,,
