form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00823500,SB23.I19395,,,CCM,ALASKANS FOR NICK BEGICH,,,,,,P.O. BOX 671710,,CHUGIAK,AK,99567,G2024,,2024-09-25,1000.00,,CONTRIBUTION,,C00792341,,H2AK01083,BEGICH,NICHOLAS,,,III,H,AK,00,  ,,,,,,,
SB23,C00823500,SB23.I19423,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,P.O. BOX 3580,,SYRACUSE,NY,13220,G2024,,2024-09-18,1000.00,,CONTRIBUTION,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00823500,SB23.I19431,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,P.O. BOX 939,,LANGHORNE,PA,19047,G2024,,2024-09-25,1000.00,,CONTRIBUTION,,C00607416,,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,  ,,,,,,,
SB23,C00823500,SB23.I19422,,,CCM,BRIAN JACK FOR CONGRESS,,,,,,225 MARKET PLACE CONNECTOR,NUM 1055,PEACHTREE CITY,GA,30269,G2024,,2024-09-18,1000.00,,CONTRIBUTION,,C00872473,,H4GA03126,JACK,BRIAN,,,,H,GA,03,  ,,,,,,,
SB23,C00823500,SB23.I19428,,,CCM,CISCOMANI FOR CONGRESS,,,,,,P.O. BOX 35103,,TUCSON,AZ,857405103,G2024,,2024-09-25,1000.00,,CONTRIBUTION,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00823500,SB23.I19403,,,CCM,COUGHLIN FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,G2024,,2024-09-25,1000.00,,CONTRIBUTION,,C00853077,,H4OH13153,COUGHLIN,KEVIN,,,,H,OH,13,  ,,,,,,,
SB23,C00823500,SB23.I19413,,,CCM,DESPOSITO FOR NEW YORK,,,,,,P.O. BOX 188,,ISLAND PARK,NY,11558,G2024,,2024-09-10,1000.00,,CONTRIBUTION,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00823500,SB23.I19426,,,CCM,DOBSON FOR CONGRESS,,,,,,P.O. BOX 6051,,MONTGOMERY,AL,36106,G2024,,2024-09-18,2500.00,,CONTRIBUTION,,C00855494,,H4AL02220,DOBSON,CAROLEENE,,,,H,AL,02,  ,,,,,,,
SB23,C00823500,SB23.I19418,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,G2024,,2024-09-18,1000.00,,CONTRIBUTION,,C00575167,,H6NE02125,BACON,DONALD,J,,,H,NE,02,  ,,,,,,,
SB23,C00823500,SB23.I19396,,,CCM,ELECTGABEEVANS.COM,,,,,,P.O. BOX 350608,,WESTMINSTER,CO,80035,G2024,,2024-09-25,1000.00,,CONTRIBUTION,,C00849844,,H4CO08034,EVANS,TIMOTHY,GABRIEL ,,,H,CO,08,  ,,,,,,,
SB23,C00823500,SB23.I19417,,,CCM,ELECTING MAJORITY MAKING EFFECTIVE REPUB,,,,,,P.O. BOX 183,,ANOKA,MN,55303,G2024,,2024-09-17,3000.00,,CONTRIBUTION,,C00592089,,H4MN06087,EMMER,THOMAS,EARL,,JR.,H,MN,06,  ,,,,,,,
SB23,C00823500,SB23.I19414,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD # 13176,,SCOTTSDALE,AZ,85267,G2024,,2024-09-10,1000.00,,CONTRIBUTION,,C00540617,,H4AZ06045,SCHWEIKERT,DAVID,S,,,H,AZ,01,  ,,,,,,,
SB23,C00823500,SB23.I19397,,,CCM,GEORGE LOGAN FOR CONGRESS,,,,,,26 CATOONAH STREET,BOX 72,RIDGEFIELD,CT,06877,G2024,,2024-09-25,1000.00,,CONTRIBUTION,,C00784926,,H2CT05222,LOGAN,GEORGE,S,,,H,CT,05,  ,,,,,,,
SB23,C00823500,SB23.I19419,,,CCM,IOWANS FOR ZACH NUNN,,,,,,P.O. BOX 11,,BONDURANT,IA,50035,G2024,,2024-09-18,1000.00,,CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,03,  ,,,,,,,
SB23,C00823500,SB23.I19421,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,G2024,,2024-09-18,1000.00,,CONTRIBUTION,,C00808279,,H2CA13131,DUARTE,JOHN,,,,H,CA,13,  ,,,,,,,
SB23,C00823500,SB23.I19429,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,P.O. BOX 628,,ST. CLAIR SHORES,MI,48080,G2024,,2024-09-25,1000.00,,CONTRIBUTION,,C00803502,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB23,C00823500,SB23.I19407,,,CCM,JUDGE JOE MCGRAW FOR CONGRESS,,,,,,P.O. BOX 1451,,ROCKFORD,IL,61105,G2024,,2024-09-25,1000.00,,CONTRIBUTION,,C00851246,,H4IL17101,MCGRAW,JOE,,,,H,IL,17,  ,,,,,,,
SB23,C00823500,SB23.I19420,,,CCM,KEAN FOR CONGRESS INC,,,,,,P.O. BOX 999,,EDISON,NJ,08818,G2024,,2024-09-18,1000.00,,CONTRIBUTION,,C00703058,,H0NJ07261,KEAN,THOMAS,H,,JR.,H,NJ,07,  ,,,,,,,
