form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00652529,19609193,,,PAC,BRIDGE THE GAP PAC,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,,,2023-09-19,5000.00,0.00,political contribution,011,C00655423,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609194,,,PAC,HEARTLAND VALUES PAC,,,,,,PO BOX 505,,SIOUX FALLS,SD,57101,,,2023-09-19,5000.00,0.00,political contribution,011,C00409003,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609195,,,CCM,Maggie For Nh,,,,,,PO Box 298,,Concord,NH,3302,P2028,,2023-09-19,2500.00,0.00,political contribution,011,C00588772,Maggie For Nh,,Hassan,Margaret,,,,S,NH,,,,,,,,,political contribution
SB23,C00652529,19609196,,,CCM,Ron Estes For Congress,,,,,,12224 E Bracken Ct,,Wichita,KS,67206,P2024,,2023-09-19,5000.00,0.00,political contribution,011,C00632067,Ron Estes For Congress,,Estes,Ron,,,,H,KS,04,,,,,,,,political contribution
SB23,C00652529,19609197,,,CCM,Sinema For Arizona,,,,,,PO Box 25879,,Tempe,AZ,85285,P2024,,2023-09-19,800.00,0.00,political contribution,011,C00508804,Sinema For Arizona,,Sinema,Kyrsten,,,,S,AZ,,,,,,,,,political contribution
SB23,C00652529,19609198,,,PAC,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2023-09-19,5000.00,0.00,political contribution,011,C00632323,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609199,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernadino,CA,92423,P2024,,2023-12-12,2500.00,0.00,political contribution,011,C00510461,Pete Aguilar For Congress,,Aguilar,Pete,,,,H,CA,31,,,,,,,,political contribution
SB23,C00652529,19609200,,,PAC,INNOVATION POLITICAL ACTION COMMITTEE,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,,,2023-12-12,2500.00,0.00,political contribution,011,C00540187,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609201,,,CCM,Delbene For Congress,,,,,,PO Box 487,,Bothell,WA,98041,P2024,,2023-12-12,2500.00,0.00,political contribution,011,C00459099,Delbene For Congress,,Delbene,Suzan,,,,H,WA,01,,,,,,,,political contribution
SB23,C00652529,19609202,,,PAC,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,,,2023-12-12,5000.00,0.00,political contribution,011,C00480228,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609203,,,CCM,Graves For Congress,,,,,,"2345 Grand, Suite 2400",,Kansas City,MO,64108,P2024,,2023-12-12,2500.00,0.00,political contribution,011,C00359034,Graves For Congress,,Graves,Samuel,,,,H,MO,06,,,,,,,,political contribution
SB23,C00652529,19609204,,,CCM,Kansans For Laturner,,,,,,PO Box 67237,,Topeka,KS,66667,P2024,,2023-12-12,5000.00,0.00,political contribtuion,011,C00718346,Kansans For Laturner,,Laturner,Jake,,,,H,KS,02,,,,,,,,political contribtuion
SB23,C00652529,19609205,,,PAC,SUNFLOWER SEEDS PAC,,,,,,13851 WEST 63RD STREET,#303,SHAWNEE,KS,66216,,,2023-12-12,5000.00,0.00,political contribution,011,C00724443,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609206,,,CCM,Lisa Blunt Rochester For Senate,,,,,,P.O. Box 9767,,Wilmington,DE,19809,P2024,,2023-12-12,1000.00,0.00,political contribution,011,C00843391,Lisa Blunt Rochester For Senate,,Blunt Rochester,Lisa,,Rep.,,S,DE,,,,,,,,,political contribution
SB23,C00652529,19609207,,,PAC,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-12-22,5000.00,0.00,political contribution,011,C00563726,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609208,,,PAC,S CORPORATION ASSOCIATION PAC (S-CORP PAC),,,,,,2021 L STREET NW,SUITE 101-316,WASHINGTON,DC,20036,,,2023-12-22,5000.00,0.00,political contribution,011,C00493312,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609209,,,PAC,TREASURE STATE PAC,,,,,,3242 CUMMINS WAY,,MISSOULA,MT,59802,,,2023-12-22,5000.00,0.00,political contribution,011,C00433680,,,,,,,,,,,,,,,,,,political contribution
SB23,C00652529,19609210,,,CCM,Sharice For Congress,,,,,,13851 W. 63rd St.,Num 303,Shawnee,KS,66216,P2024,,2023-09-25,5000.00,0.00,political contribution,011,C00670034,Sharice For Congress,,Davids,Sharice,,,,H,KS,03,,,,,,,,political contribution
SB23,C00652529,19609211,,,CCM,Cleaver For Congress,,,,,,"4801 Main Street, Stuite 1000",,Kansas City,MO,64112,P2024,,2023-09-25,5000.00,0.00,political contribution,011,C00395848,Cleaver For Congress,,Cleaver,Emanuel,,,II,H,MO,05,,,,,,,,political contribution
SB23,C00652529,19609212,,,CCM,Rosen For Nevada,,,,,,1000 N. Green Valley Pkwy,#440-177,Henderson,NV,89074,P2024,,2023-09-25,2500.00,0.00,political contribution,011,C00606939,Rosen For Nevada,,Rosen,Jacky,,,,S,NV,,,,,,,,,political contribution
SB23,C00652529,19609213,,,PAC,WINNING FOR AMERICA PAC,,,,,,101 W ARGONNE DR,#24,SAINT LOUIS,MO,63122,,,2023-09-25,5000.00,0.00,political contribution,011,C00826362,,,,,,,,,,,,,,,,,,political contribution
