form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00012880,87590350,,,CCM,Dr John Joyce For Congress,,,,,,1002 Logan Blvd,Ste 114 #237,Altoona,PA,16602,P2024,,2023-07-26,2500.00,0.00,,011,C00674259,Dr John Joyce For Congress,H8PA13125,Joyce,John,,Rep.,,H,PA,13,,,,,,,,
SB23,C00012880,87590351,,,CCM,Kiggans For Congress,,,,,,P.O. Box 5042,,Virginia Beach,VA,23471,P2024,,2023-07-26,2500.00,0.00,,011,C00776120,Kiggans For Congress,H2VA02064,Kiggans,Jennifer,,,,H,VA,02,,,,,,,,
SB23,C00012880,87590352,,,CCM,Moore For Congress,,,,,,PO Box 16646,,Milwaukee,WI,53216,P2024,,2023-07-26,2500.00,0.00,,011,C00397505,Moore For Congress,H4WI04183,Moore,Gwen,,Rep.,,H,WI,04,,,,,,,,
SB23,C00012880,87590353,,,CCM,Blumenauer For Congress,,,,,,1631 Ne Broadway,#343,Portland,OR,97232,P2024,,2023-07-26,2500.00,0.00,,011,C00307314,Blumenauer For Congress,H6OR03064,Blumenauer,Earl,,,,H,OR,03,,,,,,,,
SB23,C00012880,87590354,,,CCM,Young Kim For Congress,,,,,,PO Box 2186,,Fullerton,CA,92837,P2024,,2023-07-26,1500.00,0.00,,011,C00665638,Young Kim For Congress,H8CA39240,Kim,Young,,Rep.,,H,CA,40,,,,,,,,
SB23,C00012880,87590355,,,CCM,Valadao For Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,P2024,,2023-07-26,1000.00,0.00,,011,C00499392,Valadao For Congress,H2CA20094,Valadao,David,,,,H,CA,21,,,,,,,,
SB23,C00012880,87590356,,,CCM,Pete Aguilar For Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,P2024,,2023-07-26,1000.00,0.00,,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Pete,,,,H,CA,31,,,,,,,,
SB23,C00012880,87590357,,,CCM,Paul Tonko For Congress,,,,,,911 Central Avenue,# 221,Albany,NY,12206,P2024,,2023-07-26,3000.00,0.00,,011,C00450049,Paul Tonko For Congress,H8NY21203,Tonko,Paul,D.,Rep.,,H,NY,20,,,,,,,,
SB23,C00012880,87590358,,,CCM,Mikie Sherrill For Congress,,,,,,PO Box 43032,,Montclair,NJ,07043,P2024,,2023-07-26,2500.00,0.00,,011,C00640003,Mikie Sherrill For Congress,H8NJ11142,Sherrill,Mikie,,Rep.,,H,NJ,11,,,,,,,,
SB23,C00012880,87590359,,,CCM,Lisa Blunt Rochester for Senate,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2023-07-26,2500.00,0.00,,011,C00843391,Lisa Blunt Rochester for Senate,S4DE00060,Blunt Rochester,Lisa,,Rep.,,S,DE,,,,,,,,,
SB23,C00012880,87590364,,,CCM,Tammy Baldwin For Senate,,,,,,PO Box 696,,Madison,WI,53701,P2024,,2023-07-26,1000.00,0.00,,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,,,S,WI,,,,,,,,,
SB23,C00012880,87590366,,,CCM,Cramer For Senate,,,,,,PO Box 396,,Bismarck,ND,58502,P2024,,2023-07-26,1000.00,0.00,,011,C00504704,Cramer For Senate,S8ND00120,Cramer,Kevin,,,,S,ND,,,,,,,,,
SB23,C00012880,87590369,,,CCM,Feenstra For Congress,,,,,,641 2nd St,,Hull,IA,51239,P2024,,2023-07-26,1000.00,0.00,,011,C00693663,Feenstra For Congress,H0IA04145,Feenstra,Randy,,Rep.,,H,IA,04,,,,,,,,
SB23,C00012880,87590370,,,CCM,Kay Granger Campaign Fund,,,,,,1701 River Run,Ste 308,Fort Worth,TX,761076547,P2024,,2023-07-26,1000.00,0.00,,011,C00310532,Kay Granger Campaign Fund,H6TX12060,Granger,Kay,,Rep.,,H,TX,12,,,,,,,,
SB23,C00012880,87590371,,,CCM,Citizens For John Rutherford,,,,,,3121 Venture Pl,Ste 1,Jacksonville,FL,322576218,P2024,,2023-07-26,1000.00,0.00,,011,C00615294,Citizens For John Rutherford,H6FL04105,Rutherford,John,,Rep.,,H,FL,05,,,,,,,,
