form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00864272,500055877,,,ORG,Blue Perigon Digital,,,,,,1828 L St NW,,Washington,DC,200365104,P2024,,2024-01-29,109000.00,2024-01-31,770668.27,Digital Advertising,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
SE,C00864272,500056003,,,ORG,Blue Perigon Digital,,,,,,1828 L St NW,,Washington,DC,200365104,P2024,,2024-02-05,114000.00,2024-02-05,770668.27,Digital Advertising,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
SE,C00864272,500056043,,,ORG,Blue Perigon Digital,,,,,,1828 L St NW,,Washington,DC,200365104,P2024,,2024-02-06,100000.00,2024-02-06,770668.27,Digital Advertising,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
SE,C00864272,500056092,,,ORG,GMMB,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,P2024,,2024-02-08,20000.00,2024-01-31,770668.27,Media Production,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
SE,C00864272,500056093,,,ORG,GMMB,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,P2024,,2024-02-08,250000.00,2024-02-06,770668.27,TV Advertising,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
SE,C00864272,500058311,,,ORG,GMMB,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,P2024,,2024-02-08,9479.27,,770668.27,Media Production,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,X,*
SE,C00864272,500055654,,,ORG,The Dover Group,,,,,,1570 Michigan Blvd,,Dunedin,FL,346982336,P2024,,2024-01-29,42185.66,2024-01-25,770668.27,Direct Mail Services,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
SE,C00864272,500055868,,,ORG,The Dover Group,,,,,,1570 Michigan Blvd,,Dunedin,FL,346982336,P2024,,2024-02-02,42185.66,2024-01-25,770668.27,Direct Mail Services,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
SE,C00864272,500055998,,,ORG,The Dover Group,,,,,,1570 Michigan Blvd,,Dunedin,FL,346982336,P2024,,2024-02-06,42085.67,2024-01-25,770668.27,Direct Mail Services,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
SE,C00864272,500056296,,,ORG,The Dover Group,,,,,,1570 Michigan Blvd,,Dunedin,FL,346982336,P2024,,2024-02-13,41732.01,2024-02-05,770668.27,Direct Mail Services,,,S,H4CA16247,DIXON,PETER,,,,H,16,CA,Nelson,Nathan,,,,2024-02-22,
