form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00692327,SB23.3,,,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DR,,TALLASSEE,FL,32308,P2024,,2024-02-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,BEAN,AARON,,,,H,FL,04,  ,,,,,,,
SB23,C00692327,SB23.4,,,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DR,,TALLASSEE,FL,32308,G2024,,2024-02-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,BEAN,AARON,,,,H,FL,04,  ,,,,,,,
SB23,C00692327,SB23.8,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-03-20,5000.00,,COMMITTEE CONTRIBUTION,,,,,MORENO,BERNIE,,,,S,OH,,  ,,,,,,,
SB23,C00692327,SB23.1,,,CCM,DONALD J TRUMP FOR PRESIDENT 2024 INC,,,,,,PO BOX 13570,,ARLINGTON,VA,22219,P2024,,2024-02-02,5000.00,,COMMITTEE CONTRIBUTION,,,,,TRUMP,DONALD,,,,P,,,  ,,,,,,,
SB23,C00692327,SB23.7,,,CCM,DONALD J TRUMP FOR PRESIDENT 2024 INC,,,,,,PO BOX 13570,,ARLINGTON,VA,22219,G2024,,2024-03-19,5000.00,,COMMITTEE CONTRIBUTION,,,,,TRUMP,DONALD,,,,P,,,  ,,,,,,,
SB23,C00692327,SB23.2,,,CCM,GARCIA FOR WA,,,,,,PO BOX 770,,SNOHOMISH,WA,98291,P2024,,2024-02-02,5000.00,,COMMITTEE CONTRIBUTION,,,,,GARCIA,RAUL,,,,S,WA,,  ,,,,,,,
SB23,C00692327,SB23.5,,,CCM,MARIO DIAZ-BALART FOR CONGRESS,,,,,,8724 SW 72ND ST,#420,MIAMI,FL,33173,P2024,,2024-01-10,5000.00,,COMMITTEE CONTRIBUTION,,,,,DIAZ-BALART,MARIO,,,,H,FL,26,  ,,,,,,,
SB23,C00692327,SB23.6,,,CCM,MARIO DIAZ-BALART FOR CONGRESS,,,,,,8724 SW 72ND ST,#420,MIAMI,FL,33173,G2024,,2024-01-10,5000.00,,COMMITTEE CONTRIBUTION,,,,,DIAZ-BALART,MARIO,,,,H,FL,26,  ,,,,,,,
SB23,C00692327,SB23.10,,,CCM,VICTORIA SPARTZ FOR CONGRESS,,,,,,PO BOX 505,,NOBLESVILLE,IN,46061,G2024,,2024-03-25,5000.00,,COMMITTEE CONTRIBUTION,,,,,SPARTZ,VICTORIA,,,,H,IN,05,  ,,,,,,,
SB23,C00692327,SB23.9,,,CCM,VICTORIA SPARTZ FOR CONGRESS,,,,,,PO BOX 505,,NOBLESVILLE,IN,46061,P2024,,2024-03-25,5000.00,,COMMITTEE CONTRIBUTION,,,,,SPARTZ,VICTORIA,,,,H,IN,05,  ,,,,,,,
