form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00870030,SB21B.1,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-10-17,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.2,,,ORG,OSSOLA CONSULTING LLC,,,,,,222 PRINCE GEORGE STREET,SUITE 101,ANNAPOLIS,MD,21401,,,2024-10-17,87500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.3,,,ORG,WHEELERHOUSE LLC,,,,,,1851 3RD STREET NW,,WASHINGTON,DC,20001,,,2024-10-17,87500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.4,,,ORG,CENTRE COURT SOLUTIONS LLC,,,,,,1629 K STREET NW,SUITE 300,WASHINGTON,DC,20006,,,2024-10-24,5000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.5,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-10-24,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.6,,,ORG,SEPTEMBER GROUP LLC,,,,,,1712 PIONEER AVE,SUITE 635,CHEYENNE,WY,82001,,,2024-10-24,441787.50,,CANVASSING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.7,,,ORG,PUBLIC OPINION STRATEGIES LLC,,,,,,214 N FAYETTE STREET,,ALEXANDRIA,VA,22314,,,2024-10-28,48500.00,,POLLING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.8,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-10-29,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.9,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-10-31,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.10,,,ORG,HOLTZMAN VOGEL BARAN TORCHINSKY JOSEFIAK,,,,,,15405 JOHN MARSHALL HIGHWAY,,HAYMARKET,VA,20169,,,2024-10-31,10000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.11,,,ORG,CENTRE COURT SOLUTIONS LLC,,,,,,1629 K STREET NW,SUITE 300,WASHINGTON,DC,20006,,,2024-11-01,5000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.12,,,ORG,CHAIN BRIDGE BANK,,,,,,1445-A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-11-01,25.00,,BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.13,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,,,2024-11-01,8268.20,,COMPLIANCE CONSULTING / POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.14,,,ORG,EIGHT THIRTEEN STRATEGIES LLC,,,,,,813 SOUTH STREEPER STREET,,BALTIMORE,MD,21224,,,2024-11-01,17000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.15,,,ORG,MCCARTHY HENNINGS WHALEN INC.,,,,,,1850 M STREET NW,SUITE 235,WASHINGTON,DC,20036,,,2024-11-01,4804.78,,TV/MEDIA PRODUCTION - DID NOT AIR,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.16,,,ORG,HOLTZMAN VOGEL BARAN TORCHINSKY JOSEFIAK,,,,,,15405 JOHN MARSHALL HIGHWAY,,HAYMARKET,VA,20169,,,2024-11-07,5000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.17,,,ORG,OSSOLA CONSULTING LLC,,,,,,222 PRINCE GEORGE STREET,SUITE 101,ANNAPOLIS,MD,21401,,,2024-11-07,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.18,,,ORG,WHEELERHOUSE LLC,,,,,,1851 3RD STREET NW,,WASHINGTON,DC,20001,,,2024-11-07,5000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.19,,,ORG,OSSOLA CONSULTING LLC,,,,,,222 PRINCE GEORGE STREET,SUITE 101,ANNAPOLIS,MD,21401,,,2024-11-08,50000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.20,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2024-11-12,8.00,,CREDIT CARD PAYMENT,,,,,,,,,,,,,  ,,,,,,,NONE ABOVE ITEMIZATION THRESHOLD
SB21B,C00870030,SB21B.22,,,ORG,WHEELERHOUSE LLC,,,,,,1851 3RD STREET NW,,WASHINGTON,DC,20001,,,2024-11-12,50000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.23,,,ORG,LT STRATEGIES LLC,,,,,,1000 SOUTH CAPITOL STREET,APT 1021,WASHINGTON,DC,20003,,,2024-11-13,4000.00,,COMMUNICATIONS CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.24,,,ORG,CROSBY OTTENHOFF GROUP,,,,,,421 OFFICE PARK DR,,MOUNTAIN BROOK,AL,35223,,,2024-11-20,17728.24,,COMPLIANCE CONSULTING / POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00870030,SB21B.25,,,ORG,RICHARD SALES MEDIA,,,,,,3620 E BOOT TRACK TRL,,GILBERT,AZ,85296,,,2024-11-22,28494.62,,DIGITAL CONSULTING FEE / WEB AD - DID NOT AIR,,,,,,,,,,,,,  ,,,,,,,
