form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00696666,VVB5DART4R0,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,P2024,,2023-02-15,75.00,0.00,In-kind Fundraising Email,,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,X,*
SB23,C00696666,VVB5DARWMG4,,,CCM,COLIN ALLRED FOR SENATE,,,,,,PO Box 601631,,Dallas,TX,753601631,P2024,,2023-05-04,75.00,0.00,In-kind Fundraising Email,,C00839597,,,Allred,Colin,,,,,TX,,,,,,,,X,*
SB23,C00696666,VVB5DARTX95,,,PTY,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2023-03-14,75.00,0.00,In-kind Fundraising Email,,C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,,,,,,,,,,,X,*
SB23,C00696666,VVB5DARTXA3,,,PTY,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2023-03-21,75.00,0.00,In-kind Fundraising Email,,C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,,,,,,,,,,,X,*
SB23,C00696666,VVB5DARTXB0,,,PTY,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2023-03-23,75.00,0.00,In-kind Fundraising Email,,C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,,,,,,,,,,,X,*
SB23,C00696666,VVB5DARTXD6,,,PTY,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2023-03-30,75.00,0.00,In-kind Fundraising Email,,C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,,,,,,,,,,,X,*
SB23,C00696666,VVB5DARTXE4,,,PTY,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2023-03-31,75.00,0.00,In-kind Fundraising Email,,C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,,,,,,,,,,,X,*
SB23,C00696666,VVB5DARTXF2,,,PTY,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2023-04-03,75.00,0.00,In-kind Fundraising Email,,C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,,,,,,,,,,,X,*
SB23,C00696666,VVB5DARTXG0,,,PTY,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2023-04-04,75.00,0.00,In-kind Fundraising Email,,C00019331,DEMOCRATIC PARTY OF WISCONSIN FEDERAL,,,,,,,,,,,,,,,,X,*
SB23,C00696666,VVB5DARWME8,,,CCM,FETTERMAN FOR PA,,,,,,PO Box 6061,,Pittsburgh,PA,152110061,P2028,,2023-04-24,75.00,0.00,In-kind Fundraising Email,,C00765800,,,FETTERMAN,JOHN KARL,,,,S,PA,,,,,,,,X,*
SB23,C00696666,VVB5DARSK46,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2023-01-26,75.00,0.00,In-kind Fundraising Email,,C00558627,,,GALLEGO,RUBEN,,,,H,AZ,03,,,,,,,X,*
SB23,C00696666,VVB5DART4P4,,,CCM,GALLEGO FOR ARIZONA,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2023-02-09,75.00,0.00,In-kind Fundraising Email,,C00558627,,,GALLEGO,RUBEN,,,,H,AZ,03,,,,,,,X,*
SB23,C00696666,VVB5DARSK20,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,P2024,,2023-01-06,75.00,0.00,In-kind Fundraising Email,,C00771972,,,KUNCE,LUCAS,,,,S,MO,,,,,,,,X,*
SB23,C00696666,VVB5DARSK38,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,P2024,,2023-01-09,75.00,0.00,In-kind Fundraising Email,,C00771972,,,KUNCE,LUCAS,,,,S,MO,,,,,,,,X,*
SB23,C00696666,VVB5DART4S8,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,P2024,,2023-02-24,75.00,0.00,In-kind Fundraising Email,,C00771972,,,KUNCE,LUCAS,,,,S,MO,,,,,,,,X,*
SB23,C00696666,VVB5DARTX45,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,P2024,,2023-03-11,75.00,0.00,In-kind Fundraising Email,,C00771972,,,KUNCE,LUCAS,,,,S,MO,,,,,,,,X,*
SB23,C00696666,VVB5DARTX53,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,P2024,,2023-03-24,75.00,0.00,In-kind Fundraising Email,,C00771972,,,KUNCE,LUCAS,,,,S,MO,,,,,,,,X,*
SB23,C00696666,VVB5DARWMA7,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,P2024,,2023-04-07,75.00,0.00,In-kind Fundraising Email,,C00771972,,,KUNCE,LUCAS,,,,S,MO,,,,,,,,X,*
SB23,C00696666,VVB5DARWMC2,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,P2024,,2023-06-13,75.00,0.00,In-kind Fundraising Email,,C00771972,,,KUNCE,LUCAS,,,,S,MO,,,,,,,,X,*
SB23,C00696666,VVB5DARWMD0,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,PO Box 1240,,Independence,MO,640510740,P2024,,2023-06-28,75.00,0.00,In-kind Fundraising Email,,C00771972,,,KUNCE,LUCAS,,,,S,MO,,,,,,,,X,*
SB23,C00696666,VVB5DART4Q2,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2023-02-06,75.00,0.00,In-kind Fundraising Email,,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,X,*
SB23,C00696666,VVB5DARWMF6,,,CCM,MOORE FOR CONGRESS,,,,,,PO Box 16646,,Milwaukee,WI,532160646,P2024,,2023-04-28,150.00,0.00,In-kind Fundraising Email,,C00397505,,,MOORE,GWEN S,,,,H,WI,04,,,,,,,X,*
SB23,C00696666,VVB5DARWMB4,,,CCM,TAMMY BALDWIN FOR SENATE,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-04-19,75.00,0.00,In-kind Fundraising Email,,C00326801,,,BALDWIN,TAMMY,,,,S,WI,,,,,,,,X,*
