form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00455048,SB29.8949,,,CCM,AMOS FOR HOUSE 62,,,,,,119 RICKER ST,,WATERLOO,IA,50703,G2024,,2024-09-18,350.00,,DONATION,012,,AMOS FOR HOUSE 62,,,,,,,H,IA,62,,,,,,,,
SB29,C00455048,SB29.8940,,,CCM,AMY NIELSEN FOR IOWA,,,,,,168 LOCKMOOR CR,,NORTH LIBERTY,IA,52317,G2024,,2024-09-18,350.00,,DONATION,012,,AMY NIELSEN FOR IOWA,,,,,,,H,IA,77,,,,,,,,
SB29,C00455048,SB29.8938,,,CCM,ANN MEYER FOR STATEHOUSE,,,,,,2908 SOUTH SOLDIER CREEK DRIVE,,FORT DODGE,IA,50501,G2024,,2024-09-18,350.00,,DONATION,012,,ANN MEYER FOR STATEHOUSE,,,,,,,H,IA,09,,,,,,,,
SB29,C00455048,SB29.8925,,,CCM,AUSTIN HARRIS FOR IOWA,,,,,,29374  570TH ST,,MOULTON,IA,52572,G2024,,2024-09-18,350.00,,DONATION,012,,AUSTIN HARRIS FOR IOWA,,,,,,,H,IA,26,,,,,,,,
SB29,C00455048,SB29.8929,,,CCM,BARB KNIFF MCCULLA FOR IOWA,,,,,,1309 ELMRIDGE DR,,PELLA,IA,50219,G2024,,2024-09-18,350.00,,DONATION,012,,BARB KNIFF MCCULLA FOR IOWA,,,,,,,H,IA,37,,,,,,,,
SB29,C00455048,SB29.8957,,,CCM,BARKER FOR IOWA,,,,,,PO BOX 83,,NEVADA,IA,50201,G2024,,2024-09-18,350.00,,DONATION,012,,BARKER FOR IOWA,,,,,,,H,IA,51,,,,,,,,
SB29,C00455048,SB29.8898,,,CCM,BISIGNANO FOR SENATE ACCOUNT,,,,,,2618 EAST LEACH AVE,,DES MOINES,IA,50320,G2024,,2024-09-18,900.00,,DONATION,012,,BISIGNANO FOR SENATE ACCOUNT,,,,,,,S,IA,17,,,,,,,,
SB29,C00455048,SB29.8901,,,CCM,BOULTON FOR SENATE,,,,,,3127 THOMPSON AVE,,DES MOINES,IA,50317,G2024,,2024-09-18,900.00,,DONATION,012,,BOULTON FOR SENATE,,,,,,,S,IA,20,,,,,,,,
SB29,C00455048,SB29.8867,,,CCM,BOUSSELOT FOR IOWA,,,,,,4003 SW 4TH ST,,ANKENY,IA,50023,G2024,,2024-09-18,750.00,,DONATION,012,,BOUSSELOT FOR IOWA,,,,,,,S,IA,21,,,,,,,,
SB29,C00455048,SB29.8922,,,CCM,CARTER NORDMAN FOR IOWA,,,,,,20346 MILL CREEK LN,,ADEL,IA,50003,G2024,,2024-09-18,350.00,,DONATION,012,,CARTER NORDMAN FOR IOWA,,,,,,,H,IA,19,,,,,,,,
