form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00011114,500030463,,,CCM,ADAM FOR COLORADO,,,,,,P.O. Box 371,,Woody Creek,CO,816560371,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00805275,,,FRISCH,ADAM,,Mr.,,H,CO,03,,,,,,,,
SB23,C00011114,500030468,,,CCM,ALTMAN FOR CONGRESS,,,,,,P.O. Box 267,,Lambertville,NJ,085300267,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00841643,,,ALTMAN,SUSAN,COPIUS,,,H,NJ,07,,,,,,,,
SB23,C00011114,500030476,,,CCM,APRIL MCCLAIN DELANEY FOR CONGRESS,,,,,,P.O. Box 83940,,Gaithersburg,MD,208833940,G2024,,2024-08-09,5000.00,0.00,Contribution,011,C00854471,,,DELANEY,APRIL,MCCLAIN,,,H,MD,06,,,,,,,,
SB23,C00011114,500030465,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Place,,Des Moines,IA,503211536,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00856021,,,BACCAM,LANON,,Mr.,,H,IA,03,,,,,,,,
SB23,C00011114,500030464,,,CCM,Christina Bohannan for Congress,,,,,,P.O. Box 722,,Iowa City,IA,522440722,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00787820,,,BOHANNAN,CHRISTINA,,Ms.,,H,IA,01,,,,,,,,
SB23,C00011114,500030470,,,CCM,CITIZENS FOR PETER BARCA,,,,,,P.O. Box 1509,,Kenosha,WI,531411509,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00876490,,,BARCA,PETER,,,,H,WI,01,,,,,,,,
SB23,C00011114,500030461,,,CCM,Engel for Arizona,,,,,,P.O. Box 40721,,Tucson,AZ,857170721,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,,
SB23,C00011114,500030466,,,CCM,HERTEL FOR MICHIGAN,,,,,,P.O. Box 16037,,Lansing,MI,489016037,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00844480,,,HERTEL,CURTIS,JR.,,,H,MI,07,,,,,,,,
SB23,C00011114,500029692,,,CCM,JOE KERR FOR CONGRESS,,,,,,29 Palma Valley,,Coto De Caza,CA,926794735,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00840041,,,KERR,JOSEPH,,Mr.,,H,CA,40,,,,,,,,
SB23,C00011114,500030471,,,CCM,KATRINA SHANKLAND FOR CONGRESS,,,,,,P.O. Box 25,,Stevens Point,WI,544810025,P2024,,2024-08-06,2500.00,0.00,Contribution,011,C00852210,,,SHANKLAND,KATRINA,,,,H,WI,03,,,,,,,,
SB23,C00011114,500030469,,,CCM,MANNION FOR NEW YORK,,,,,,P.O. Box 11131,,Syracuse,NY,132181131,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00845461,,,MANNION,JOHN,W,Sen.,,H,NY,22,,,,,,,,
SB23,C00011114,500030472,,,CCM,MICHELLE VALLEJO FOR CONGRESS,,,,,,P.O. 1265,,Mission,TX,78573,G2024,,2024-08-29,5000.00,0.00,Contribution,011,C00797217,,,VALLEJO,MICHELLE,,,,H,TX,15,,,,,,,,
SB23,C00011114,500029694,,,CCM,MISSY FOR CONGRESS,,,,,,P.O. Box 55418,,Virginia Beach,VA,234719418,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00849836,,,COTTER SMASAL,MISSY,,,,H,VA,02,,,,,,,,
SB23,C00011114,500029693,,,CCM,SUHAS FOR VIRGINIA,,,,,,P.O. Box 302,,Ashburn,VA,201460302,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00856963,,,SUBRAMANYAM,SUHAS,,,,H,VA,10,,,,,,,,
SB23,C00011114,500030467,,,CCM,VARGAS FOR CONGRESS,,,,,,P.O. Box 746,,Boys Town,NE,680100746,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00784371,,,Vargas,ANTHONY,'TONY',Sen.,,H,NE,02,,,,,,,,
SB23,C00011114,500030462,,,CCM,Will Rollins for Congress,,,,,,P.O. Box 6282,,Corona,CA,928786282,G2024,,2024-08-06,5000.00,0.00,Contribution,011,C00792507,,,Rollins,Will,,Mr.,,H,CA,41,,,,,,,,
