form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00344325,18067353,,,CCM,Joe Neguse for Congress,,,,,,PO Box 7142,,Boulder,CO,80306,P2024,,2024-02-19,1000.00,0.00,Contribution,011,C00648253,Joe Neguse for Congress,H8CO02160,Neguse,Joseph,,Rep.,,H,CO,02,,,,,,,,Contribution
SB23,C00344325,18067354,,,CCM,Brittany Pettersen for Colorado,,,,,,PO Box 150887,,Lakewood,CO,80215,P2024,,2024-02-19,1000.00,0.00,Contribution,011,C00637215,Brittany Pettersen for Colorado,H8CO07045,Pettersen,Brittany,Louise,Rep.,,H,CO,07,,,,,,,,Contribution
SB23,C00344325,18067355,,,CCM,Pete Aguilar for Congress,,,,,,PO Box 10954,,San Bernardino,CA,92423,G2024,,2024-02-19,1000.00,0.00,Contribution,011,C00510461,Pete Aguilar for Congress,H2CA31125,Aguilar,Pete,,Rep.,,H,CA,33,,,,,,,,Contribution
SB23,C00344325,18067356,,,CCM,Dwight Evans for Congress,,,,,,PO Box 6578,,Philadelphia,PA,19138,P2024,,2024-02-19,2500.00,0.00,Contribution,011,C00591065,Dwight Evans for Congress,H6PA02171,Evans,Dwight,,Rep.,,H,PA,03,,,,,,,,Contribution
SB23,C00344325,18067357,,,CCM,Luz Rivas for Congress,,,,,,PO Box 341533,,Arleta,CA,91334,P2024,,2024-02-19,3000.00,0.00,Contribution,011,C00857417,Luz Rivas for Congress,H4CA29141,Rivas,Luz,,Ms.,,H,CA,29,,,,,,,,Contribution
SB23,C00344325,18067358,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,53701,P2024,,2024-02-19,5000.00,0.00,Contribution,011,C00326801,Tammy Baldwin for Senate,S2WI00219,Baldwin,Tammy,,Sen.,,S,WI,,,,,,,,,Contribution
SB23,C00344325,18067359,,,CCM,Ted Lieu for Congress,,,,,,"777 S Figueroa St, Suite 4050",,Los Angeles,CA,90017,P2024,,2024-02-19,2500.00,0.00,Contribution,011,C00556506,Ted Lieu for Congress,H4CA33119,Lieu,Ted,,Rep.,,H,CA,36,,,,,,,,Contribution
SB23,C00344325,18067360,,,CCM,Kennedy for Congress,,,,,,PO Box 536,,Buffalo,NY,14201,P2024,,2024-02-19,2500.00,0.00,Contribution,011,C00856526,Kennedy for Congress,H4NY26078,Kennedy,Timothy,,NY Sen.,,H,NY,26,,,,,,,,Contribution
SB23,C00344325,18067361,,,CCM,Landsman for Congress,,,,,,PO Box 68033,,Cincinnati,OH,45206,P2024,,2024-02-19,2500.00,0.00,Contribution,011,C00800276,Landsman for Congress,H2OH01194,Landsman,Greg,,Rep.,,H,OH,01,,,,,,,,Contribution
SB23,C00344325,18067362,,,CCM,Laura Friedman for Congress,,,,,,PO Box 27296,,Los Angeles,CA,900270296,P2024,,2024-02-19,2500.00,0.00,Contribution,011,C00831321,Laura Friedman for Congress,H4CA30149,Friedman,Laura,,Ms.,,H,CA,30,,,,,,,,Contribution
SB23,C00344325,18067363,,,PAC,CHC Bold PAC,,,,,,PO Box 33079,,Washington,DC,20033,,,2024-02-19,5000.00,0.00,Contribution,011,C00365536,,,,,,,,,,,,,,,,,,Contribution
SB23,C00344325,18067364,,,PTY,DCCC,,,,,,"430 South Capitol Street SE, 2nd F",,Washington,DC,200034024,,,2024-02-19,15000.00,0.00,Contribution,011,C00000935,,,,,,,,,,,,,,,,,,Contribution
SB23,C00344325,18068903,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,62705,P2024,,2024-02-23,2500.00,0.00,Contribution,011,C00787812,Nikki for Congress,H2IL13153,Budzinski,Nikki,,Rep.,,H,IL,13,,,,,,,,Contribution
