form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500023895,,,PTY,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,,,,430 S Capitol St SE,Fl 2,Washington,DC,200034024,,,2023-02-23,5000.00,0.00,Federal Committee Contribution,011,C00000935,DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE (DCCC),,,,,,,,,,,,,,,,,
SB23,C00002089,500023884,,,CCM,DOGGETT FOR CONGRESS,,,,,,1157 San Bernard St,,Austin,TX,787022029,P2024,,2023-02-23,2000.00,0.00,Federal Candidate Contribution,011,C00286500,,,DOGGETT,LLOYD,,,,H,TX,35,,,,,,,,
SB23,C00002089,500023897,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO Box 1487,,Waterbury,CT,067211487,P2024,,2023-02-28,3500.00,0.00,Federal Candidate Contribution,011,C00677898,,,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB23,C00002089,500023888,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,129 Church St,Ste 818,New Haven,CT,065102005,P2024,,2023-02-13,2500.00,0.00,Federal Candidate Contribution,011,C00238865,,,DELAURO,ROSA,L,,,H,CT,03,,,,,,,,
SB23,C00002089,500023903,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO Box 64845,,Baton Rouge,LA,708964845,P2024,,2023-02-07,2500.00,0.00,Federal Candidate Contribution,011,C00558486,,,Graves,Garret,,,,H,LA,06,,,,,,,,
SB23,C00002089,500023900,,,CCM,GRAVES FOR CONGRESS,,,,,,19181 State Highway O,,Tarkio,MO,644919209,P2024,,2023-02-07,5000.00,0.00,Federal Candidate Contribution,011,C00359034,,,GRAVES,SAMUEL,B,,JR,H,MO,06,,,,,,,,
SB23,C00002089,500023887,,,CCM,Larson for Congress,,,,,,PO Box 261172,,Hartford,CT,061261172,P2024,,2023-02-28,2500.00,0.00,Federal Candidate Contribution,011,C00330142,,,Larson,John,,,,H,CT,01,,,,,,,,
SB23,C00002089,500023906,,,CCM,MCCLELLAN FOR CONGRESS,,,,,,PO Box 47,,Richmond,VA,232180047,G2023,,2023-02-13,5000.00,0.00,Federal Candidate Contribution,011,C00829812,,,MCCLELLAN,JENNIFER,,,,H,VA,04,,,,,,,,
SB23,C00002089,500023889,,,CCM,SCHAKOWSKY FOR CONGRESS,,,,,,PO Box 5130,,Evanston,IL,602045130,P2024,,2023-02-23,2000.00,0.00,Federal Candidate Contribution,011,C00327023,,,SCHAKOWSKY,JANICE,D,,,H,IL,09,,,,,,,,
SB23,C00002089,500023865,,,PAC,SHOW-ME POLITICAL ACTION COMMITTEE,,,,,,2345 Grand Blvd,Ste 2800,Kansas City,MO,641082612,,,2023-02-15,-2500.00,0.00,Federal Committee Contribution,011,C00410621,SHOW-ME POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,Void CK Original 12/22
SB23,C00002089,500023902,,,PAC,SHOW-ME POLITICAL ACTION COMMITTEE,,,,,,2345 Grand Blvd,Ste 2800,Kansas City,MO,641082612,,,2023-02-16,2500.00,0.00,Federal Committee Contribution,011,C00410621,SHOW-ME POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
