form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00486845,500449136,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-08-01,96079.92,2024-08-01,100103.72,Digital Advertising,,,O,S2NV00308,BROWN,SAM,,,,S,00,NV,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449137,,,ORG,C Plus K LLC,,,,,,1640 Rhode Island Ave NW,Ste 600,Washington,DC,200363229,G2024,,2024-08-01,3920.98,2024-08-01,100103.72,Media Production,,,O,S2NV00308,BROWN,SAM,,,,S,00,NV,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449212,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-02,2775.00,2024-08-06,1461698.85,Canvassing Literature (Previously reported as an estimate on 8/2/24),,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449213,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-02,3825.00,2024-08-06,1461698.85,"Canvassing Literature (Previously reported as an estimate of $3,187.50 on 8/2/24)",,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449214,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-02,3825.00,2024-08-06,181950.00,"Canvassing Literature (Previously reported as an estimate of $3,187.50   on 8/2/24)",,,S,S4AZ00139,GALLEGO,RUBEN,,,,S,00,AZ,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500449215,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-02,0.00,2024-08-06,71250.00,"Canvassing Literature (Previously Reported as an Estimate of $1,275.00 on 8/2/2024)",,,S,H2AZ02311,ENGEL,KIRSTEN,,,,H,06,AZ,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500450773,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-15,2682.50,2024-08-09,423541.00,Canvassing Materials,,,S,S2WI00219,BALDWIN,TAMMY,,,,S,00,WI,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500450776,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-15,2682.50,2024-08-09,1461698.85,Canvassing Materials,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500450774,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-15,1525.00,2024-08-22,423541.00,Canvassing Materials,,,S,S2WI00219,BALDWIN,TAMMY,,,,S,00,WI,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500450777,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-15,1525.00,2024-08-22,1461698.85,Canvassing Materials,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,
SE,C00486845,500451117,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-08-20,2988.00,2024-08-26,1461698.85,T-Shirts,,,S,P00009423,Harris,Kamala,,,,P,00,,Sonekan,Titi,,,,2024-09-20,,Nationwide IE
