form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00654053,500115617,,,ORG,Advertising Analytics LLC,,,,,,1427 Leslie Ave,Ste 108,Alexandria,VA,223011618,,,2024-08-26,6667.00,0.00,Non-Contribution Account: Research,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500114862,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-07-26,16.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500114863,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-07-26,357.01,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500114864,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-07-26,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500114865,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-07-26,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500114868,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-07-26,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500115689,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,16.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500115690,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,186.15,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500115691,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500115694,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500115747,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-08-29,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500116447,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,16.25,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500116448,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,189.72,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500116449,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500116450,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500116453,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,12.00,0.00,Non-Contribution Account: Bank Fees,,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500114732,,,ORG,American Express,,,,,,200 Vesey St,,Atlanta,GA,30354,,,2024-07-09,10837.42,0.00,"Non-Contribution Account: Credit Card Payment, See Memo Entries If Itemized",,,,,,,,,,,,,,,,,,,,
SB29,C00654053,500114756,500114732,SB29,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-06-02,29.69,0.00,Non-Contribution Account: Office Supplies,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114757,500114732,SB29,ORG,Amazon,,,,,,410 Terry Ave N,,Seattle,WA,981095210,,,2024-06-02,35.71,0.00,Non-Contribution Account: Office Supplies,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114775,500114732,SB29,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-05-31,684.94,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114776,500114732,SB29,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-06-12,678.47,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114774,500114732,SB29,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-06-13,19.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114771,500114732,SB29,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2024-06-06,49.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114772,500114732,SB29,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2024-06-07,-98.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114773,500114732,SB29,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2024-06-07,290.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114814,500114732,SB29,ORG,Budget Rent-A-Car,,,,,,300 Centre Pointe Dr,,Virginia Beach,VA,234624415,,,2024-06-10,130.58,0.00,Non-Contribution Account: Transportation,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114850,500114732,SB29,ORG,Cadillac Hotel,,,,,,3925 Collins Ave,,Miami Beach,FL,331403711,,,2024-05-31,496.99,0.00,Non-Contribution Account: Lodging,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114810,500114732,SB29,ORG,Clear,,,,,,85 10th Ave,Fl 9,New York,NY,100114768,,,2024-05-31,288.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114812,500114732,SB29,ORG,Clear,,,,,,85 10th Ave,Fl 9,New York,NY,100114768,,,2024-06-01,-189.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114811,500114732,SB29,ORG,Clear,,,,,,85 10th Ave,Fl 9,New York,NY,100114768,,,2024-06-05,-288.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114813,500114732,SB29,ORG,Clear,,,,,,85 10th Ave,Fl 9,New York,NY,100114768,,,2024-06-06,129.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114769,500114732,SB29,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-06-10,349.10,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114770,500114732,SB29,ORG,Delta Airlines,,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-06-18,542.95,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114809,500114732,SB29,ORG,"Github, Inc.",,,,,,275 Brannan St,,San Francisco,CA,941072016,,,2024-05-29,40.00,0.00,Non-Contribution Account: Subscription,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114807,500114732,SB29,ORG,Hertz Rent-a-car,,,,,,5601 NW Expressway,,Warr Acres,OK,731325232,,,2024-05-27,25.99,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114808,500114732,SB29,ORG,Hertz Rent-a-car,,,,,,5601 NW Expressway,,Warr Acres,OK,731325232,,,2024-06-14,395.85,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114800,500114732,SB29,ORG,Hotels.com,,,,,,333 108th Ave NE,,Bellevue,WA,980045703,,,2024-06-10,207.63,0.00,Non-Contribution Account: Lodging,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114801,500114732,SB29,ORG,Hotels.com,,,,,,333 108th Ave NE,,Bellevue,WA,980045703,,,2024-06-16,496.92,0.00,Non-Contribution Account: Lodging,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114837,500114732,SB29,ORG,Liberty Point,,,,,,211 S Columbus Blvd,,Philadelphia,PA,191063101,,,2024-06-12,351.58,0.00,Non-Contribution Account: Meals,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114822,500114732,SB29,ORG,Loch Bar,,,,,,301 S Broad St,,Philadelphia,PA,191075889,,,2024-06-10,605.13,0.00,Non-Contribution Account: Meals,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114778,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-01,69.66,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114794,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-04,10.85,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114780,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-05,16.81,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114788,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-06,14.83,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114792,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-07,33.82,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114785,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-09,30.99,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114781,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-10,9.00,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114782,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-10,10.65,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114795,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-10,35.93,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114796,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-10,44.99,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114783,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-11,22.09,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114789,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-12,20.99,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114791,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-12,12.84,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114797,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-12,37.45,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114790,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-13,18.37,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
SB29,C00654053,500114793,500114732,SB29,ORG,Lyft,,,,,,185 Berry St,Ste 5000,San Francisco,CA,941072503,,,2024-06-13,12.30,0.00,Non-Contribution Account: Travel,,,,,,,,,,,,,,,,,,,X,*
