form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00741363,SB29.4629,,,PAC,Charity for PA Rep,,,,,,PO BOX 622,,Smithfield,PA,15478,,,2024-06-19,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4621,,,CCM,Citizens for Kail,,,,,,PO box 94,,Beaver,PA,15009,,,2024-05-02,500.00,,,,,Citizens for Kail,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4633,,,PAC,Friends of Dan Miller,,,,,,PO BOX 13421,,Mt Lebanon,PA,15423,,,2024-06-19,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4626,,,PAC,Friends of Eric Nelson,,,,,,165 Wolfe Nursery Road,,Greensburg,PA,15601,,,2024-06-10,400.00,,,,,Friends of Eric Nelson,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4628,,,CCM,Friends of Frank Farry,,,,,,PO Box 231,,Langhorne,PA,19047,,,2024-06-11,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4617,,,PAC,Friends of Joe Hohenstein,,,,,,1117 Wakeling Street,,Philadelphia,PA,19124,,,2024-04-24,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4619,,,PAC,Friends of Joe Pittman,,,,,,119 S 3rd St,,Indiana,PA,15701,,,2024-04-25,1000.00,,,,,Friends of Joe Pittman,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4625,,,PAC,Friends of Joe Pittman,,,,,,119 S 3rd St,,Indiana,PA,15701,,,2024-05-30,1000.00,,,,,Friends of Joe Pittman,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4623,,,PAC,Friends of Scott Martin,,,,,,802 Lighfoot Drive,,Lancaster,PA,17602,,,2024-05-14,1000.00,,,,,Friends of Scott Martin,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4624,,,CCM,HRCC,,,,,,P.O. Box 11787,,Harrisburg,PA,17108,,,2024-05-28,1000.00,,,,,HRCC,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4631,,,PAC,Northeast Republican House Delegation,,,,,,2052 North Autumn Chase Drive,,Mechanicsburg,PA,17055,,,2024-06-19,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00741363,SB29.4622,,,CCM,SRCC,,,,,,P.O. BOX 792,,Harrisburg,PA,17108,,,2024-05-07,5000.00,,,,,SRCC,,,,,,,,,,,,,,,,,
