form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00863548,NB579,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,27185.89,,Consultants & Contractors,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB582,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,584.12,,Mailing Costs,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB578,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,22216.88,,Staff Compensation,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB577,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,-2.22,,Staff Compensation,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB580,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,89.74,,Telecommunications Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB576,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,26915.93,,IT & Data,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB574,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,10.66,,Telecommunications Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB573,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,4179.69,,Consultants & Contractors,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB572,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,2237.17,,Staff Compensation,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB575,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,39.24,,Overhead,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB581,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-11-30,0.07,,Data Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,PB552,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-12,5750.00,,,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB594,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,192.00,,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB591,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,158.40,,Data Management,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB590,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,9.89,,Telecommunications Expenses,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB592,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,84.49,,IT & Data,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB593,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,8620.32,,Mailing Costs,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB589,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,4202.00,,Consultants & Contractors,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB583,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,1682.69,,Staff Compensation,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB587,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,14956.34,,Overhead,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB595,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,5724.00,,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00863548,NB588,,,ORG,"Greenpeace, Inc.",,,,,,"1300 Eye St., NW, Ste. 1100",,Washington,DC,20005,,,2024-12-31,927.09,,Staff Compensation,,,,,,,,,,,,,,,,,,,,
