form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00022343,19832501,,,CCM,Langworthy For Congress,,,,,,PO Box 120,,Clarence,NY,14031,P2024,,2023-10-24,2000.00,0.00,,011,C00817932,Langworthy For Congress,H2NY23228,Langworthy,Nicholas,,Rep.,,H,NY,23,,,,,,,,
SB23,C00022343,19832663,,,PAC,CA LUV PAC,,,,,,PO Box 15320,,Washington,DC,20003,,,2023-10-25,2500.00,0.00,,011,C00573709,,,,,,,,,,,,,,,,,,
SB23,C00022343,19832666,,,PAC,Fair Shot PAC,,,,,,PO Box 15,,Boston,MA,02137,,,2023-10-25,5000.00,0.00,,011,C00574970,,,,,,,,,,,,,,,,,,
SB23,C00022343,19844058,,,PAC,MR. SMITH PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2023-10-26,5000.00,0.00,,011,C00563726,,,,,,,,,,,,,,,,,,
SB23,C00022343,19844059,,,CCM,Anthony Portantino For Congress,,,,,,12501 Imperial Hwy. Ste. 200,,Norwalk,CA,90650,P2024,,2023-10-26,1000.00,0.00,,011,C00832279,Anthony Portantino For Congress,,Portantino,Anthony,,,,H,CA,30,,,,,,,,
SB23,C00022343,19844061,,,CCM,Pete Sessions For Congress,,,,,,PO Box 7754,,Waco,TX,767147754,P2024,,2023-10-26,2500.00,0.00,,011,C00303305,Pete Sessions For Congress,H2TX03126,Sessions,Pete,,Rep.,,H,TX,17,,,,,,,,
SB23,C00022343,19844063,,,CCM,Carey For Congress,,,,,,PO Box 16032,,Columbus,OH,43216,G2024,,2023-10-26,1000.00,0.00,,011,C00779603,Carey For Congress,H2OH15228,Carey,Mike,,Rep.,,H,OH,15,,,,,,,,
SB23,C00022343,19844064,,,CCM,"Chuck Fleischmann For Congress Committee, Inc.",,,,,,8714 Rambling Rose Drive,,Ooltewah,TN,37363,P2024,,2023-10-26,1000.00,0.00,,011,C00461822,"Chuck Fleischmann For Congress Committee, Inc.",H0TN03254,Fleischmann,Chuck,,Rep.,,H,TN,03,,,,,,,,
SB23,C00022343,19844067,,,PAC,Motor City PAC,,,,,,P.O. Box 21431,,Detroit,MI,48221,,,2023-10-26,5000.00,0.00,,011,C00507574,,,,,,,,,,,,,,,,,,
SB23,C00022343,19844068,,,PAC,DREAM PAC,,,,,,"415 New Jersey Ave, SE #1",,Washington,DC,20003,,,2023-10-26,2500.00,0.00,,011,C00423079,,,,,,,,,,,,,,,,,,
SB23,C00022343,19844344,,,COM,NRSC Targeted State Victory,,,,,,PO Box 60148,,Washington,DC,20039,,,2023-10-30,30000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00022343,19844963,,,CCM,Lahood For Congress,,,,,,11607 N Glenshire Dr,,Dunlap,IL,61525,G2024,,2023-10-31,2500.00,0.00,,011,C00575050,Lahood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,16,,,,,,,,
