form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00776237,SB21B.4339,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-08-30,264.30,,Credit Card Transaction Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00776237,SB21B.4341,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-09-14,528.30,,Credit Card Transaction Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00776237,SB21B.4342,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-09-24,264.30,,Credit Card Transaction Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00776237,SB21B.4343,,,ORG,Anedot,,,,,,1340 Poydras Street,Suite 1770,New Orleans,LA,70112,,,2024-09-25,528.60,,Credit Card Transaction Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00776237,SB21B.4330,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,,,2024-08-20,4534.50,,Reimb. - Prepaid Expenses (SEE MEMO),,C00408534,,,,,,,,H,FL,12,,,,,,,,
SB21B,C00776237,SB21B.4330.0,SB21B.4330,SB21B,ORG,Oxford Exchange,,,,,,420 W Kennedy Blvd,,Tampa,FL,33606,,,2024-08-01,1746.00,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00776237,SB21B.4330.1,SB21B.4330,SB21B,ORG,Oxford Exchange,,,,,,420 W Kennedy Blvd,,Tampa,FL,33606,,,2024-08-09,3472.75,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00776237,SB21B.4330.2,SB21B.4330,SB21B,ORG,Oxford Exchange,,,,,,420 W Kennedy Blvd,,Tampa,FL,33606,,,2024-08-17,-684.25,,Refund - Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00776237,SB21B.4326,,,ORG,"Concentric Office, LLC",,,,,,PO Box 2485,,Springfield,VA,22152,,,2024-08-20,1041.37,,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00776237,SB21B.4340,,,ORG,ER Grace Consulitng LLC,,,,,,PO Box 897,,Safety Harbor,FL,34695,,,2024-09-03,250.00,,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
