form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00371856,SB29.13926,,,CCM,Ann Meyer for State House,,,,,,2908 South Soldier Creek Drive,,Fort Dodge,IA,50501,,,2024-10-03,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13928,,,COM,Austin Harris for Iowa,,,,,,29374 570th St,,Moulton,IA,52572,,,2024-10-03,4000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13947,,,CCM,Bergan for Iowa House,,,,,,1204 N Bear Rd,,Dorchester,IA,52140,,,2024-10-15,2000.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13917,,,CCM,Boulton for Senate,,,,,,3127 Thompson Avenue,,Des Moines,IA,50317,,,2024-10-01,1000.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13943,,,CCM,Carter Nordman for Iowa,,,,,,20346 Mill Creek Lane,,Adel,IA,50003,,,2024-10-14,2000.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13944,,,COM,Citizens for Jesse Green,,,,,,116 McPherson St,,Boone,IA,50036,,,2024-10-14,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13911,,,CCM,Citizens for Mommsen,,,,,,2308 15th Street Court,,DeWitt,IA,52742,,,2024-10-18,2500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13907,,,CCM,Citizens for Sexton,,,,,,2202 Ogden Avenue,,Rockwell City,IA,50579,,,2024-10-15,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13898,,,CCM,Citizens for Sieck,,,,,,1710 Timber Lane,,Glenwood,IA,51534,,,2024-10-15,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13897,,,CCM,Costello for Iowa Senate,,,,,,37265 Rains Avenue,,Imogene,IA,51645,,,2024-10-15,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13934,,,CCM,Dean Fisher for House,,,,,,1306 290th St.,,Montour,IA,50173,,,2024-10-08,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13941,,,COM,Determann for Iowa House,,,,,,1411 Edens Ave.,,Camanche,IA,52730,,,2024-10-11,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13918,,,COM,Eric Giddens for Iowa,,,,,,1620 River Bluff Dr.,,Cedar Falls,IA,50613,,,2024-10-03,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13913,,,CCM,Friends for Brian Lohse,,,,,,1500 NE Morgan Drive,,Bondurant,IA,50035,,,2024-10-21,1000.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13914,,,CCM,Friends of Jacob Bossman,,,,,,2650 S Cedar Street,,Sioux City,IA,51106,,,2024-10-30,1000.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13896,,,CCM,Gary Mohr for State House,,,,,,4755 School House Road,,Bettendorf,IA,52722,,,2024-10-14,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13912,,,CCM,Holt for House,,,,,,1400 3rd Ave South,,Denison,IA,51442,,,2024-10-21,1000.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13915,,,COM,Hora for House,,,,,,2509 200th St,,Washington,IA,52353,,,2024-10-01,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13939,,,COM,Iowans for Mike Vondran,,,,,,4401 Fairhaven Court,,Davenport,IA,52807,,,2024-10-11,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13924,,,COM,Jennifer Konfrst for Iowa,,,,,,6518 Northwest Drive,,Windsor Heights,IA,50324,,,2024-10-03,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13935,,,CCM,Jones for Iowa,,,,,,4470 Highway 71,,Sioux Rapids,IA,50585,,,2024-10-08,3000.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13931,,,COM,Joshua Meggers for Iowa House,,,,,,1517 Cantebury Cir,,Grundy Center,IA,50638,,,2024-10-07,2000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13923,,,CCM,Kenan Judge for Iowans,,,,,,P.O. Box 594,,Waukee,IA,50263,,,2024-10-03,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13948,,,CCM,Kraayenbrink for Iowa Senate,,,,,,1561 National Ave,,Fort Dodge,IA,50501,,,2024-10-15,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13930,,,CCM,Lundgren for House,,,,,,916 Heather Dr,,Peosta,IA,52068,,,2024-10-03,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13908,,,COM,Scholten For Iowa,,,,,,PO Box 5351,,Sioux City,IA,51102,,,2024-10-16,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13905,,,COM,Sean Bagniewski,,,,,,4019 Ovid Ave,,Des Moines,IA,50111,,,2024-10-15,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13933,,,CCM,Sorensen for Iowa,,,,,,2476 Monroe Avenue,,Greenfiled,IA,50849,,,2024-10-08,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13901,,,COM,Taxpayers for Collins,,,,,,402 Southwind Drive,,Mediapolis,IA,52637,,,2024-10-15,1500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13903,,,COM,Team Lofgren,,,,,,412 Aspen Trail P.O. Box 213,,Muscatine,IA,52761,,,2024-10-15,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13910,,,CCM,Vote Bloomingdale,,,,,,501 2nd Ave North,,Northwood,IA,50459,,,2024-10-16,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13937,,,COM,Williams for Iowa,,,,,,11886 320th Street,,Manning,IA,51445,,,2024-10-09,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00371856,SB29.13936,,,CCM,Wills for Iowa,,,,,,15732 Tradewind Drive,,Spirit Lake,IA,51360,,,2024-10-08,1500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13946,,,CCM,Win With Windschitl,,,,,,2912 Light Breeze Ln.,,Missouri Valley,IA,51555,,,2024-10-14,2500.00,,,,,,,,,,,,,IA,,,,,,,,,
SB29,C00371856,SB29.13922,,,COM,Wulf for Iowa,,,,,,PO Box 161,,Hudson,IA,50643,,,2024-10-03,2500.00,,,,,,,,,,,,,,,,,,,,,,
