form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00774703,SB22.I28548,,,CCM,COTTON FOR SENATE,,,,,,PO BOX 7839,,LITTLE ROCK,AR,72217,P2026,,2023-09-28,20556.16,,JFC TRANSFER OF NET PROCEEDS,,C00499988,,S4AR00103,COTTON,THOMAS,,,,S,AR,,  ,,,,,,,
SB22,C00774703,SB22.I28549,,,CCM,COTTON FOR SENATE,,,,,,PO BOX 7839,,LITTLE ROCK,AR,72217,G2026,,2023-09-28,9772.25,,JFC TRANSFER OF NET PROCEEDS,,C00499988,,S4AR00103,COTTON,THOMAS,,,,S,AR,,  ,,,,,,,
SB22,C00774703,SB22.I28547,,,PAC,REPUBLICAN MAJORITY FUND,,,,,,901 N WASHINGTON STREET,SUITE 700,ALEXANDRIA,VA,22314,,,2023-09-28,73810.83,,JFC TRANSFER OF NET PROCEEDS,,C00296640,,,,,,,,,,,  ,,,,,,,
SB22,C00774703,SB22.I28550,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2023-09-28,16385.98,,JFC TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00774703,SB22.I28551,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2023-09-28,5367.55,,JFC TRANSFER OF NET PROCEEDS - LEGAL FUND,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00774703,SB22.I28873,,,CCM,COTTON FOR SENATE,,,,,,PO BOX 7839,,LITTLE ROCK,AR,72217,P2026,,2023-12-30,5649.12,,JFC TRANSFER OF NET PROCEEDS,,C00499988,,S4AR00103,COTTON,THOMAS,,,,S,AR,,  ,,,,,,,
SB22,C00774703,SB22.I28874,,,CCM,COTTON FOR SENATE,,,,,,PO BOX 7839,,LITTLE ROCK,AR,72217,G2026,,2023-12-30,6825.41,,JFC TRANSFER OF NET PROCEEDS,,C00499988,,S4AR00103,COTTON,THOMAS,,,,S,AR,,  ,,,,,,,
SB22,C00774703,SB22.I28876,,,PAC,REPUBLICAN MAJORITY FUND,,,,,,901 N WASHINGTON STREET,SUITE 700,ALEXANDRIA,VA,22314,,,2023-12-30,27769.06,,JFC TRANSFER OF NET PROCEEDS,,C00296640,,,,,,,,,,,  ,,,,,,,
SB22,C00774703,SB22.I28877,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2023-12-30,14115.95,,JFC TRANSFER OF NET PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00774703,SB22.I28878,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2023-12-30,38983.33,,JFC TRANSFER OF NET PROCEEDS - LEGAL FUND,,C00027466,,,,,,,,,,,  ,,,,,,,
