form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00774703,SB21B.I28995,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-07-03,400.30,,JFC CREDIT CARD PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I25841,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2023-07-13,32.00,,CREDIT CARD PAYMENT: SEE MEMO,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I25842,SB21B.I25841,SB21B,ORG,THE HAY-ADAMS HOTEL,,,,,,800 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-07-13,32.00,,JFC PARKING,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00774703,SB21B.I25976,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2023-07-13,390.87,,CREDIT CARD PAYMENT: SEE MEMOS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I25979,SB21B.I25976,SB21B,ORG,THE HAY-ADAMS HOTEL,,,,,,800 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-07-13,238.28,,JFC EVENT/FOOD & BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00774703,SB21B.I25977,SB21B.I25976,SB21B,ORG,UBER,,,,,,1455 MARKET ST,,SAN FRANCISCO,CA,94103,,,2023-07-13,68.17,,JFC TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00774703,SB21B.I25978,SB21B.I25976,SB21B,ORG,UBER,,,,,,1455 MARKET ST,,SAN FRANCISCO,CA,94103,,,2023-07-13,84.42,,JFC TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00774703,SB21B.I28997,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-07-17,400.30,,JFC CREDIT CARD PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I26008,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA STREET NW,,WASHINGTON,DC,20016,,,2023-07-19,18350.00,,JFC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I26064,,,ORG,"KOCH & HOOS, LLC",,,,,,901 N WASHINGTON ST STE 700,,ALEXANDRIA,VA,22314,,,2023-07-31,5284.00,,JFC ACCOUNTING/COMPLIANCE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I27075,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA STREET NW,,WASHINGTON,DC,20016,,,2023-08-09,1000.00,,JFC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I28285,,,ORG,"KOCH & HOOS, LLC",,,,,,901 N WASHINGTON ST STE 700,,ALEXANDRIA,VA,22314,,,2023-08-24,2519.00,,JFC ACCOUNTING/COMPLIANCE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I28998,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-08-28,528.60,,JFC CREDIT CARD PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I28306,,,ORG,THE MORNING GROUP,,,,,,5101 YUMA STREET NW,,WASHINGTON,DC,20016,,,2023-09-05,1820.00,,JFC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00774703,SB21B.I28999,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70112,,,2023-09-07,664.90,,JFC CREDIT CARD PROCESSING,,,,,,,,,,,,,  ,,,,,,,
