form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00685552,500296749,,,CCM,Aaron Regunberg For Congress,,,,,,50 Duncan Ave,,Providence,RI,029061815,O2024,Special Primary,2023-08-08,5000.00,0.00,Contribution,,C00836494,,,Regunberg,Aaron,,,,H,RI,01,,,,,,,,
SB23,C00685552,500296853,,,CCM,BONAMICI FOR CONGRESS,,,,,,PO Box 1632,,Beaverton,OR,970751632,P2022,,2023-08-31,-1000.00,0.00,Contribution,,C00500421,,,BONAMICI,SUZANNE MS.,,,,H,OR,01,,,,,,,,
SB23,C00685552,500296750,,,CCM,BOWMAN FOR CONGRESS,,,,,,81 Pondfield Rd,Ste D351,Bronxville,NY,107083818,P2024,,2023-08-08,5000.00,0.00,Contribution,,C00709196,,,BOWMAN,JAMAAL,,,,H,NY,16,,,,,,,,
SB23,C00685552,500296847,,,CCM,CLARKE FOR CONGRESS,,,,,,PO Box 250200,,Brooklyn,NY,112250200,P2022,,2023-08-31,-1000.00,0.00,Contribution,,C00415331,,,CLARKE,YVETTE  D.,,,,H,NY,09,,,,,,,,
SB23,C00685552,500296846,,,CCM,COHEN FOR CONGRESS,,,,,,349 Kenilworth Pl,,Memphis,TN,381125405,P2022,,2023-08-31,-1000.00,0.00,Contribution,,C00422980,,,COHEN,STEVE I MR.,,,,H,TN,09,,,,,,,,
SB23,C00685552,500296851,,,CCM,COMMITTEE TO RE-ELECT NYDIA M. VELAZQUEZ TO CONGRESS,,,,,,315 Inspiration Ln,,Gaithersburg,MD,208785808,P2022,,2023-08-31,-1000.00,0.00,Contribution,,C00271312,,,VELAZQUEZ,NYDIA M.,,,,H,NY,07,,,,,,,,
SB23,C00685552,500296852,,,CCM,FREDERICA S. WILSON FOR CONGRESS,,,,,,413 New Jersey Ave SE,,Washington,DC,200034007,P2022,,2023-08-31,-1000.00,0.00,Contribution,,C00460055,,,WILSON,FREDERICA S.,,,,H,FL,24,,,,,,,,
SB23,C00685552,500296850,,,CCM,FRIENDS OF JOHN SARBANES,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,200034027,P2022,,2023-08-31,-1000.00,0.00,Contribution,,C00415182,,,SARBANES,JOHN P. MR.,,,,H,MD,03,,,,,,,,
SB23,C00685552,500296755,,,CCM,MICHELLE VALLEJO FOR CONGRESS,,,,,,PO Box 1265,,Mission,TX,785730021,P2024,,2023-08-08,5000.00,0.00,Contribution,,C00797217,,,VALLEJO,MICHELLE,,,,H,TX,15,,,,,,,,
SB23,C00685552,500296849,,,CCM,RO FOR CONGRESS INC,,,,,,PO Box 3513,,Santa Clara,CA,950553513,P2022,,2023-08-31,-1000.00,0.00,Contribution,,C00503185,,,KHANNA,ROHIT,,,,H,CA,17,,,,,,,,
SB23,C00685552,500296767,,,CCM,SUMMER LEE FOR CONGRESS,,,,,,PO Box 82620,,Pittsburgh,PA,152180620,P2024,,2023-08-08,5000.00,0.00,Contribution,,C00791780,,,LEE,SUMMER,,,,H,PA,18,,,,,,,,
SB23,C00685552,500296848,,,CCM,TED DEUTCH FOR CONGRESS COMMITTEE,,,,,,910 17Th St NW,Ste 925,Washington,DC,200062641,P2022,,2023-08-31,-1000.00,0.00,Contribution,,C00469163,,,DEUTCH,THEODORE ELIOT,,,,H,FL,22,,,,,,,,
