form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00285593,EB706,,,PAC,"Amberg for Tempe, Nicki",,,,,,2121 East LaVieve Lane,,Tempe,AZ,85284,,,2024-04-23,1000.00,,Contribution to Non-Federal Committee,011,,"Amberg for Tempe, Nicki",,,,,,,,,,,,,,,,,
SB29,C00285593,EB707,,,PAC,"Blattman for Arizona, Seth",,,,,,761 East University Drive,,Mesa,AZ,85203,,,2024-04-23,1000.00,,Contribution to Non-Federal Committee,011,,"Blattman for Arizona, Seth",,,,,,,,,,,,,,,,,
SB29,C00285593,EB708,,,PAC,"Malone for Mayor, Veronica",,,,,,11578 West Yuma Street,,Avondale,AZ,85323,,,2024-04-23,2000.00,,Contribution to Non-Federal Committee,011,,"Malone for Mayor, Veronica",,,,,,,,,,,,,,,,,
SB29,C00285593,EB705,,,PAC,"Navarro for Supervisor, Joe",,,,,,1245 East Wesleyan Drive,,Tempe,AZ,85282,,,2024-04-23,3000.00,,Contribution to Non-Federal Committee,011,,"Navarro for Supervisor, Joe",,,,,,,,,,,,,,,,,
SB29,C00285593,EB703,,,PAC,"Simacek for Arizona, Stephanie",,,,,,P.O. Box 42834,,Phoenix,AZ,85080,,,2024-04-23,3000.00,,Contribution to Non-Federal Committee,011,,"Simacek for Arizona, Stephanie",,,,,,,,,,,,,,,,,
SB29,C00285593,EB711,,,PAC,"Gallego for Phoenix Mayor, Kate",,,,,,530 East McDowell Road,Suite 107,Phoenix,AZ,85004,,,2024-05-06,6000.00,,Contribution to Non-Federal Committee,011,,"Gallego for Phoenix Mayor, Kate",,,,,,,,,,,,,,,,,
SB29,C00285593,EB710,,,PAC,Maricopa County Democratic Party,,,,,,2914 North Central Avenue,,Phoenix,AZ,85012,,,2024-05-06,2500.00,,Contribution to Non-Federal Committee,011,,Maricopa County Democratic Party,,,,,,,,,,,,,,,,,
SB29,C00285593,EB709,,,PAC,New Mexico Senate Democratic Caucus,,,,,,313 Moon Street NE,,Albuquerque,NM,87123,,,2024-05-06,20000.00,,Contribution to Non-Federal Committee,011,,New Mexico Senate Democratic Caucus,,,,,,,,,,,,,,,,,
SB29,C00285593,EB713,,,PAC,"Bundy for Idaho, Matthew",,,,,,1735 Castle Way,,Mountain Home,ID,83647,,,2024-05-13,1500.00,,Contribution to Non-Federal Committee,011,,"Bundy for Idaho, Matthew",,,,,,,,,,,,,,,,,
SB29,C00285593,EB712,,,PAC,Hometown Heroes,,,,,,PO Box 1251,,Boise,ID,83701,,,2024-05-13,22500.00,,Contribution to Non-Federal Committee,011,,Hometown Heroes,,,,,,,,,,,,,,,,,
SB29,C00285593,EB714,,,PAC,"McCann for Idaho, Lori",,,,,,1027 Bryden Avenue,,Lewiston,ID,83501,,,2024-05-13,2000.00,,Contribution to Non-Federal Committee,011,,"McCann for Idaho, Lori",,,,,,,,,,,,,,,,,
SB29,C00285593,EB704,,,PAC,"Keating for Council, Randy",,,,,,6850 South Willow Drive,,Tempe,AZ,85283,,,2024-05-16,1180.00,,Contribution to Non-Federal Committee,011,,"Keating for Council, Randy",,,,,,,,,,,,,,,,,
SB29,C00285593,EB717,,,PAC,Binkley for Montana,,,,,,PO Box 1601,,Hamilton,MT,59840,,,2024-05-24,450.00,,Contribution to Non-Federal Committee,011,,Binkley for Montana,,,,,,,,,,,,,,,,,
SB29,C00285593,EB718,,,PAC,Buttrey for Montana,,,,,,708 Central Avenue,,Great Falls,MT,59401,,,2024-05-24,450.00,,Contribution to Non-Federal Committee,011,,Buttrey for Montana,,,,,,,,,,,,,,,,,
SB29,C00285593,EB720,,,PAC,Conservatives for Montana,,,,,,PO Box 7843,,Helena,MT,59604,,,2024-05-24,30000.00,,Contribution to Non-Federal Committee,011,,Conservatives for Montana,,,,,,,,,,,,,,,,,
SB29,C00285593,EB715,,,PAC,"Gist for Montana, Steve",,,,,,339 1st Street North,,Cascade,MT,59421,,,2024-05-24,450.00,,Contribution to Non-Federal Committee,011,,"Gist for Montana, Steve",,,,,,,,,,,,,,,,,
SB29,C00285593,EB716,,,PAC,Kassmier for Montana,,,,,,PO Box 876,,Fort Benton,MT,59442,,,2024-05-24,450.00,,Contribution to Non-Federal Committee,011,,Kassmier for Montana,,,,,,,,,,,,,,,,,
SB29,C00285593,EB721,,,PAC,Montana Democractic Party,,,,,,303 North Ewing Street,,Helena,MT,59601,,,2024-05-24,5000.00,,Contribution to Non-Federal Committee,011,,Montana Democractic Party,,,,,,,,,,,,,,,,,
SB29,C00285593,EB719,,,PAC,Sprunger for House,,,,,,PO Box 8315,,Kalispell,MT,59904,,,2024-05-24,450.00,,Contribution to Non-Federal Committee,011,,Sprunger for House,,,,,,,,,,,,,,,,,
SB29,C00285593,EB728,,,PAC,"Allen for Pima County Supervisor District 3, Jennifer",,,,,,"1645 West Valencia Road, Suite 109",,Tucson,AZ,85746,,,2024-06-05,950.00,,Contribution to Non-Federal Committee,011,,"Allen for Pima County Supervisor District 3, Jennifer",,,,,,,,,,,,,,,,,
SB29,C00285593,EB723,,,PAC,"Cook, Conservatives for",,,,,,PO Box 871,,Globe,AZ,85502,,,2024-06-05,1750.00,,Contribution to Non-Federal Committee,011,,"Cook, Conservatives for",,,,,,,,,,,,,,,,,
SB29,C00285593,EB722,,,PAC,"de los Santos for AZ House, Oscar",,,,,,8221 South 33rd Drive,,Laveen,AZ,85339,,,2024-06-05,950.00,,Contribution to Non-Federal Committee,011,,"de los Santos for AZ House, Oscar",,,,,,,,,,,,,,,,,
SB29,C00285593,EB725,,,PAC,"Diaz for AZ State Senate, Eva",,,,,,901 North Christa Way,,Tolleson,AZ,85353,,,2024-06-05,950.00,,Contribution to Non-Federal Committee,011,,"Diaz for AZ State Senate, Eva",,,,,,,,,,,,,,,,,
SB29,C00285593,EB727,,,PAC,"Epstein for AZ Senate, Denise 'Mitzi'",,,,,,733 East Stacey Lane,,Tempe,AZ,85284,,,2024-06-05,950.00,,Contribution to Non-Federal Committee,011,,"Epstein for AZ Senate, Denise 'Mitzi'",,,,,,,,,,,,,,,,,
SB29,C00285593,EB724,,,PAC,"Hamilton for State Representative, Stephanie Stahl",,,,,,PO Box 43913,,Tucson,AZ,85733,,,2024-06-05,950.00,,Contribution to Non-Federal Committee,011,,"Hamilton for State Representative, Stephanie Stahl",,,,,,,,,,,,,,,,,
