form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00158881,20045987,,,PAC,New Voice PAC,,,,,,35 East Gay Street,Suite 502,Columbus,OH,43215,,,2024-10-01,-5000.00,0.00,Void of 5/30/24 contribution,011,C00545236,,,,,,,,,,,,,,,,,,Void of 5/30/24 contribution
SB23,C00158881,20049804,,,PAC,New Voice PAC,,,,,,35 East Gay Street,Suite 502,Columbus,OH,43215,,,2024-10-16,5000.00,0.00,Contribution,011,C00545236,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,20063702,,,PAC,Across the Aisle PAC,,,,,,611 Pennsylvania Avenue SE,Ste 143,Washington,DC,20003,,,2024-10-09,5000.00,0.00,Contribution,011,C00696591,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,20064879,,,PAC,Electing Republicans Indiana PAC,,,,,,PO Box 234,,Salem,IN,47167,,,2024-10-09,2500.00,0.00,Contribution,011,C00816389,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,20064898,,,CCM,Hern For Congress,,,,,,9521-B Riverside Pkwy #350,,Tulsa,OK,74137,G2024,,2024-10-09,2000.00,0.00,Contribution,011,C00636092,Hern For Congress,H8OK01157,Hern,Kevin,,,,H,OK,01,,,,,,,,Contribution
SB23,C00158881,20064917,,,PAC,Hispanic Leadership Trust,,,,,,1005 Congress Avenue,Ste 400,Austin,TX,78701,,,2024-10-09,5000.00,0.00,Contribution,011,C00809970,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,20064918,,,PAC,Mr. Southern Missourian In The House PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-10-09,2500.00,0.00,Contribution,011,C00563726,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,20064920,,,PAC,Mr. Southern Missourian In The House PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,,,2024-10-09,2500.00,0.00,Contribution,011,C00563726,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,20064923,,,PAC,Leadership and Accountability are National Keys PAC,,,,,,P.O. Box 1639,,Bethany,OK,73008,,,2024-10-09,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,20064927,,,PAC,Farmer PAC,,,,,,9460 Tenger Rd.,,Hilmar,CA,95324,,,2024-10-09,5000.00,0.00,Contribution,011,C00818344,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,20064929,,,CCM,Mark Takano For Congress,,,,,,PO Box 5214,,Riverside,CA,92517,G2024,,2024-10-09,2500.00,0.00,Contribution,011,C00498667,Mark Takano For Congress,H2CA43245,Takano,Mark,,,,H,CA,39,,,,,,,,Contribution
SB23,C00158881,20064930,,,CCM,Stanton For Congress,,,,,,4340 E Indian School Road,Suite 21-518,Phoenix,AZ,85018,G2024,,2024-10-09,2500.00,0.00,Contribution,011,C00657304,Stanton For Congress,H8AZ09040,Stanton,Greg,,,,H,AZ,04,,,,,,,,Contribution
SB23,C00158881,20064933,,,CCM,Ted Lieu For Congress,,,,,,777 S. Figueroa St.,Suite 4050,Los Angeles,CA,90017,G2024,,2024-10-09,2500.00,0.00,Contribution,011,C00556506,Ted Lieu For Congress,H4CA33119,Lieu,Ted,,,,H,CA,36,,,,,,,,Contribution
