form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00567792,SB23.6194,,,CCM,Democratic Congressional Campaign Committee,,,,,,"430 S. Capitol St, S.E",,Washington,DC,20003,P2024,,2023-01-27,5000.00,,Contribution,011,,Democratic Congressional Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00567792,SB23.6195,,,CCM,Democratic Senatorial Campaign Committee,,,,,,20 Maryland Ave,,Washington,DC,20002,P2024,,2023-01-27,5000.00,,Contribution,011,,Democratic Senatorial Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00567792,SB23.6228,,,CCM,Friends of Byron Donalds,,,,,,8616 Buckboard Drive,,Alexandria,FL,22308,P2024,,2023-03-29,1000.00,,Contribution,011,C00509877,,,,,,,,H,FL,,,,,,,,,
SB23,C00567792,SB23.6215,,,PAC,MIKE FLOOD FOR CONGRESS,,,,,,PO BOX 81041,,LINCOLN,NE,68501,P2024,,2023-03-22,1000.00,,Contribution,011,C00801241,MIKE FLOOD FOR CONGRESS,,,,,,,,,,,,,,,,,
SB23,C00567792,SB23.6196,,,CCM,National Republican Senatorial Committee,,,,,,425 2nd ST NE,,Washington,DC,20002,P2024,,2023-01-27,5000.00,,Contribution,011,,National Republican Senatorial Committee,,,,,,,,,,,,,,,,,
SB23,C00567792,SB23.6217,,,CCM,Ralph Norman for Congress,,,,,,PO Box 37467,,Rock Hill,SC,29732,P2024,,2023-03-22,1000.00,,Contribution,011,C00633610,Ralph Norman for Congress,,,,,,,H,SC,,,,,,,,,
SB23,C00567792,SB23.6200,,,CCM,Republican Congressional Campaign Committee,,,,,,"320 First Street, S.E.",,Washington,DC,20003,P2024,,2023-01-27,5000.00,,Contribution,011,,Republican Congressional Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00567792,SB23.6218,,,PAC,SCOTT FITZGERALD FOR CONGRESS,,,,,,PO BOX 5048,,ELM GROVE,WI,53122,P2024,,2023-03-22,1000.00,,Contribution,011,C00720011,,,,,,,,,,,,,,,,,,
SB23,C00567792,SB23.6221,,,CCM,SHERMAN FOR CONGRESS,,,,,,PO Box 75214,,Washington,DC,30013,P2024,,2023-03-22,1000.00,,Contribution,011,C00308742,SHERMAN FOR CONGRESS,,,,,,,H,CA,30,,,,,,,,
SB23,C00567792,SB23.6222,,,CCM,Vicente Gonzales for Congress Committee,,,,,,PO Box 15096,,Washington,DC,20003,P2024,,2023-03-22,1000.00,,Contribution,011,,Vicente Gonzales for Congress Committee,,,,,,,H,TX,15,,,,,,,,
