form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00427435,SB29.1006742,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2024-08-13,1027.72,,NON-CONTRIBUTION: COMPLIANCE CONSULTING
SB29,C00427435,SB29.1019076,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2024-09-10,2097.76,,NON-CONTRIBUTION: COMPLIANCE CONSULTING
SB29,C00427435,SB29.1009030,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-12,4.93,,NON-CONTRIBUTION: MERCHANT FEES
SB29,C00427435,SB29.1010488,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-25,9.86,,NON-CONTRIBUTION: MERCHANT FEES
SB29,C00427435,SB21B.1010626,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-07-26,2.46,,NON-CONTRIBUTION: MERCHANT FEES
SB29,C00427435,SB21B.1014998,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-08-14,4.93,,NON-CONTRIBUTION: MERCHANT FEES
SB29,C00427435,SB29.1017249,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-08-27,9.86,,NON-CONTRIBUTION: MERCHANT FEES
SB29,C00427435,SB21B.1017251,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-08-28,2.46,,NON-CONTRIBUTION: MERCHANT FEES
SB29,C00427435,SB29.1021620,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-09-11,4.93,,NON-CONTRIBUTION: MERCHANT FEES
SB29,C00427435,SB29.1025203,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2024-09-25,12.32,,NON-CONTRIBUTION: MERCHANT FEES
