form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00275230,SB29-EX3763,,,CCM,Doug Owens For Utah,,,,,,3502 South Little Farm Lane,,Millcreek,UT,84109,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3754,,,CCM,SenDem PAC,,,,,,1004 North Morton Drive,,Salt Lake City,UT,84116,G2024,,2024-09-05,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3768,,,CCM,Escamilla For Senate,,,,,,1004 N Morton Dr,,Salt Lake City,UT,84116,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3777,,,CCM,Christine Watkins For State House District 67,,,,,,1548 E. 5700 S.,,Price,UT,84501,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3764,,,CCM,Steven Eliason Campaign,,,,,,8157 South Grambling Way,,Sandy,UT,84094,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3731,,,CCM,Committee To Elect Ken Ivory,,,,,,8393 S 2010 W,,West Jordan,UT,84088,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3771,,,CCM,Carol Spackman Moss Campaign,,,,,,2712 E. Kelly Lane,,Holladay,UT,84117,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3722,,,CCM,Committee To Elect Angela Romero,,,,,,1098 South Emery Street,,SLC,UT,84104,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3767,,,CCM,Kay Christofferson For District 56,,,,,,1256 East 1500 North,,Lehi,UT,84043,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3718,,,CCM,Committee to Elect Ray Ward,,,,,,954 East Millbrook Way,,Bountiful,UT,84010,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3774,,,CCM,Carl Albrecht Campaign,,,,,,752 Crestview Drive,,Richfield,UT,84701,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3775,,,CCM,Cheryl Acton Campaign,,,,,,5143 Wheatcrest Circle,,West Jordan,UT,84081,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3765,,,CCM,Mark Strong Campaign,,,,,,2628 Clydesdale Cirle,,Bluffdale,UT,84065,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3719,,,CCM,Committee To Elect Melissa Garff Ballard,,,,,,407 Elk Hollow Circle,,North Salt Lake,UT,84054,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3696,,,ORG,Sylvia Garcia For Congress,,,,,,P.O. Box,,Houston,TX,77249,G2024,,2024-09-04,3000.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3712,,,CCM,Committee to Elect Rosemary Lesser,,,,,,Po Box 150156,,Ogden,UT,84415,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3720,,,CCM,Elect Sandra Hollins,,,,,,518 N 8th W,,SLC,UT,84116,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3740,,,CCM,Committee To Elect Nelson Abbott,,,,,,195 South Palisade Drive,,Orem,UT,84097,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3695,,,CCM,Utah Democratic Party,,,,,,825 N 300 W  Suite C400,,SLC,UT,84103,G2024,,2024-08-26,2500.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3769,,,CCM,John For Utah,,,,,,945 Nebo Ave,,Ogden,UT,84414,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3706,,,CCM,Committee To Elect Derrin R. Owens,,,,,,P. O. Box 127,,Fountain Green,UT,84632,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3708,,,CCM,Committee To Elect Thomas Peterson,,,,,,818 W 885 S,,Brigham City,UT,84302,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3709,,,CCM,Committee to Re-Elect Mike Petersen,,,,,,1523 East 2050 North,,North Logan,UT,84341,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3710,,,CCM,Kera Birkeland For House,,,,,,6038 Hidden Valley Rd,,Morgan,UT,84050,G2024,,2024-09-26,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3762,,,CCM,Matthew Gwynn Campaign,,,,,,2595 North 2675 West,,Farr West,UT,84404,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3778,,,CCM,Karen Peterson Campaign,,,,,,1239 W 1235 N,,Clinton,UT,84015,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3772,,,CCM,Ariel Defay For Utah,,,,,,758 Santa Anita Dr.,,Kaysville,UT,84037,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3715,,,CCM,Friends of Trevor Lee,,,,,,1321 East Daffodil Court,,Layton,UT,84041,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3761,,,CCM,Committee to Elect Stewart Barlow M.D.,,,,,,940 Signal Hill,,Fruit Heights,UT,84037,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3717,,,CCM,Vote Paul Cutler,,,,,,1872 N. Main,,Centerville,UT,84014,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3721,,,CCM,Committee to Elect Jennifer Dailey-Provost,,,,,,1218 E 3rd Avenue,,SLC,UT,84103,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3776,,,CCM,Sahara Hayes Campaign,,,,,,3825 S Loretta Dr,,Millcreek,UT,84106,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3784,,,CCM,Andrew Stoddard Campaign,,,,,,218 East 8135 South,,Sandy,UT,84070,G2024,,2024-09-19,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3758,,,CCM,Gay Lynn Bennion Campaign,,,,,,6682 South Candle Cove,,Cottonwood Heights,UT,84121,G2024,,2024-09-18,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
SB29,C00275230,SB29-EX3735,,,CCM,Committee to Elect Jordan Teuscher,,,,,,5413 W Burnstside Avenue,,South Jordan,UT,84009,G2024,,2024-09-05,250.00,0.00,,011,,,,,,,,,,,,,,,,,,,Political Contributions
