form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00820167,EB78,,,COM,CHC Bold PAC,,,,,,PO Box 33079,,Washington,DC,20033,,,2023-07-03,2500.00,,,011,C00365536,CHC Bold PAC,,,,,,,,,,,,,,,,,
SB23,C00820167,EB79,,,COM,Kevin Kiley for Congress,,,,,,9458 Treelake Road,,Granite Bay,CA,95746,P2024,,2023-07-25,1000.00,,,011,C00801985,Kevin Kiley for Congress,,Kiley,Kevin,,,,H,CA,03,,,,,,,,
SB23,C00820167,EB80,,,COM,Cathy McMorris Rodgers for Congress,,,,,,Box 137,,Spokane,WA,99210,P2024,,2023-09-21,2500.00,,,011,C00390476,Cathy McMorris Rodgers for Congress,,Rodgers,Cathy McMorris,,,,H,WA,05,,,,,,,,
SB23,C00820167,EB81,,,CCM,Marc for US Inc.,,,,,,PO Box 219,,Leeds,NY,12451,P2024,,2023-09-21,1000.00,,,011,C00789586,Marc for US Inc.,,Molinaro,Marcus J.,,,,H,NY,19,,,,,,,,
SB23,C00820167,EB82,,,COM,Sylvia Garcia for Congress,,,,,,PO Box 8530,,Houston,TX,77249,P2024,,2023-09-21,1000.00,,,011,C00660555,Sylvia Garcia for Congress,,Garcia,Sylvia R.,,,,H,TX,29,,,,,,,,
SB23,C00820167,EB90,,,CCM,Alaskans for Dan Sullivan,,,,,,3705 Arctic Blvd  #447,,Anchorage,AK,99503,P2026,,2023-11-29,1000.00,,,011,C00570994,Alaskans for Dan Sullivan,,Sullivan,Dan,,,,S,AK,,,,,,,,,
SB23,C00820167,EB89,,,COM,Congressional Black Caucus PAC,,,,,,"413 New Jersey Ave, SE",,Washington,DC,20003,,,2023-11-29,2500.00,,,011,C00147512,Congressional Black Caucus PAC,,,,,,,,,,,,,,,,,
SB23,C00820167,EB98,,,CCM,Delbene for Congress,,,,,,PO Box 477,,Kirkland,WA,98083,P2024,,2023-11-29,1000.00,,,011,C00459099,Delbene for Congress,,Delbene,Suzan K.,,,,H,WA,01,,,,,,,,
SB23,C00820167,EB97,,,CCM,Jasmine for US,,,,,,PO Box 227235,,Dallas,TX,75222,P2024,,2023-11-29,1300.00,,,011,C00795450,Jasmine for US,,Crockett,Jasmine,,,,H,TX,30,,,,,,,,
SB23,C00820167,EB96,,,CCM,Jim Costa for Congress,,,,,,"2037 W Bullard Ave, #355",,Fresno,CA,93711,P2024,,2023-11-29,1000.00,,,011,C00391029,Jim Costa for Congress,,Costa,Jim,,,,H,CA,21,,,,,,,,
SB23,C00820167,EB91,,,COM,Kevin Kiley for Congress,,,,,,9458 Treelake Road,,Granite Bay,CA,95746,P2024,,2023-11-29,1300.00,,,011,C00801985,Kevin Kiley for Congress,,Kiley,Kevin,,,,H,CA,03,,,,,,,,
