form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00252940,500470639,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-10-29,92.60,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500470640,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-10-29,118.62,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500470637,,,ORG,Bill.Com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2024-11-13,424.14,0.00,Payment processing subscription fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500470644,,,ORG,Chapman Cubine Allen + Hussey,,,,,,2000 15Th St N,Ste 550,Arlington,VA,222012900,,,2024-10-18,195.00,0.00,Fundraising Mailer Design,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500470647,,,ORG,Chapman Cubine Allen + Hussey,,,,,,2000 15Th St N,Ste 550,Arlington,VA,222012900,,,2024-11-18,3595.00,0.00,Fundraising Mailer Design,,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500471020,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-22,-40.00,0.00,Staff Time and Emails for Fundraising Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500471019,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2024,Other,2024-10-24,-392.37,0.00,Phone Banking Expenses (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500472507,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2024-10-25,67.89,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500472508,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2024-10-25,-67.89,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500471021,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-26,-40.00,0.00,Staff Time and Emails for Fundraising Message (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500470638,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2024-10-28,1100.00,0.00,"Advance for Drawdown Account of LCV, Inc. Resources",,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500470699,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-10-30,-402.91,0.00,Phone Banking Expenses (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500471022,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,O2024,Other,2024-10-30,-616.35,0.00,Phone Banking Expenses (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500472509,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2024-11-01,201.24,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500472510,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,,,2024-11-01,-201.24,0.00,Staff Time for Press Release (via drawdown),,,,,,,,,,,,,,,,,,,,
SB21B,C00252940,500472511,,,ORG,"League Of Conservation Voters, Inc.",,,,,,740 15Th St NW,Fl 7,Washington,DC,200051048,G2024,,2024-11-03,-40.00,0.00,Staff Time and Emails for Fundraising Message (via drawdown),,,,,,,,,,,,,,,,,,,,
