form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00825851,SB21B.7781,,,ORG,305SUNNSHINE STRATEGIES,,,,,,7901 4TH ST N,STE 300,ST PETERSBURG,FL,33702,,,2024-07-29,13200.00,,RESEARCH CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7864,,,ORG,3BUCKS ARENA,,,,,,1111 NORTH FOURTH ST,,MILWAUKEE,WI,53203,,,2024-07-12,24882.77,,CREDIT CARD PMT [SB21B.7782]: EVENT EXPENSE: FACILITIES RENTAL AND CATERING SERVICES,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.7865,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-06-13,93.48,,CREDIT CARD PMT [SB21B.7782]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.7866,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-06-13,93.48,,CREDIT CARD PMT [SB21B.7782]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.7867,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-06-25,408.47,,CREDIT CARD PMT [SB21B.7782]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.7868,,,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DR,,FORT WORTH,TX,76155,,,2024-07-19,418.47,,CREDIT CARD PMT [SB21B.7782]: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.7782,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 1270,,NEWARK,NJ,07101,,,2024-07-08,14901.34,,CREDIT CARD PAYMENT: SEE MEMO ENTRIES IF REQUIRED,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7783,,,ORG,ANEDOT,,,,,,1920 MCKINNEY AVE.,7TH FL,DALLAS,TX,75201,,,2024-07-02,6216.30,,MERCHANT FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7784,,,ORG,"BALDUR STRATEGIES, LLC",,,,,,3333 PORT ROYALE DR S,APT 329,FT. LAUDERDALE,FL,33308,,,2024-07-30,14233.89,,COMMUNICATIONS CONSULTING AND EXPENSES: TRAVEL,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7827,,,IND,,BOYLE,DANIEL,,,,3229 HESTER DR,,TALLAHASSEE,FL,32309,,,2024-07-08,11000.00,,RESEARCH CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7861,,,IND,,BUDOWICH,TAYLOR,,,,516 S. DIXIE HWY,PMB 196,WEST PALM BEACH,FL,33401,,,2024-07-12,7044.73,,PAYROLL [SB21B.7841]: EXECUTIVE DIRECTOR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.7862,,,IND,,BUDOWICH,TAYLOR,,,,516 S. DIXIE HWY,PMB 196,WEST PALM BEACH,FL,33401,,,2024-07-30,7044.73,,PAYROLL [SB21B.7845]: EXECUTIVE DIRECTOR,,,,,,,,,,,,,,,,,,,X,
SB21B,C00825851,SB21B.7785,,,ORG,BULLDOG COMPLIANCE,,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-07-01,10000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7786,,,ORG,BULLDOG COMPLIANCE,,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-07-30,10000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7787,,,ORG,CAMPAIGN NUCLEUS LLC,,,,,,3593 MEDINA RD,#110,MEDINA,OH,44256,,,2024-07-29,5000.00,,DIGITAL MARKETING,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7788,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-01,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7789,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-01,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7790,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-01,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7791,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-01,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7792,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-01,12.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7793,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-02,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7794,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-02,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7795,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-02,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
SB21B,C00825851,SB21B.7796,,,ORG,CHAIN BRIDGE BANK N.A.,,,,,,1445-A LAUGHLIN AVE.,,MCLEAN,VA,22101,,,2024-07-05,25.00,,BANK FEE,,,,,,,,,,,,,,,,,,,,
