form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00839407,CDD-0000000000032392,,,CCM,Will Rollins for Congress,,,,,,PO Box 6282414  ,,Corona,CA,92878,G2024,,2024-06-11,100.00,,Contribution,011,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,
SB23,C00839407,CDD-0000000000032400,,,ORG,BLUE DOG PAC,,,,,,PO Box 83142,,Gaithersburg,MD,20883,,,2024-05-20,5000.00,,CONTRIBUTION,011,C00305318,,,,,,,,,,,,,,,,,,
SB23,C00839407,CDD-0000000000032418,,,CCM,DON DAVIS FOR NC,,,,,,PO Box 511,,Snow Hill,NC,28580,G2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00795211,,,DAVIS,DON ,,,,H,NC,01,,,,,,,,
SB23,C00839407,CDD-0000000000032417,,,CCM,CHRIS DELUZIO FOR CONGRESS,,,,,,PO Box 16210,,Pittsburgh,PA,15242,G2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00787648,,,DELUZIO,CHRISTOPHER,,,,H,PA,17,,,,,,,,
SB23,C00839407,CDD-0000000000032423,,,CCM,FRIENDS OF LUCY MCBATH,,,,,,"2221 Peachtree Rd NE, Ste D-405",,Atlanta,GA,30309,G2024,,2024-06-11,1000.00,,CONTRIBUTION,011,C00672295,,,McBath,Lucy,,,,H,GA,06,,,,,,,,
SB23,C00839407,CDD-0000000000032421,,,CCM,CASTEN FOR CONGRESS,,,,,,PO Box 132,,Downers Grove,IL,60515,G2024,,2024-06-11,1000.00,,CONTRIBUTION,011,C00648493,,,Casten,Sean,,,,H,IL,06,,,,,,,,
SB23,C00839407,CDD-0000000000032420,,,ORG,DEMOCRATIC PARTY OF OREGON,,,,,,1220 SW Morrison St,,Portland,OR,97205,,,2024-06-11,1000.00,,CONTRIBUTION,011,C00188367,,,,,,,,,,,,,,,,,,
SB23,C00839407,CDD-0000000000032419,,,CCM,DIANE YOUNG FOR CONGRESS,,,,,,PO Box 655,,Sterling Heights,MI,48311,P2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00836577,,,YOUNG,DIANE,,,,H,MI,10,,,,,,,,
SB23,C00839407,CDD-0000000000032409,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,98671,P2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00839407,CDD-0000000000032424,,,CCM,Will Rollins for Congress,,,,,,PO Box 6282414  ,,Corona,CA,92878,G2024,,2024-06-11,1000.00,,CONTRIBUTION,011,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,
SB23,C00839407,CDD-0000000000032422,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,04243,P2024,,2024-06-11,1000.00,,CONTRIBUTION,011,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00839407,CDD-0000000000032407,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,04243,P2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00839407,CDD-0000000000032408,,,CCM,SARAH KLEE HOOD FOR NY,,,,,,PO Box 415,,Syracuse,NY,13214,G2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00793950,,,KLEE HOOD,SARAH,,,,H,NY,22,,,,,,,,
SB23,C00839407,CDD-0000000000032410,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,"810 N St, Ste 301",,Anchorage,AK,99501,G2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00812388,,,PELTOLA,MARY,,,,H,AK,00,,,,,,,,
SB23,C00839407,CDD-0000000000032411,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,54702,P2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00844993,,,COOKE,REBECCA,,,,H,WI,03,,,,,,,,
SB23,C00839407,CDD-0000000000032412,,,CCM,SUSAN WILD FOR CONGRESS,,,,,,1636 N Cedar Crest Blvd,,Allentown,PA,18104,G2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00658567,,,WILD,SUSAN,,,,H,PA,07,,,,,,,,
SB23,C00839407,CDD-0000000000032413,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO Box 230985,,Tigard,OR,97281,P2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00839407,CDD-0000000000032414,,,CCM,HELMER FOR CONGRESS,,,,,,PO Box 10,,Clifton,VA,20124,G2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00856781,,,HELMER,DANIEL,,,,H,VA,10,,,,,,,,
SB23,C00839407,CDD-0000000000032415,,,CCM,VINDMAN FOR CONGRESS,,,,,,4222 Fortuna Center Plz,,Dumfries,VA,22025,G2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00856955,,,VINDMAN,YEVGENY 'EUGENE',,,,H,VA,07,,,,,,,,
SB23,C00839407,CDD-0000000000032416,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,80614,G2024,,2024-06-11,100.00,,CONTRIBUTION,011,C00787788,,,CARAVEO,YADIRO,,,,H,CO,08,,,,,,,,
