form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00078451,88273207,,,PAC,BOOTS PAC,,,,,,228 S WASHINGTON ST,SUITE 115,Alexandria,VA,22314,,,2024-01-29,1000.00,0.00,,011,C00567545,,,,,,,,,,,,,,,,,,
SB23,C00078451,88273209,,,PAC,Republican Main Street Partnership PAC,,,,,,"1300 Pennsylvania Ave., N.W.",Box 190 - #323,Washington,DC,20004,,,2024-01-29,5000.00,0.00,,011,C00165159,,,,,,,,,,,,,,,,,,
SB23,C00078451,88273211,,,PAC,Blue Dog PAC,,,,,,6849 Old Dominion Drive,Suite 222,McLean,VA,22101,,,2024-01-29,5000.00,0.00,,011,C00305318,,,,,,,,,,,,,,,,,,
SB23,C00078451,88273366,,,CCM,Friends Of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,20003,G2024,,2024-01-29,1000.00,0.00,,011,C00264697,Friends Of Sherrod Brown,S6OH00163,Brown,Sherrod,,Sen.,,H,OH,01,,,,,,,,
SB23,C00078451,88273367,,,PAC,Eureka PAC,,,,,,104 Hume Avenue,,Alexandria,VA,22301,,,2024-01-29,5000.00,0.00,,011,C00390161,,H2CA37023,,,,,,,,,,,,,,,,
SB23,C00078451,88273368,,,PAC,Bluegrass Committee,,,,,,"400 North Capitol Street, NW",Suite 585,Washington,DC,20001,,,2024-01-29,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00078451,88273419,,,CCM,Tammy Baldwin For Senate,,,,,,PO Box 696,,Madison,WI,53701,P2024,,2024-01-29,1000.00,0.00,,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Sen.,,S,WI,,,,,,,,,
SB23,C00078451,88273420,,,PAC,Republican Majority Fund,,,,,,"101 Constitution Ave, NW",Suite 900,Washington,DC,20001,,,2024-01-29,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00078451,88273421,,,PAC,FREEDOM FUND,,,,,,"824 S MILLEDGE AVE, STE 101",,Athens,GA,30605,,,2024-01-29,2500.00,0.00,,011,C00390674,,,,,,,,,,,,,,,,,,
SB23,C00078451,88273422,,,CCM,Martin Heinrich For Senate,,,,,,P.O. Box 25763,,Albuquerque,NM,87125,G2024,,2024-01-29,1000.00,0.00,,011,C00434563,Martin Heinrich For Senate,S2NM00088,Heinrich,Martin,T.,Sen.,,H,NM,02,,,,,,,,
SB23,C00078451,88273820,,,PAC,New Democrat Coalition Political Action Committee,,,,,,"607 14th St., NW, Suite 800",,Washington,DC,20005,,,2024-01-29,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00078451,88273874,,,CCM,Julia Letlow For Congress,,,,,,905 Julia St,,Rayville,LA,71269,P2024,,2024-01-29,1000.00,0.00,,011,C00766428,Julia Letlow For Congress,H2LA05126,Letlow,Julia,,Rep.,,H,LA,05,,,,,,,,
SB23,C00078451,88273875,,,CCM,Michael Waltz For Congress,,,,,,"1235 Providence Blvd., Ste R",Pmb 502,Deltona,FL,32725,P2024,,2024-01-29,1000.00,0.00,,011,C00666396,Michael Waltz For Congress,H8FL06148,Waltz,Michael,,,,H,FL,06,,,,,,,,
SB23,C00078451,88273876,,,PAC,Heartland Values PAC,,,,,,P.O. Box 505,,Sioux Falls,SD,57101,,,2024-01-29,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00078451,88273937,,,CCM,Pete Ricketts For Senate,,,,,,"1327 H Street, Ste 101",,Lincoln,NE,68508,P2024,,2024-01-29,1000.00,0.00,,011,C00832436,Pete Ricketts For Senate,,Ricketts,Pete,,,,S,NE,,,,,,,,,
