form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00503680,SB23.10919,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,3321 AVENUE I,SUITE 6,SCOTTSBLUFF,NE,69361,G2024,,2024-09-26,1000.00,,Political Contribution,,C00412890,ADRIAN SMITH FOR CONGRESS,H6NE03115,SMITH,ADRIAN,,,,H,NE,03,,,,,,,,
SB23,C00503680,SB23.10893,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,EAGAN,MN,55122,G2024,,2024-09-26,2500.00,,Political Contribution,,C00575209,ANGIE CRAIG FOR CONGRESS,H6MN02131,CRAIG,ANGELA,,,,H,MN,02,,,,,,,,
SB23,C00503680,SB23.10917,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,G2024,,2024-09-26,1000.00,,Political Contribution,,C00806307,BRANDON FOR CONGRESS NY22,H2NY22212,WILLIAMS,BRANDON MCDONALD,,,,H,NY,22,,,,,,,,
SB23,C00503680,SB23.10903,,,CCM,CAPTAIN HIGGINS FOR CONGRESS,,,,,,P.O. BOX 61747,,LAFAYETTE,LA,70596,G2024,,2024-09-26,2000.00,,Political Contribution,,C00617662,CAPTAIN HIGGINS FOR CONGRESS,H6LA03148,HIGGINS,CLAY CAPTAIN,,,,H,LA,03,,,,,,,,
SB23,C00503680,SB23.10898,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,G2024,,2024-09-26,2000.00,,Political Contribution,,C00786194,CISCOMANI FOR CONGRESS,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,,,,,,,,
SB23,C00503680,SB23.10896,,,CCM,CITIZENS FOR JOHN RUTHERFORD,,,,,,3030 HARTLEY RD,STE 120,JACKSONVILLE,FL,32257,G2024,,2024-09-26,2000.00,,Political Contribution,,C00615294,CITIZENS FOR JOHN RUTHERFORD,H6FL04105,RUTHERFORD,JOHN,,,,H,FL,05,,,,,,,,
SB23,C00503680,SB23.10912,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,8469 SENECA TPKE,STE 105,NEW HARTFORD,NY,13413,G2024,,2024-09-26,1000.00,,Political Contribution,,C00632828,CLAUDIA TENNEY FOR CONGRESS,H4NY22051,TENNEY,CLAUDIA,,,,H,NY,24,,,,,,,,
SB23,C00503680,SB23.10927,,,CCM,DAKOTA PAC,,,,,,PO BOX 3206,,BISMARCK,ND,58502,O2024,Annual,2024-09-26,5000.00,,Political Contribution,,C00493072,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.10890,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,G2024,,2024-09-26,2500.00,,Political Contribution,,C00559393,DAN NEWHOUSE FOR CONGRESS,H4WA04104,NEWHOUSE,DAN,,,,H,WA,04,,,,,,,,
SB23,C00503680,SB23.10930,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,G2024,,2024-09-26,2500.00,,Political Contribution,,C00498907,DEB FISCHER FOR US SENATE INC,S2NE00094,FISCHER,DEBRA S,,,,S,NE,00,,,,,,,,
SB23,C00503680,SB23.10906,,,CCM,FALLON FOR CONGRESS,,,,,,PO BOX 614,,CELINA,TX,75009,G2024,,2024-09-26,2500.00,,Political Contribution,,C00750307,FALLON FOR CONGRESS,H0TX04219,FALLON,PATRICK,,,,H,TX,04,,,,,,,,
SB23,C00503680,SB23.10907,,,CCM,FRIENDS OF DUSTY JOHNSON,,,,,,PO BOX 278,,MITCHELL,SD,57301,G2024,,2024-09-26,1000.00,,Political Contribution,,C00628917,FRIENDS OF DUSTY JOHNSON,H8SD01055,JOHNSON,DUSTY,,,,H,SD,00,,,,,,,,
SB23,C00503680,SB23.10905,,,CCM,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,,,,,,PO BOX 1131,,GREENVILLE,NC,27835,G2024,,2024-09-26,1000.00,,Political Contribution,,C00697649,FRIENDS TO ELECT DR. GREG MURPHY TO CONGRESS,H0NC03172,MURPHY,GREGORY FRANCIS DR.,,,,H,NC,03,,,,,,,,
SB23,C00503680,SB23.10913,,,CCM,GARBARINO FOR CONGRESS,,,,,,PO BOX 101,,BAYPORT,NY,11705,G2024,,2024-09-26,1000.00,,Political Contribution,,C00729954,GARBARINO FOR CONGRESS,H0NY02234,GARBARINO,ANDREW,,,,H,NY,02,,,,,,,,
SB23,C00503680,SB23.10920,,,PAC,GREATER OPPORTUNITIES FOR LEADERSHIP DEVELOPMENT (GOLD PAC),,,,,,1032 15TH STREET NW,SUITE 247,WASHINGTON,DC,20005,O2024,Annual,2024-09-26,2500.00,,Political Contribution,,C00452748,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.10928,,,COM,GREATER TOMORROW POLITICAL ACTION COMMITTEE,,,,,,25452 BRICKELL DRIVE,,CHANTILLY,VA,20152,O2024,Annual,2024-09-26,5000.00,,Political Contribution,,C00526715,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.10922,,,PAC,GREAT PLAINS PAC,,,,,,PO BOX 1084,,SALINA,KS,67402,O2024,Annual,2024-09-26,2500.00,,Political Contribution,,C00758433,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.10908,,,CCM,KUSTOFF FOR CONGRESS,,,,,,1661 AARON BRENNER DR,STE 300,MEMPHIS,TN,38120,G2024,,2024-09-26,1500.00,,Political Contribution,,C00614826,KUSTOFF FOR CONGRESS,H2TN07103,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00503680,SB23.10918,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,G2024,,2024-09-26,1000.00,,Political Contribution,,C00815415,LAWLER FOR CONGRESS,H2NY17162,LAWLER,MICHAEL VINCENT,,,,H,NY,17,,,,,,,,
