form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00504530,SB.433,,,ORG,Ashley Hinson for Congress,,,,,,PO Box 811,,Marion,IA,52302,G2024,,2024-07-17,5000.00,,Contribution,011,C00706267,,,Hinson,Ashley,A,,,H,IA,02,  ,,,,,,,
SB23,C00504530,SB.430,,,ORG,Citizens for Turner,,,,,,102 W 2nd Street,Suite 1510,Dayton,OH,45402,G2024,,2024-07-17,5000.00,,Contribution,011,C00373001,,,Turner,Michael,R,,,H,OH,10,  ,,,,,,,
SB23,C00504530,SB.434,,,ORG,Huizenga for Congress,,,,,,PO Box 254,,Zeeland,MI,49464,G2024,,2024-07-17,5000.00,,Contribution,011,C00459297,,,Huizenga,William,P,,,H,MI,04,  ,,,,,,,
SB23,C00504530,SB.435,,,ORG,Huizenga for Congress,,,,,,PO Box 254,,Zeeland,MI,49464,P2024,,2024-07-17,5000.00,,Contribution,011,C00459297,,,Huizenga,William,P,,,H,MI,04,  ,,,,,,,
SB23,C00504530,SB.431,,,ORG,Van Orden for Congress,,,,,,P.O. Box 565,,Prairie du Chien,WI,53821,G2024,,2024-07-17,5000.00,,Contribution,011,C00742007,,,Van Orden,Derrick,F,,,H,WI,03,  ,,,,,,,
SB23,C00504530,SB.432,,,ORG,Van Orden for Congress,,,,,,P.O. Box 565,,Prairie du Chien,WI,53821,P2024,,2024-07-17,5000.00,,Contribution,011,C00742007,,,Van Orden,Derrick,F,,,H,WI,03,  ,,,,,,,
SB23,C00504530,SB.436,,,ORG,Zinke for Congress,,,,,,3030 North Montana Ave,,Helena,MT,59602,G2024,,2024-07-17,5000.00,,Contribution,011,C00778159,,,Zinke,Ryan,K,,,H,MT,01,  ,,,,,,,
SB23,C00504530,SB.437,,,ORG,Joe Teirab for Congress,,,,,,PO Box 1894,,Burnsville,MN,55337,G2024,,2024-08-27,5000.00,,Contribution,011,C00853929,,,Teirab,Joe,,,,H,MN,02,  ,,,,,,,
SB23,C00504530,SB.439,,,ORG,Paul Junge for Congress,,,,,,17195 Silver Parkway,#408,Fenton,MI,48430,G2024,,2024-08-27,5000.00,,Contribution,011,C00726687,,,Junge,Paul,,,,H,MI,08,  ,,,,,,,
SB23,C00504530,SB.438,,,ORG,Reddy for Kansas,,,,,,PO Box 15804,,Lenexa,KS,66285,G2024,,2024-08-27,5000.00,,Contribution,011,C00845347,,,Reddy,Prasanth,,,,H,KS,03,  ,,,,,,,
