form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00296822,88129319,,,CCM,Michael Waltz for Congress,,,,,,"1235 Providence Blvd, Ste R",PMB 502,Deltona,FL,32725,P2024,,2023-12-14,1500.00,0.00,Contribution,011,C00666396,Michael Waltz for Congress,H8FL06148,Waltz,Michael,,Rep.,,H,FL,06,,,,,,,,Contribution
SB23,C00296822,88129321,,,CCM,Mike Rogers for Congress,,,,,,123 East 13th Street,,Anniston,AL,36201,P2024,,2023-12-14,1500.00,0.00,Contribution,011,C00367862,Mike Rogers for Congress,H2AL03032,Rogers,Michael,,Rep.,,H,AL,03,,,,,,,,Contribution
SB23,C00296822,88129322,,,CCM,Committee To Elect Mike Ezell,,,,,,P.O. Box 1842,,Gulfport,MS,39502,P2024,,2023-12-14,1500.00,0.00,Contribution,011,C00776393,Committee To Elect Mike Ezell,H2MS04258,Ezell,Mike,,Rep.,,H,MS,04,,,,,,,,Contribution
SB23,C00296822,88129323,,,CCM,Kelly for Congress,,,,,,PO Box 7092,,Tupelo,MS,38802,P2024,,2023-12-14,1500.00,0.00,Contribution,011,C00573980,Kelly for Congress,H6MS01131,Kelly,John,Trent,Rep.,,H,MS,01,,,,,,,,Contribution
SB23,C00296822,88129324,,,CCM,Kelly for Congress,,,,,,PO Box 7092,,Tupelo,MS,38802,G2024,,2023-12-14,1000.00,0.00,Contribution,011,C00573980,Kelly for Congress,H6MS01131,Kelly,John,Trent,Rep.,,H,MS,01,,,,,,,,Contribution
SB23,C00296822,88129325,,,CCM,Cole for Congress,,,,,,PO Box 722256,,Norman,OK,73070,P2024,,2023-12-14,1000.00,0.00,Contribution,011,C00379735,Cole for Congress,H2OK04055,Cole,Tom,,Rep.,,H,OK,04,,,,,,,,Contribution
SB23,C00296822,88129326,,,CCM,Wicker for Senate,,,,,,PO Box 64,,Jackson,MS,392050064,G2024,,2023-12-14,1500.00,0.00,Contribution,011,C00443218,Wicker for Senate,S8MS00196,Wicker,Roger,F.,Sen.,,S,MS,,,,,,,,,Contribution
SB23,C00296822,88129327,,,PAC,Responsibility and Freedom Work PAC (RFWPAC),,,,,,PO Box 54,,Jackson,MS,392050054,,,2023-12-14,1500.00,0.00,Contribution,011,C00368696,,,,,,,,,,,,,,,,,,Contribution
SB23,C00296822,88129328,,,CCM,Citizens for Turner,,,,,,"120 W 2nd Street, Suite 1510",,Dayton,OH,454021603,P2024,,2023-12-14,1000.00,0.00,Contribution,011,C00373001,Citizens for Turner,H2OH03067,Turner,Michael,R,Rep.,,H,OH,10,,,,,,,,Contribution
SB23,C00296822,88129329,,,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,35201,P2024,,2023-12-14,1000.00,0.00,Contribution,011,C00458976,Terri Sewell For Congress,H0AL07086,Sewell,Terri,,Rep.,,H,AL,07,,,,,,,,Contribution
SB23,C00296822,88129330,,,CCM,Womack for Congress Committee,,,,,,PO Box 508,,Rogers,AR,727570508,P2024,,2023-12-14,2500.00,0.00,Contribution,011,C00477745,Womack for Congress Committee,H0AR03055,Womack,Steve,A.,Rep.,,H,AR,03,,,,,,,,Contribution
SB23,C00296822,88129376,,,CCM,Lamborn for Congress,,,,,,PO Box 64107,,Colorado Springs,CO,80962,P2024,,2023-12-14,2500.00,0.00,Contribution,011,C00420745,Lamborn for Congress,H6CO05159,Lamborn,Douglas,,Rep.,,H,CO,05,,,,,,,,Contribution
SB23,C00296822,88129377,,,CCM,Lalota For Congress,,,,,,PO Box 5744,,Hauppauge,NY,11788,P2024,,2023-12-14,1000.00,0.00,Contribution,011,C00806018,Lalota For Congress,H2NY01190,LaLota,Nick,,Rep.,,H,NY,01,,,,,,,,Contribution
SB23,C00296822,88129378,,,CCM,McClellan For Congress,,,,,,PO Box 818,,Richmond,VA,23218,P2024,,2023-12-14,1000.00,0.00,Contribution,011,C00829812,McClellan For Congress,H4VA04066,McClellan,Jennifer,,Rep.,,H,VA,04,,,,,,,,Contribution
SB23,C00296822,88129424,,,CCM,Courtney for Congress,,,,,,PO Box 1372,,Vernon,CT,06066,C2024,Convention2024,2023-12-14,1500.00,0.00,Contribution,011,C00410233,Courtney for Congress,H2CT02112,Courtney,Joseph,D.,Rep.,,H,CT,02,,,,,,,,Contribution
SB23,C00296822,88129425,,,CCM,Finstad for Congress,,,,,,PO Box 923,,New Ulm,MN,56073,P2024,,2023-12-14,1000.00,0.00,Contribution,011,C00807743,Finstad for Congress,H2MN01223,Finstad,Brad,,Rep.,,H,MN,01,,,,,,,,Contribution
SB23,C00296822,88129426,,,CCM,Strickland for Washington,,,,,,"1625 E 72nd Street, Ste 700-139",,Tacoma,WA,98404,P2024,,2023-12-14,2000.00,0.00,Contribution,011,C00732826,Strickland for Washington,H0WA10034,Strickland,Marilyn,,Rep.,,H,WA,10,,,,,,,,Contribution
