form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00257329,33B861A08F21280F932,,,CCM,Balderson For Congress,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,G2024,,2024-04-26,1000.00,,2024 General,011,C00662650,,H8OH12180,Balderson,Troy,,,,H,OH,12,,,,,,,,
SB23,C00257329,7955F163124DBA42F82,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,G2024,,2024-04-26,1000.00,,2024 General,011,C00703843,,H0OK05205,Bice,Stephanie,I.,,,H,OK,05,,,,,,,,
SB23,C00257329,6EA4DB70FBCCF0F0FBE,,,CCM,Bilirakis For Congress,,,,,,PO Box 606,,Tarpon Springs,FL,346880606,G2024,,2024-04-26,2000.00,,2024 General,011,C00408534,,H6FL09070,Bilirakis,Gus,Michael,,,H,FL,12,,,,,,,,
SB23,C00257329,337C9925C15FFCD3125,,,CCM,Blake Moore For Congress,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,G2024,,2024-04-26,3000.00,,2024 General,011,C00738872,,H0UT01205,Moore,Blake,D.,,,H,UT,01,,,,,,,,
SB23,C00257329,BDDC55D8C480C8AC527,,,CCM,Casten For Congress,,,,,,PO Box 132,,Downers Grove,IL,60515,G2024,,2024-04-17,1000.00,,2024 General,011,C00648493,,H8IL06139,Casten,Sean,,,,H,IL,06,,,,,,,,
SB23,C00257329,84B02ADB0D3FD02ADE8,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,19333,G2024,,2024-04-17,1000.00,,2024 General,011,C00637371,,H8PA06087,Houlahan,Christina,J.,,,H,PA,06,,,,,,,,
SB23,C00257329,08A1962896013A76A46,,,CCM,Citizens For Turner,,,,,,120 W 2nd St,Ste 1510,Dayton,OH,454021603,G2024,,2024-04-26,1000.00,,2024 General,011,C00373001,,H2OH03067,Turner,Michael,R.,,,H,OH,10,,,,,,,,
SB23,C00257329,05046FFBE379A3DC77B,,,CCM,Darren Soto For Congress,,,,,,PO Box 421349,,Kissimmee,FL,34742,G2024,,2024-04-26,1000.00,,2024 General,011,C00581074,,H6FL09179,Soto,Darren,Michael,,,H,FL,09,,,,,,,,
SB23,C00257329,56833F7FAB15D628322,,,CCM,Dr John Joyce For Congress,,,,,,1002 Logan Blvd,Ste 114,Altoona,PA,16602,G2024,,2024-04-26,1000.00,,2024 General,011,C00674259,,H8PA13125,Joyce,John,,,,H,PA,13,,,,,,,,
SB23,C00257329,9D9EE015D6025EF8596,,,CCM,Friends For Gregory Meeks,,,,,,153-01 JAMAICA AVENUE,SUITE 205,JAMAICA,NY,11432,G2024,,2024-04-26,1000.00,,2024 General,011,C00430991,,H8NY06048,Meeks,Gregory,Weldon,,,H,NY,05,,,,,,,,
SB23,C00257329,DEFAD3288531A76F08B,,,CCM,Friends Of Dave Joyce,,,,,,9856 Archer Ln,,Dublin,OH,430178914,G2024,,2024-04-26,2000.00,,2024 General,011,C00527457,,H2OH14064,Joyce,David,Patrick,,,H,OH,14,,,,,,,,
SB23,C00257329,A4C5A06CE0C81B1C2F0,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,20003,G2024,,2024-04-26,2500.00,,2024 General,011,C00264697,,S6OH00163,Brown,Sherrod,Campbell,,,S,OH,,,,,,,,,
SB23,C00257329,D4A2716739FC21D583C,,,CCM,Graves For Congress,,,,,,PO Box 201,,Platte City,MO,64079,G2024,,2024-04-30,1000.00,,2024 General,011,C00359034,,H0MO06073,Graves,Samuel,Bruce,,Jr.,H,MO,06,,,,,,,,
SB23,C00257329,341FAFDBC6C0BFE3E95,,,CCM,Haley Stevens For Congress,,,,,,33717 Woodward Ave,# 539,Birmingham,MI,48009,G2024,,2024-04-26,1000.00,,2024 General,011,C00638650,,H8MI11254,Stevens,Haley,M.,,,H,MI,11,,,,,,,,
SB23,C00257329,F57BA47AB29DE48E686,,,CCM,Jimmy Panetta For Congress,,,,,,PO Box 103,,Carmel Valley,CA,93924,G2024,,2024-04-26,1000.00,,2024 General,011,C00592154,,H6CA20152,Panetta,James,V.,,,H,CA,19,,,,,,,,
SB23,C00257329,6E1EA4B245902C196D1,,,CCM,Julia Brownley For Congress,,,,,,PO Box 2018,,Thousand Oaks,CA,91358,G2024,,2024-04-17,1000.00,,2024 General,011,C00513077,,H2CA00120,Brownley,Julia,,,,H,CA,26,,,,,,,,
SB23,C00257329,597C2759297A88F0F53,,,CCM,Kat For Congress,,,,,,5200 NW 43rd St,Ste 102,Gainesville,FL,32606,G2024,,2024-04-26,1000.00,,2024 General,011,C00730895,,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,
SB23,C00257329,338D5F18EA170590FD4,,,CCM,LaHood for Congress,,,,,,PO Box 10735,,Peoria,IL,61612,G2024,,2024-04-26,4500.00,,2024 General,011,C00575050,,H6IL18088,LaHood,Darin,M.,,,H,IL,16,,,,,,,,
SB23,C00257329,EC63B6E8B2CF9F5B088,,,CCM,Latta For Congress,,,,,,PO Box 106,,Bowling Green,OH,434020106,G2024,,2024-04-26,3000.00,,2024 General,011,C00438697,,H8OH05036,Latta,Robert,E.,,,H,OH,05,,,,,,,,
SB23,C00257329,C94E08A5B08DD4F52B7,,,CCM,Miller-Meeks For Congress,,,,,,PO Box 33,,Ottumwa,IA,52501,G2024,,2024-04-17,1000.00,,2024 General,011,C00558825,,H8IA02043,Miller-Meeks,Mariannette,Jane,,,H,IA,01,,,,,,,,
SB23,C00257329,22363E0EE53905BFB59,,,CCM,Pallone For Congress,,,,,,PO Box 3176,,Long Branch,NJ,07740,G2024,,2024-04-26,5000.00,,2024 General,011,C00226928,,H8NJ03073,Pallone,Frank,,,Jr.,H,NJ,06,,,,,,,,
SB23,C00257329,ECD454C42A983620704,,,CCM,Scott Peters For Congress,,,,,,PO Box 22074,,San Diego,CA,92192,G2024,,2024-04-17,1000.00,,2024 General,011,C00503110,,H2CA52089,Peters,Scott,H.,,,H,CA,50,,,,,,,,
SB23,C00257329,3F094F0ED31AAE5FC2A,,,CCM,Scott Peters For Congress,,,,,,PO Box 22074,,San Diego,CA,92192,G2024,,2024-04-26,1000.00,,2024 General,011,C00503110,,H2CA52089,Peters,Scott,H.,,,H,CA,50,,,,,,,,
SB23,C00257329,CFEDD075DBE52120660,,,CCM,Sharice For Congress,,,,,,13851 W 63rd St,NUM 303,Shawnee,KS,66216,G2024,,2024-04-26,1000.00,,2024 General,011,C00670034,,H8KS03155,Davids,Sharice,,,,H,KS,03,,,,,,,,
