form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00787945,SE.65377,,,ORG,Everyaction Inc.,,,,,,"655 15th St., NW",Suite,Washington,DC,20005,G2024,,2023-01-03,600.00,2023-06-30,600.00,Email solicitating contributions highlighting the defeat of James Jordan,003,C00787945,O,H6OH04082,JORDAN,JAMES D.,,,,H,04,OH,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65389,,,ORG,Everyaction Inc.,,,,,,"655 15th St., NW",Suite,Washington,DC,20005,G2024,,2023-04-01,550.00,2023-06-30,550.00,Email solicitating contributions highlighting the defeat of Lauren Boebet,003,C00787945,O,H0CO03165,BOEBERT,LAUREN,,,,H,03,CO,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65390,,,ORG,Everyaction Inc.,,,,,,"655 15th St., NW",Suite,Washington,DC,20005,G2024,,2023-05-03,500.00,2023-06-30,500.00,Email solicitating contributions highlighting the defeat of Ted Cruz,003,C00787945,O,S2TX00312,CRUZ,RAFAEL EDWARD  TED,,,,S,,TX,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65391,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,G2024,,2023-04-01,500.00,2023-06-30,500.00,Email solicitating contributions highlighting the defeat of Marjorie Taylor Greene,003,C00787945,O,H0GA06192,GREENE,MARJORIE TAYLOR MRS.,Taylor,,,H,14,GA,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65392,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,G2024,,2023-05-03,50.00,2023-06-30,550.00,Email solicitating contributions highlighting the campaign of Colin Allred,003,C00787945,S,S4TX00722,ALLRED,COLIN,,,,S,,TX,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65393,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,G2024,,2023-04-10,50.00,2023-06-30,50.00,Email solicitating contributions highlighting the defeat of Kevin McCarthy,003,C00787945,O,H6CA22125,MCCARTHY,KEVIN,,,,H,20,CA,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65394,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,G2024,,2023-04-20,50.00,2023-06-30,50.00,Email solicitating contributions highlighting the election of Elizabeth Warren,003,C00787945,S,S2MA00170,WARREN,ELIZABETH,,,,S,,MA,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65396,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,G2024,,2023-05-01,50.00,2023-06-30,50.00,Email solicitating contributions highlighting the defeat of Devolder-Santos,003,C00787945,O,H0NY03083,DEVOLDER-SANTOS,GEORGE ANTHONY,,,,H,03,NY,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65397,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,G2024,,2023-01-03,50.00,2023-06-30,50.00,Email solicitating contributions highlighting the election of Amy Klobuchar,003,C00787945,S,S6MN00267,KLOBUCHAR,AMY,,,,S,,MN,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65398,,,ORG,Mailchimp,,,,,,675 Ponce de Leon Ave NE,Suite 5000,Atlanta,GA,30308,G2024,,2023-06-10,50.00,2023-06-30,50.00,Email solicitating contributions highlighting the election of Adam Schiff,003,C00787945,S,S4CA00555,SCHIFF,ADAM,,,,S,,CA,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65399,,,ORG,"Van Ness Creative Strategies, LLC",,,,,,61 Greenpoint Ave.,Suite 505,Brooklyn,NY,11222,S2023,Special-General,2023-01-25,200.00,2023-06-30,200.00,Email solicitating contributions highlighting the election of McCellan,003,C00787945,S,H4VA04066,MCCLELLAN,JENNIFER,,,,S,,VA,Heavrin,Mary,Christina,,,2024-01-04,
SE,C00787945,SE.65400,,,ORG,"Van Ness Creative Strategies, LLC",,,,,,61 Greenpoint Ave.,Suite 505,Brooklyn,NY,11222,G2024,,2023-04-26,600.00,2023-06-30,600.00,Email solicitating contributions highlighting the election of Joseph Biden,003,C00787945,S,P60012465,BIDEN,"JR., JOSEPH R.",,,,P,,,Heavrin,Mary,Christina,,,2024-01-04,
