form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00787945,SB21B.45878,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-01-08,244.89,,SERVICE FEE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.46559,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-01-15,291.33,,Service fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.47944,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-01-22,349.95,,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.49042,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-01-29,292.96,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.49043,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-01-31,144.31,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.49471,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-02-05,155.21,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.49473,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-02-12,360.04,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.50236,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-02-19,247.47,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.50892,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-02-26,307.76,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.51448,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-02-28,161.83,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.52153,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-03-05,183.25,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.52157,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-03-12,338.53,,Service Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.54263,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-03-19,271.80,,Service fee BW,001,,,,,,,,,,,,,,,,,,,
SB21B,C00787945,SB21B.54264,,,ORG,ACT BLUE TECHNICAL SERVICES,,,,,,366 Summer Street,,Somerville,MA,021443132,G2024,,2023-03-19,127.19,,Service Fee Rural,001,,,,,,,,,,,,,,,,,,,
