form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00731356,B-430,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-03-18,562.80,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-437,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-04-05,683.10,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-461,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-05-07,94.05,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-463,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-05-07,507.75,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-465,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-05-07,413.70,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-471,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-05-10,470.55,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-473,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-05-10,281.85,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-475,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-05-17,75.60,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-500,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-06-30,210.30,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-502,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-06-30,37.80,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-504,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-06-30,37.80,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-506,,,ORG,Anedot,,,,,,1340 Poydras Street,,New Orleans,LA,70112,P2024,,2023-06-30,375.30,,credit card processing fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-466,,,ORG,Brett Tyler Studios,,,,,,2195 Charleston,,Weston,FL,33326,P2024,,2023-05-07,526.00,,Photography,003,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-419,,,ORG,ISPolitical,,,,,,4142 Adams Avenue,,San Diego,CA,92116,P2024,,2023-01-04,250.00,,database fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-421,,,ORG,ISPolitical,,,,,,4142 Adams Avenue,,San Diego,CA,92116,P2024,,2023-02-02,250.00,,database fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-422,,,ORG,ISPolitical,,,,,,4142 Adams Avenue,,San Diego,CA,92116,P2024,,2023-03-02,250.00,,database fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-435,,,ORG,ISPolitical,,,,,,4142 Adams Avenue,,San Diego,CA,92116,P2024,,2023-04-05,250.00,,database fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-467,,,ORG,ISPolitical,,,,,,4142 Adams Avenue,,San Diego,CA,92116,P2024,,2023-05-07,250.00,,database fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-489,,,ORG,ISPolitical,,,,,,4142 Adams Avenue,,San Diego,CA,92116,P2024,,2023-06-06,250.00,,database fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00731356,B-476,,,IND,,Kidan,Adam,,,,27 West Lemon Street,,Lancaster,PA,17603,P2024,,2023-05-10,24539.38,,IN KIND: Fundraiser expenses,,,,,,,,,,,,,,,,,,,,
