form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00731356,B-431,,,CCM,Nicole for New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2024,,2023-03-18,14000.00,,transfer to JFC recipient,008,C00694778,Nicole for New York,H0NY11078,Malliotakis,Nicole,,,,H,NY,11,,,,,,,,
SB22,C00731356,B-438,,,CCM,Nicole for New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2024,,2023-03-31,13000.00,,transfer to JFC recipient,008,C00694778,Nicole for New York,H0NY11078,Malliotakis,Nicole,,,,H,NY,11,,,,,,,,
SB22,C00731356,B-493,,,CCM,Nicole for New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2024,,2023-05-31,6600.00,,in-kind transfer to JFC recipient,008,C00694778,Nicole for New York,H0NY11078,Malliotakis,Nicole,,,,H,NY,11,,,,,,,X,
SB22,C00731356,B-491,,,CCM,Nicole for New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2024,,2023-06-08,71000.00,,transfer to JFC recipient,008,C00694778,Nicole for New York,H0NY11078,Malliotakis,Nicole,,,,H,NY,11,,,,,,,,
SB22,C00731356,B-508,,,CCM,Nicole for New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2024,,2023-06-30,12500.00,,transfer to JFC recipient,008,C00694778,Nicole for New York,H0NY11078,Malliotakis,Nicole,,,,H,NY,11,,,,,,,,
SB22,C00731356,B-514,,,CCM,Nicole for New York,,,,,,PO Box 60487,,Staten Island,NY,10306,P2024,,2023-06-30,11000.00,,transfer to JFC recipient,008,C00694778,Nicole for New York,H0NY11078,Malliotakis,Nicole,,,,H,NY,11,,,,,,,,
SB22,C00731356,B-432,,,PAC,No Nonsense PAC,,,,,,PO Box 69,,South Salem,NY,10590,P2024,,2023-03-18,1000.00,,transfer to JFC recipient,008,C00760397,No Nonsense PAC,,,,,,,,,,,,,,,,,
SB22,C00731356,B-439,,,PAC,No Nonsense PAC,,,,,,PO Box 69,,South Salem,NY,10590,P2024,,2023-04-05,4900.00,,transfer to JFC recipient,008,C00760397,No Nonsense PAC,,,,,,,,,,,,,,,,,
SB22,C00731356,B-509,,,PAC,No Nonsense PAC,,,,,,PO Box 69,,South Salem,NY,10590,P2024,,2023-06-30,2900.00,,transfer to JFC recipient,008,C00760397,No Nonsense PAC,,,,,,,,,,,,,,,,,
SB22,C00731356,B-492,,,PTY,NRCC,,,,,,320 First Street SE,,Washington,DC,20003,P2024,,2023-05-31,17939.38,,in-kind transfer to JFC recipient,008,C00075820,NRCC,,,,,,,,,,,,,,,,X,
