form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00014878,SB23.8190,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO BOX 230985,,TIGARD,OR,97281,P2024,,2024-05-01,1000.00,,,,C00793703,,,,,,,,H,OR,06,,,,,,,,
SB23,C00014878,SB23.8198,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,G2024,,2024-06-11,1500.00,,,,C00509968,,,,,,,,H,PA,08,,,,,,,,
SB23,C00014878,SB23.8201,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO BOX 313,,MANCHESTER,NH,03105,G2024,,2024-06-13,1000.00,,,,C00660464,,,,,,,,H,NH,01,,,,,,,,
SB23,C00014878,SB23.8187,,,CCM,COHEN FOR CONGRESS,,,,,,349 KENILWORTH PLACE,,MEMPHIS,TN,38112,P2024,,2024-04-16,2500.00,,,,C00422980,,,,,,,,H,TN,09,,,,,,,,
SB23,C00014878,SB23.8191,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,P2024,,2024-05-07,2500.00,,,,C00379735,,,,,,,,H,OK,04,,,,,,,,
SB23,C00014878,SB23.8192,,,CCM,COLE FOR CONGRESS,,,,,,P.O. BOX 722256,,NORMAN,OK,73070,G2024,,2024-05-07,2500.00,,,,C00379735,,,,,,,,H,OK,04,,,,,,,,
SB23,C00014878,SB23.8196,,,CCM,CRAWFORD FOR CONGRESS,,,,,,PO BOX 16956,,JONESBORO,AR,72403,G2024,,2024-05-22,1000.00,,,,C00462374,,,,,,,,H,AR,01,,,,,,,,
SB23,C00014878,SB23.8195,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,G2024,,2024-05-15,1000.00,,,,C00498907,,,,,,,,S,NE,00,,,,,,,,
SB23,C00014878,SB23.8213,,,CCM,ERIC SORENSEN FOR ILLINOIS,,,,,,PO BOX 1172,,MOLINE,IL,61265,G2024,,2024-06-26,1000.00,,,,C00793935,,,,,,,,H,IL,17,,,,,,,,
SB23,C00014878,SB23.8189,,,CCM,GARRET GRAVES FOR CONGRESS,,,,,,PO BOX 64845,,BATON ROUGE,LA,70896,G2024,,2024-04-17,2500.00,,,,C00558486,,,,,,,,H,LA,06,,,,,,,,
SB23,C00014878,SB23.8199,,,CCM,HICKENLOOPER FOR COLORADO,,,,,,PO BOX 18886,,DENVER,CO,80218,P2026,,2024-06-11,1000.00,,,,C00716720,,,,,,,,S,CO,00,,,,,,,,
SB23,C00014878,SB23.8200,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2024-06-13,2000.00,,,,C00541862,,,,,,,,H,MO,08,,,,,,,,
SB23,C00014878,SB23.8211,,,CCM,JAY OBERNOLTE FOR CONGRESS,,,,,,PO BOX 981415,,WEST SACRAMENTO,CA,95799,G2024,,2024-06-26,1000.00,,,,C00720078,,,,,,,,H,CA,23,,,,,,,,
