form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00285593,EB844,,,PAC,Amy Walen for State House,,,,,,P.O. Box 853,,Redmond,WA,98073,,,2024-12-04,600.00,,Contribution to Non-Federal Committee,011,,Amy Walen for State House,,,,,,,,,,,,,,,,,
SB29,C00285593,EB863,,,PAC,Amy Walen for State House,,,,,,P.O. Box 853,,Redmond,WA,98073,,,2024-12-23,-600.00,,Void Check,011,,Amy Walen for State House,,,,,,,,,,,,,,,,,
SB29,C00285593,EB846,,,PAC,Anna for Phoenix City Council,,,,,,P.O. Box 14350,,Phoenix,AZ,85063,,,2024-12-09,5000.00,,Contribution to Non-Federal Committee,011,,Anna for Phoenix City Council,,,,,,,,,,,,,,,,,
SB29,C00285593,EB849,,,PAC,April for Washington,,,,,,"3911 W. 27th Avenue, Suite 101",PMB 101,Kennewick,WA,99337,,,2024-12-10,1000.00,,Contribution to Non-Federal Committee,011,,April for Washington,,,,,,,,,,,,,,,,,
SB29,C00285593,EB842,,,PAC,Chris for Washington,,,,,,P.O. Box 20776,,Seattle,WA,98102,,,2024-12-04,100.00,,Contribution to Non-Federal Committee,011,,Chris for Washington,,,,,,,,,,,,,,,,,
SB29,C00285593,EB850,,,PAC,Citizens to Elect Mike Steele,,,,,,P.O. Box 1072,,Chelan,WA,98816,,,2024-12-10,500.00,,Contribution to Non-Federal Committee,011,,Citizens to Elect Mike Steele,,,,,,,,,,,,,,,,,
SB29,C00285593,EB823,,,PAC,Committee to Elect Jake Fey,,,,,,P.O. Box 1372,,Tacoma,WA,98401,,,2024-12-04,200.00,,Contribution to Non-Federal Committee,011,,Committee to Elect Jake Fey,,,,,,,,,,,,,,,,,
SB29,C00285593,EB851,,,PAC,Committee to Elect Skyler Rude,,,,,,P.O. Box 502,,Walla Walla,WA,99362,,,2024-12-10,500.00,,Contribution to Non-Federal Committee,011,,Committee to Elect Skyler Rude,,,,,,,,,,,,,,,,,
SB29,C00285593,EB854,,,PAC,Committee to Re-Elect Senator Curtis King,,,,,,P.O. Box 10025,,Yakina,WA,98909,,,2024-12-10,500.00,,Contribution to Non-Federal Committee,011,,Committee to Re-Elect Senator Curtis King,,,,,,,,,,,,,,,,,
SB29,C00285593,EB841,,,PAC,Elect Clyde Shavers,,,,,,P.O. Box 24,,Oak Harbor,WA,98277,,,2024-12-04,100.00,,Contribution to Non-Federal Committee,011,,Elect Clyde Shavers,,,,,,,,,,,,,,,,,
SB29,C00285593,EB843,,,PAC,Elect Upthegrove,,,,,,7750 17th NE,,Seattle,WA,98155,,,2024-12-04,1400.00,,Contribution to Non-Federal Committee,011,,Elect Upthegrove,,,,,,,,,,,,,,,,,
SB29,C00285593,EB827,,,PAC,Friends for Sam Low,,,,,,9010 Market Place,PMB #341,Lake Stevens,WA,98258,,,2024-12-04,100.00,,Contribution to Non-Federal Committee,011,,Friends for Sam Low,,,,,,,,,,,,,,,,,
SB29,C00285593,EB822,,,PAC,Friends of Brandy Donaghy,,,,,,P.O. Box 12572,,Mill Creek,WA,98082,,,2024-12-04,450.00,,Contribution to Non-Federal Committee,011,,Friends of Brandy Donaghy,,,,,,,,,,,,,,,,,
SB29,C00285593,EB856,,,PAC,Friends of Chris Gildon,,,,,,P.O. Box 71,,Puyallup,WA,98371,,,2024-12-10,500.00,,Contribution to Non-Federal Committee,011,,Friends of Chris Gildon,,,,,,,,,,,,,,,,,
SB29,C00285593,EB840,,,PAC,Friends of Cindy Ryu,,,,,,P.O. Box 33548,,Shoreline,WA,98133,,,2024-12-04,450.00,,Contribution to Non-Federal Committee,011,,Friends of Cindy Ryu,,,,,,,,,,,,,,,,,
SB29,C00285593,EB819,,,PAC,Friends of Dan Bronoske,,,,,,P.O. Box 39408,,Lakewood,WA,98496,,,2024-12-04,450.00,,Contribution to Non-Federal Committee,011,,Friends of Dan Bronoske,,,,,,,,,,,,,,,,,
SB29,C00285593,EB835,,,PAC,Friends of Dave Paul,,,,,,P.O. Box 387,,Oak Harbor,WA,98277,,,2024-12-04,450.00,,Contribution to Non-Federal Committee,011,,Friends of Dave Paul,,,,,,,,,,,,,,,,,
SB29,C00285593,EB852,,,PAC,Friends of Drew Stokesbary,,,,,,P.O. Box 92,,Auburn,WA,98071,,,2024-12-10,1000.00,,Contribution to Non-Federal Committee,011,,Friends of Drew Stokesbary,,,,,,,,,,,,,,,,,
SB29,C00285593,EB821,,,PAC,Friends of Julio Cortes,,,,,,P.O. Box 412,,Everett,WA,98206,,,2024-12-04,450.00,,Contribution to Non-Federal Committee,011,,Friends of Julio Cortes,,,,,,,,,,,,,,,,,
SB29,C00285593,EB832,,,PAC,Friends of Lillian Ortiz-Self,,,,,,P.O. Box 581,,Mukilteo,WA,98275,,,2024-12-04,450.00,,Contribution to Non-Federal Committee,011,,Friends of Lillian Ortiz-Self,,,,,,,,,,,,,,,,,
SB29,C00285593,EB820,,,PAC,Friends of Lisa Callan,,,,,,P.O. Box 2095,,Issaquah,WA,98027,,,2024-12-04,450.00,,Contribution to Non-Federal Committee,011,,Friends of Lisa Callan,,,,,,,,,,,,,,,,,
SB29,C00285593,EB839,,,PAC,Friends of Marcus Riccelli,,,,,,P.O. Box 4513,,Spokane,WA,99220,,,2024-12-04,700.00,,Contribution to Non-Federal Committee,011,,Friends of Marcus Riccelli,,,,,,,,,,,,,,,,,
SB29,C00285593,EB826,,,PAC,Friends of Mari Kruger Leavitt,,,,,,P.O. Box 65195,,Tacoma,WA,98466,,,2024-12-04,450.00,,Contribution to Non-Federal Committee,011,,Friends of Mari Kruger Leavitt,,,,,,,,,,,,,,,,,
SB29,C00285593,EB824,,,PAC,Friends of Mary Fosse,,,,,,P.O. Box 3125,,Everett,WA,98213,,,2024-12-04,600.00,,Contribution to Non-Federal Committee,011,,Friends of Mary Fosse,,,,,,,,,,,,,,,,,
