form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00106146,27502590,,,CCM,"Ron Johnson For Senate, Inc.",,,,,,2201 E. Enterprise Ave,Suite 100,Appleton,WI,54912,P2028,,2024-09-16,2500.00,0.00,2028 Contribution,011,C00482984,"Ron Johnson For Senate, Inc.",S0WI00197,Johnson,Ron,,Sen.,,S,WI,,,,,,,,,2028 Contribution
SB23,C00106146,27502592,,,CCM,Kaine For Virginia,,,,,,1515 Confederate Ave,,Richmond,VA,232274405,G2024,,2024-09-16,2000.00,0.00,Contribution,011,C00495358,Kaine For Virginia,S2VA00142,Kaine,Tim,,Sen.,,S,VA,,,,,,,,,Contribution
SB23,C00106146,27502594,,,CCM,Dan Crenshaw For Congress,,,,,,PO Box 430965,,Houston,TX,772430965,G2024,,2024-09-16,1500.00,0.00,Contribution,011,C00660795,Dan Crenshaw For Congress,H8TX02166,Crenshaw,Daniel,,Rep.,,H,TX,02,,,,,,,,Contribution
SB23,C00106146,27502595,,,CCM,Mad 4 PA PAC,,,,,,P.O. Box 444,,Glenside,PA,19038,G2024,,2024-09-16,2500.00,0.00,Contribution,011,C00670844,Mad 4 PA PAC,H8PA04116,Dean,Madeleine,,Rep.,,H,PA,04,,,,,,,,Contribution
SB23,C00106146,27502598,,,CCM,LaHood For Congress,,,,,,11607 N Glenshire Dr,,Dunlap,IL,61525,G2024,,2024-09-16,1500.00,0.00,Contribution,011,C00575050,LaHood For Congress,H6IL18088,LaHood,Darin,,Rep.,,H,IL,16,,,,,,,,Contribution
SB23,C00106146,27502599,,,CCM,Julia Letlow For Congress,,,,,,562 Webb Hill Rd,,Oak Ridge,LA,712643033,G2024,,2024-09-16,1000.00,0.00,Contribution,011,C00766428,Julia Letlow For Congress,H2LA05126,Letlow,Julia,,Rep.,,H,LA,05,,,,,,,,Contribution
SB23,C00106146,27502603,,,CCM,Friends To Elect Dr. Greg Murphy To Congress,,,,,,PO Box 1131,,Greenville,NC,27835,G2024,,2024-09-16,2000.00,0.00,Contribution,011,C00697649,Friends To Elect Dr. Greg Murphy To Congress,H0NC03172,Murphy,Gregory,F.,Rep.,M.D.,H,NC,03,,,,,,,,Contribution
SB23,C00106146,27502604,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,03105,G2024,,2024-09-16,2500.00,0.00,Contribution,011,C00660464,Chris Pappas For Congress,H8NH01210,Pappas,Chris,,Rep.,,H,NH,01,,,,,,,,Contribution
SB23,C00106146,27502650,,,CCM,August Pfluger For Congress,,,,,,PO Box 3530,,San Angelo,TX,76902,G2024,,2024-09-16,2500.00,0.00,Contribution,011,C00719294,August Pfluger For Congress,H0TX11230,Pfluger,August,,Rep.,II,H,TX,11,,,,,,,,Contribution
SB23,C00106146,27502653,,,PAC,Abraham Lincoln PAC,,,,,,"824 S Milledge Ave, Suite 101",,Athens,GA,30605,,,2024-09-16,2500.00,0.00,2024 Contribution,011,C00631051,,,,,,,,,,,,,,,,,,2024 Contribution
SB23,C00106146,27502654,,,PAC,Bringing Republican Excellence To Town PAC (BRETTPAC),,,,,,PO Box 9639,,Bowling Green,KY,42102,,,2024-09-16,2500.00,0.00,2024 Contribution,011,C00483487,,,,,,,,,,,,,,,,,,2024 Contribution
