form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00051979,12007453,,,COM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,,,2024-12-02,2500.00,0.00,"Matthew Bradford, STATE HOUSE 70th PA",011,,,,Bradford,Matthew,D.,PA Rep.,,,,,,,,,,,,"Matthew Bradford, STATE HOUSE 70th PA"
SB29,C00051979,12019258,,,COM,Klein Committee,,,,,,545 E Town St,,Columbus,OH,43215,,,2024-12-06,1500.00,0.00,"Zachary Klein, City Attorney  OH",011,,,,Klein,Zachary,M.,Mr.,,,,,,,,,,,,"Zachary Klein, City Attorney  OH"
SB29,C00051979,12019356,,,COM,Ohio Chamber of Commerce PAC,,,,,,"34 S Third St, Suite 100",,Columbus,OH,43215,,,2024-12-06,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,12022752,,,COM,Holly Seibold for Delegate,,,,,,1101 Redwood Drive SE,,Vienna,VA,22180,,,2024-12-26,500.00,0.00,"Holly Seibold, STATE HOUSE 12th VA",011,,,,Seibold,Holly,M.,VA Del.,,,,,,,,,,,,"Holly Seibold, STATE HOUSE 12th VA"
SB29,C00051979,12023151,,,COM,Wendell Walker for Delegate,,,,,,PO Box 3331,,Lynchburg,VA,24503,,,2024-12-26,500.00,0.00,"Wendell Walker, STATE HOUSE 52nd VA",011,,,,Walker,Wendell,S.,VA Del.,,,,,,,,,,,,"Wendell Walker, STATE HOUSE 52nd VA"
SB29,C00051979,12023152,,,COM,Winsome Political Action Committee,,,,,,PO Box 71596,,Richmond,VA,23255,,,2024-12-26,7500.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,12023153,,,COM,Surovell for State Senate,,,,,,PO Box 289,,Mt Vernon,VA,22121,,,2024-12-26,5000.00,0.00,"Scott Surovell, STATE SENATE 34th VA",011,,,,Surovell,Scott,A.,VA Sen.,,,,,,,,,,,,"Scott Surovell, STATE SENATE 34th VA"
SB29,C00051979,12023154,,,COM,Friends of Lamont,,,,,,PO Box 15512,,Richmond,VA,23227,,,2024-12-26,1000.00,0.00,"Lamont Bagby, STATE SENATE 14th VA",011,,,,Bagby,Lamont,,VA Sen.,,,,,,,,,,,,"Lamont Bagby, STATE SENATE 14th VA"
SB29,C00051979,12023155,,,COM,McDougle for Virginia,,,,,,PO Box 187,,Mechanicsville,VA,23111,,,2024-12-26,1000.00,0.00,"Ryan McDougle, STATE SENATE 26th VA",011,,,,McDougle,Ryan,Todd,VA Sen.,,,,,,,,,,,,"Ryan McDougle, STATE SENATE 26th VA"
SB29,C00051979,12023156,,,COM,Virginia Legislative Black Caucus,,,,,,PO Box 15512,,Richmond,VA,23227,,,2024-12-26,2500.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,12023157,,,COM,Friends of Mark Obenshain,,,,,,PO Box 555,,Harrisonburg,VA,22803,,,2024-12-26,1000.00,0.00,"Mark Obenshain, STATE SENATE 2nd VA",011,,,,Obenshain,Mark,D.,VA Sen.,,,,,,,,,,,,"Mark Obenshain, STATE SENATE 2nd VA"
SB29,C00051979,12023158,,,COM,Virginia Future Generations PAC,,,,,,PO Box 3604,,Richmond,VA,23235,,,2024-12-26,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,12023159,,,COM,Virginia Senate Democratic Caucus,,,,,,PO Box 842,,Richmond,VA,23218,,,2024-12-26,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,12023160,,,COM,"Virginia Senate Republican Caucus, Inc.",,,,,,PO Box 1697,,Williamsburg,VA,23187,,,2024-12-26,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00051979,12023161,,,COM,Republican Commonwealth Leadership PAC,,,,,,PO Box 309,,Woodstock,VA,22664,,,2024-12-26,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
