form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00589309,500712997,,,CCM,Altman For Congress,,,,,,PO Box 267,,Lambertville,NJ,085300267,G2024,,2024-09-23,2000.00,0.00,Federal Contribution,,C00841643,,,Altman,Susan,Copius,,,H,NJ,07,,,,,,,,
SB23,C00589309,500713034,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-07-03,1000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712967,,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00589309,500713039,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,P2024,,2024-07-03,2000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712974,,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00589309,500713035,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-08-06,1000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712957,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
SB23,C00589309,500713036,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-09-05,1000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712971,,C00856237,,,Figures,Shomari,,,,H,AL,02,,,,,,,,
SB23,C00589309,500713037,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-09-05,100.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712972,,C00703975,,,BIDEN,JOSEPH,JR,,,P,US,00,,,,,,,,
SB23,C00589309,500713038,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-09-05,1000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712973,,C00744946,HARRIS VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00589309,500712956,,,CCM,Andrea Salinas For Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,G2024,,2024-09-29,2000.00,0.00,Federal Contribution,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,X,*
SB23,C00589309,500712955,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2024-09-29,2000.00,0.00,Federal Contribution,,C00575209,,,Craig,Angie,,,,H,MN,02,,,,,,,X,*
SB23,C00589309,500712995,,,PAC,California Democratic Party,,,,,,1830 9Th St,,Sacramento,CA,958117012,,,2024-09-16,5000.00,0.00,Federal Contribution,,C00105668,California Democratic Party,,,,,,,,,,,,,,,,,
