form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00843714,SB29.6106,,,ORG,Anedot,,,,,,1920 McKinney Ave,7th floor,Dallas,TX,75201,,,2024-12-13,6.13,,Contributory Account Disbursement/Processing Fees,003,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6112,,,ORG,Anedot,,,,,,1920 McKinney Ave,7th floor,Dallas,TX,75201,,,2024-12-24,1.60,,Contributory Account Disbursement/Processing Fees,003,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6094,,,ORG,FEC InFusion,,,,,,401 S. County Rd.,#3495,Palm Beach,FL,33480,,,2024-11-30,256.50,,Contributory Account Dispersement/Reporting & Compliance,001,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6097,,,ORG,FEC InFusion,,,,,,401 S. County Rd.,#3495,Palm Beach,FL,33480,,,2024-11-30,350.55,,Non-Contributory Account Disbursement/Reporting & Compliance,001,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6074,,,ORG,Patriot Mountain LLC,,,,,,400C Warfield BLVD CT,,Clarksville,TN,37043,,,2024-12-16,5081.43,,Non-Contributory Account Disbursement/Security Services,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,X,
SB29,C00843714,SB29.6087,,,ORG,Patriot Mountain LLC,,,,,,400C Warfield BLVD CT,,Clarksville,TN,37043,,,2024-12-27,3204.02,,Non-Contributory Account Disbursement/Security Services From Patriot Mountain LLC,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,X,
SB29,C00843714,SB29.6076,,,ORG,"Residence Inn Washington, DC Capitol",,,,,,333 E Street SW,,Washington,DC,20024,,,2024-12-16,2193.82,,Non-Contributory Account Disbursement/Travel/Lodging,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,X,
SB29,C00843714,SB29.6072,,,ORG,Resilient Patriot LLC,,,,,,11523 Palmbrush Trial,#366,Lakewood Ranch,FL,34202,,,2024-12-16,5081.43,,Non-Contributory Account Disbursement/Security Services From Patriot Mountain LLC,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6075,,,ORG,Resilient Patriot LLC,,,,,,11523 Palmbrush Trial,#366,Lakewood Ranch,FL,34202,,,2024-12-16,2193.82,,Non-Contributory Account Disbursement/Travel/Lodging/Residence Inn,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6078,,,ORG,Resilient Patriot LLC,,,,,,11523 Palmbrush Trial,#366,Lakewood Ranch,FL,34202,,,2024-12-16,4111.88,,Non-Contributory Account Disbursement/Travel/Airfare/From Delta,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6081,,,ORG,Resilient Patriot LLC,,,,,,11523 Palmbrush Trial,#366,Lakewood Ranch,FL,34202,,,2024-12-16,4111.88,,Non-Contributory Account Disbursement/Travel/Airfare/From Delta,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,X,
SB29,C00843714,SB29.6082,,,ORG,Resilient Patriot LLC,,,,,,11523 Palmbrush Trial,#366,Lakewood Ranch,FL,34202,,,2024-12-27,3204.02,,Non-Contributory Account Disbursement/Security Services From Patriot Mountain LLC,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6083,,,ORG,Resilient Patriot LLC,,,,,,11523 Palmbrush Trial,#366,Lakewood Ranch,FL,34202,,,2024-12-27,4140.94,,Non-Contributory Account Disbursement/Travel/Airfare/From American,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6084,,,ORG,Resilient Patriot LLC,,,,,,11523 Palmbrush Trial,#366,Lakewood Ranch,FL,34202,,,2024-12-27,921.85,,Non-Contributory Account Disbursement/Travel/Lodging/Sonesta Select,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,,
SB29,C00843714,SB29.6088,,,ORG,Resilient Patriot LLC,,,,,,11523 Palmbrush Trial,#366,Lakewood Ranch,FL,34202,,,2024-12-27,4140.94,,Non-Contributory Account Disbursement/Travel/Airfare/American,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,X,
SB29,C00843714,SB29.6086,,,ORG,Sonesta Select Phoenix Camelback,,,,,,2101 E. Camelback Rd.,,Phoenix,AZ,85016,,,2024-12-27,921.85,,Non-Contributory Account Disbursement/Travel/Lodging From Sonesta Select,002,C00843714,Fight Like A Flynn,,,,,,,,,,,,,,,,X,
