form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00844613,SE.4451,,,ORG,Battleground Connect,,,,,,350 Ryman St.,Ste. 380,Missoula,MT,59802,P2024,,2024-05-29,6954.00,2024-05-20,6954.00,Phone/Text Messaging,,C00844613,O,H4ND00061,FEDORCHAK,JULIE,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4457,,,ORG,Battleground Connect,,,,,,350 Ryman St.,Ste. 380,Missoula,MT,59802,P2024,,2024-05-23,6954.00,2024-05-20,13908.00,Phone/Text Messaging,,C00844613,S,H4ND00053,BECKER,RICK,,,,H,00,ND,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4522,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,G2024,,2024-04-15,400.69,2024-04-15,400.69,Digital advertising (from advance line 21),,C00844613,O,S4TX00722,ALLRED,COLIN,,,,S,00,TX,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4480,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-15,211.22,2024-05-15,278421.24,TV ad production (from advance line 21),,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4481,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-15,211.22,2024-05-15,278632.46,TV ad production (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4492,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-15,83.03,2024-05-15,278715.49,Radio ad production (from advance line 21),,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4493,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-15,83.03,2024-05-15,278798.52,Radio ad production (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4504,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-22,31.93,2024-05-22,676480.69,Radio ad production (from advance line 21),,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4505,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-22,31.93,2024-05-22,676512.62,Radio ad production (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4506,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-22,174.77,2024-05-22,676687.39,TV ad production (from advance line 21),,C00844613,S,H0SC01394,MACE,NANCY,p,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
SE,C00844613,SE.4507,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,P2024,,2024-05-22,174.77,2024-05-22,676862.16,TV ad production (from advance line 21),,C00844613,O,H4SC01339,TEMPLETON,CATHERINE,,,,H,01,SC,Rozansky,Adam,,,,2025-01-31,
