form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00814152,SB23.2,,,CCM,ABE FOR ARIZONA,,,,,,PO BOX 2135,,PEORIA,AZ,85380,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00853986,ABE FOR ARIZONA,H4AZ08108,HAMADEH,ABRAHAM,,,,H,AZ,08,  ,,,,,,,
SB23,C00814152,SB23.6,,,CCM,ALASKANS FOR NICK BEGICH,,,,,,PO BOX 671710,,CHUGIAK,AK,99567,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00792341,ALASKANS FOR NICK BEGICH,H2AK01083,BEGICH,NICK,,,,H,AK,00,  ,,,,,,,
SB23,C00814152,SB23.3,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,PO BOX 23064,,ST. PETERSBURG,FL,33742,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00718239,ANNA PAULINA LUNA FOR CONGRESS,H0FL13158,PAULINA LUNA,ANNA,,,,H,FL,13,  ,,,,,,,
SB23,C00814152,SB23.4,,,CCM,ELI CRANE FOR CONGRESS,,,,,,PO BOX 1950,,CORTARO,AZ,85652,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00784934,ELI CRANE FOR CONGRESS,H2AZ01354,CRANE,ELI,,,,H,AZ,02,  ,,,,,,,
SB23,C00814152,SB23.5,,,CCM,JOE KENT FOR CONGRESS,,,,,,PO BOX 2133,,BATTLE GROUND,WA,98604,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00771394,JOE KENT FOR CONGRESS,H2WA03100,KENT,JOE,,,,H,WA,03,  ,,,,,,,
SB23,C00814152,SB23.1,,,CCM,KELLY COOPER FOR CONGRESS,,,,,,PO BOX 43,,CHANDLER,AZ,85244,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00792085,KELLY COOPER FOR CONGRESS,H2AZ09191,COOPER,KELLY,,,,H,AZ,04,  ,,,,,,,
SB23,C00814152,SB23.10,,,CCM,PAUL JUNGE FOR CONGRESS,,,,,,17195 SILVER PARKWAY,,FENTON,MI,48430,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00726687,PAUL JUNGE FOR CONGRESS,H0MI08141,JUNGE,PAUL,,,,H,MI,08,  ,,,,,,,
SB23,C00814152,SB23.8,,,CCM,ROB FOR PA,,,,,,11 DOCK ST. BOX 971,,PITTSTON,PA,18640,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00852137,ROB FOR PA,H4PA08124,BRESNAHAN,ROB,,,,H,PA,08,  ,,,,,,,
SB23,C00814152,SB23.11,,,CCM,THERIAULT FOR CONGRESS,,,,,,PO BOX 291,,FORT KENT,ME,04743,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00852061,THERIAULT FOR CONGRESS,H4ME02291,THERIAULT,AUSTIN,,,,H,ME,02,  ,,,,,,,
SB23,C00814152,SB23.9,,,CCM,TOM BARRETT FOR CONGRESS,,,,,,PO BOX 15221,,LANSING,MI,48901,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00793976,TOM BARRETT FOR CONGRESS,H2MI07123,BARRETT,THOMAS MORE,,,,H,MI,07,  ,,,,,,,
SB23,C00814152,SB23.7,,,CCM,VAN ORDEN FOR CONGRESS,,,,,,PO BOX 1836,,LA CROSSE,WI,54602,G2024,,2024-11-01,5000.00,,CONTRIBUTION,,C00742007,VAN ORDEN FOR CONGRESS,H0WI03175,VAN ORDEN,DERRICK,F.,,,H,WI,03,  ,,,,,,,
