form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00671685,SB21B-985497,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-03-06,324.00,5216.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985499,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-03-13,324.00,5216.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985501,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-03-20,324.00,5216.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985503,,,IND,,CAPPLEMAN,OLIVER,,,,2752 CRANSTON CIR,,YORKVILLE,IL,60560,,,2024-03-27,324.00,5216.75,PAYROLL,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985559,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-01,997.72,18384.70,LEADS/PHONE LISTS,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985531,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-06,3258.55,18384.70,LEADS/PHONE LISTS,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985533,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-13,1810.06,18384.70,LEADS/PHONE LISTS,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985535,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-20,2015.21,18384.70,LEADS/PHONE LISTS,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985537,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-27,1683.46,1683.46,LEADS/PHONE LISTS,003,,,,,,,,,,,,,,,,,00000,X,invoice unpaid by close of books
SB21B,C00671685,SB21B-985491,,,ORG,FIFTH THIRD BANK,,,,,,444 E VETERANS PKWY,,YORKVILLE,IL,60560,,,2024-03-12,462.58,1545.73,BANK FEES,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985507,,,ORG,ILLINOIS DEPT. OF REVENUE,,,,,,101 W JEFFERSON ST,,SPRINGFIELD,IL,62702,,,2024-03-15,173.75,524.02,STATE TAXES,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985561,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-01,947.84,17923.07,PHONEBANK PAYROLL SERVICES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985539,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-06,3095.62,17923.07,PHONEBANK PAYROLL SERVICES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985541,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-13,1719.56,17923.07,PHONEBANK PAYROLL SERVICES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985543,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-20,2106.82,17923.07,PHONEBANK PAYROLL SERVICES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985545,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR,,HENDERSON,NV,89014,,,2024-03-27,1599.29,1599.29,PHONEBANK PAYROLL SERVICES,003,,,,,,,,,,,,,,,,,00000,X,invoice unpaid by close of books
SB21B,C00671685,SB21B-985509,,,ORG,MPS BILLING,,,,,,8500 GOVERNORS HILL DR,,CINCINNATI,OH,45249,,,2024-03-11,21.45,326.55,CREDIT CARD PROCESSING,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985511,,,ORG,MPS BILLING,,,,,,8500 GOVERNORS HILL DR,,CINCINNATI,OH,45249,,,2024-03-11,87.40,326.55,CREDIT CARD PROCESSING,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985951,,,ORG,RALLYPAY,,,,,,995 MARKET STREET,FLOOR 2,SAN FRANCISO,CA,94103,,,2024-03-31,29.00,4309.76,COMBINED 'OFF THE TOP' CREDIT CARD CHARGEBACKS,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985953,,,ORG,RALLYPAY,,,,,,995 MARKET STREET,FLOOR 2,SAN FRANCISO,CA,94103,,,2024-03-31,1126.32,4309.76,COMBINED 'OFF THE TOP' CC TRANSACTION FEES MAR,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985513,,,ORG,REGUS,,,,,,ONE WESTBROOK CORPORATE CENTER,SUITE 300,WESTCHESTER,IL,60154,,,2024-03-21,93.00,279.00,RENT EXPENSE,001,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985563,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,,,2024-03-01,698.40,13000.05,CAGING AND DATABASE SERVICES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985547,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,,,2024-03-06,2280.98,13000.05,CAGING AND DATABASE SERVICES,003,,,,,,,,,,,,,,,,,00000,,
SB21B,C00671685,SB21B-985549,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,,,2024-03-13,1267.04,13000.05,CAGING AND DATABASE SERVICES,003,,,,,,,,,,,,,,,,,00000,,
