form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00671685,SE-S1597525,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-03-21,414.58,,10850.52,LEADS/PHONE LISTS,004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-03-21,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00671685,SE-S1597527,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,R2024,Runoff,2024-03-21,414.58,,7007.16,LEADS/PHONE LISTS,004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-03-21,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00671685,SE-S1597653,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-03-28,414.58,,10850.52,LEADS / PHONE LISTS(ESTIMATE),004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-03-28,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00671685,SE-S1597655,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,R2024,Runoff,2024-03-28,414.58,,7007.16,LEADS / PHONE LISTS(ESTIMATE),004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-03-28,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00671685,SE-S1585565,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-02-29,802.48,2024-03-06,5602.92,LEADS/PHONE LISTS,004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-02-29,
SE,C00671685,SE-S1585567,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-02-29,802.48,2024-03-06,4716.86,LEADS/PHONE LISTS,004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-02-29,
SE,C00671685,SE-S1587261,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-03-07,445.76,2024-03-13,7608.84,LEADS/PHONE LISTS,004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-03-07,
SE,C00671685,SE-S1587263,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,R2024,Runoff,2024-03-07,445.76,2024-03-13,2005.92,LEADS/PHONE LISTS,004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-03-07,
SE,C00671685,SE-S1597029,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-03-14,496.29,2024-03-20,8984.90,LEADS/PHONE LISTS,004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-03-14,
SE,C00671685,SE-S1597031,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,R2024,Runoff,2024-03-14,496.29,2024-03-20,5141.54,LEADS/PHONE LISTS,004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-03-14,
SE,C00671685,SE-S1585437,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-02-22,245.71,2024-03-20,1991.75,LEADS / PHONE LISTS,004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-02-22,
SE,C00671685,SE-S1585439,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-02-22,245.71,2024-03-20,1105.69,LEADS / PHONE LISTS,004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-02-22,
SE,C00671685,SE-S1597533,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-03-21,393.85,,10850.52,PHONEBANK PAYROLL SERVICES,004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-03-21,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00671685,SE-S1597535,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,R2024,Runoff,2024-03-21,393.85,,7007.16,PHONEBANK PAYROLL SERVICES,004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-03-21,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00671685,SE-S1597661,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-03-28,393.86,,10850.52,PHONEBANK PAYROLL SERVICES(ESTIMATE),004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-03-28,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00671685,SE-S1597663,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,R2024,Runoff,2024-03-28,393.85,,7007.16,PHONEBANK PAYROLL SERVICES(ESTIMATE),004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-03-28,X,INVOICE DID NOT CLEAR BANK BEFORE CLOSE OF BOOKS
SE,C00671685,SE-S1585573,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-02-29,762.36,2024-03-06,5602.92,PHONEBANK PAYROLL SERVICES,004,,S,H8NJ04014,SMITH,CHRIS,,,,H,04,NJ,CAPPLEMAN,OLIVER,,MR,,2024-02-29,
SE,C00671685,SE-S1585575,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-02-29,762.36,2024-03-06,4716.86,PHONEBANK PAYROLL SERVICES,004,,S,H0AL07086,SEWELL,TERRI,,,,H,07,AL,CAPPLEMAN,OLIVER,,MR,,2024-02-29,
