form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00544957,SB23.9369,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,R2024,Runoff,2024-07-01,5000.00,,,,C00543983,BILL CASSIDY FOR US SENATE,S4LA00107,Cassidy,Bill,,,,S,LA,00,,,,,,,,
SB23,C00544957,SB23.9371,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,660 Pennsylvania Ave. SE,Suite 202,Washington,DC,20003,P2024,,2024-07-01,2500.00,,,,C00581074,DARREN SOTO FOR CONGRESS,H6FL09179,SOTO,DARREN,,,,H,FL,09,,,,,,,,
SB23,C00544957,SB23.9372,,,PAC,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE",2ND FLOOR,WASHINGTON,DC,20003,O2024,,2024-07-01,5000.00,,,,,,H2NY10092,JEFFRIES,HAKEEM,,,,H,NY,08,,,,,,,,
SB23,C00544957,SB23.9377,,,PAC,GABE AMO FOR CONGRESS,,,,,,PO BOX 99,,PROVIDENCE,RI,02940,G2024,,2024-07-01,2500.00,,,,,,H4RI01265,AMO,GABRIEL F,,,,H,RI,01,,,,,,,,
SB23,C00544957,SB23.9439,,,PAC,INDIAN AMERICAN IMPACT FUND,,,,,,122 C STREET NW,SUITE 360,WASHINGTON,DC,20001,O2024,,2024-09-24,5000.00,,,,C00674127,,,,,,,,,,,,,,,,,,
SB23,C00544957,SB23.9442,,,PAC,KAINE VICTORY FUND,,,,,,1751 Potomac Greens Drive,,Alexandria,VA,22314,O2024,,2024-09-24,5000.00,,,,,,S2VA00142,KAINE,TIMOTHY MICHAEL,,,,S,VA,00,,,,,,,,
SB23,C00544957,SB23.9380,,,PAC,LOUISIANA LEGACY PAC,,,,,,342 LAFAYETTE STREET,SUITE E,BATON ROUGE,LA,70801,O2026,,2024-07-01,20000.00,,,,C00638528,,,,,,,,,,,,,,,,,,
SB23,C00544957,SB23.9383,,,CCM,TIM PECK FOR CONGRESS,,,,,,PO BOX 99,,CHARLESTOWN,IN,47111,G2024,,2024-07-01,1000.00,,,,C00857714,TIM PECK FOR CONGRESS,H4IN09163,PECK,TIMOTHY,,,,H,IN,09,,,,,,,,
SB23,C00544957,SB23.9660,,,CCM,TIM PECK FOR CONGRESS,,,,,,PO BOX 99,,CHARLESTOWN,IN,47111,G2024,,2024-07-01,-1000.00,,,,C00857714,TIM PECK FOR CONGRESS,H4IN09163,PECK,TIMOTHY,,,,H,IN,09,,,,,,,,
SB23,C00544957,SB23.9661,,,CCM,TIM PECK FOR CONGRESS,,,,,,PO BOX 99,,CHARLESTOWN,IN,47111,G2024,,2024-09-05,1000.00,,,,C00857714,TIM PECK FOR CONGRESS,H4IN09163,PECK,TIMOTHY,,,,H,IN,09,,,,,,,,
SB23,C00544957,SB23.9388,,,CCM,VISIONARY PAC,,,,,,413 New Jersey Ave SE,,Washington,DC,20003,O2024,,2024-07-01,2500.00,,,,C00603134,VISIONARY PAC,H2IL02172,KELLY,ROBIN,,,,H,IL,02,,,,,,,,
