form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00544957,SB29.9441,,,CCM,Committee to Elect Dr. Tim Reeder,,,,,,1413 Fox Hollow Drive,,Ayden,NC,28513,G2024,,2024-09-24,3000.00,,,,,Committee to Elect Dr. Tim Reeder,,Reeder,Tim,,,,H,NC,09,,,,,,,,
SB29,C00544957,SB29.9390,,,CCM,Dana Trabulsy Campaign,,,,,,5428 Stately Oaks Street,,Fort Pierce,FL,34981,P2024,,2024-08-06,1000.00,,,,,Dana Trabulsy Campaign,,Trabulsy,Dana,,,,H,FL,84,,,,,,,,
SB29,C00544957,SB29.9392,,,CCM,Danny Burgess Campaign,,,,,,PO Box 880,,Zephyrhillis,FL,33539,P2024,,2024-08-06,1000.00,,,,,Danny Burgess Campaign,,Burgess,Danny,,,,H,FL,23,,,,,,,,
SB29,C00544957,SB29.9395,,,CCM,Fentrice Driskell Campaign,,,,,,701 S. Howard Ave.,#106-813,Tampa,FL,33606,P2024,,2024-08-06,1000.00,,,,,Fentrice Driskell Campaign,,Driskell,Fentrice,,,,H,FL,67,,,,,,,,
SB29,C00544957,SB29.9376,,,CCM,Friends of Arvind Venkat,,,,,,PO Box 489,,Wexford,PA,15090,G2024,,2024-07-01,20000.00,,,,,Friends of Arvind Venkat,,Venkat,Arvind,,,,H,PA,30,,,,,,,,
SB29,C00544957,SB29.9396,,,CCM,Friends of Colleen Burton,,,,,,1103 Hays Street,,Tallahassee,FL,32301,P2024,,2024-08-06,1000.00,,,,,Friends of Colleen Burton,,Burton,Colleen,,,,S,FL,12,,,,,,,,
SB29,C00544957,SB29.9397,,,CCM,Friends of Ed Hooper,,,,,,PO Box 4268,,Clearwater,FL,33578,P2024,,2024-08-06,1000.00,,,,,Friends of Ed Hooper,,Hooper,Ed,,,,S,FL,21,,,,,,,,
SB29,C00544957,SB29.9435,,,CCM,Friends of Jennifer Canady,,,,,,1103 Hays Street,,Tallahassee,FL,32301,G2022,,2024-07-01,-1000.00,,,,,Friends of Jennifer Canady,,Canady,Jennifer,,,,H,FL,50,,,,,,,,
SB29,C00544957,SB29.9399,,,CCM,Friends of Jim Boyd PC,,,,,,1103 Hays Street,,Tallahassee,FL,32301,P2024,,2024-08-06,2500.00,,,,,Friends of Jim Boyd PC,,Boyd,Jim,,,,S,FL,20,,,,,,,,
SB29,C00544957,SB29.9438,,,CCM,Friends of Tom Oliverson,,,,,,1 E Greenway Plaza,Ste 225,Houston,TX,77046,G2024,,2024-09-24,1000.00,,,,,Friends of Tom Oliverson,,Oliverson,Tom,,,,H,TX,,,,,,,,,
SB29,C00544957,SB29.9401,,,CCM,Gayle Harrell Campaign,,,,,,1885 Northwest Eagle Point,,Stuart,FL,34994,P2024,,2024-08-06,1000.00,,,,,Gayle Harrell Campaign,,Harrell,Gayle,,,,S,FL,31,,,,,,,,
SB29,C00544957,SB29.9437,,,CCM,Greg Bonnen Campaign,,,,,,PO Box 1183,,Friendswood,TX,77549,G2024,,2024-09-24,1000.00,,,,,Greg Bonnen Campaign,,Bonnen,Greg,,,,H,TX,24,,,,,,,,
SB29,C00544957,SB29.9402,,,CCM,Heartland Prosperity PC,,,,,,PO Box 183,,Sebring,FL,33871,P2024,,2024-08-06,1000.00,,,,,Heartland Prosperity PC,,Tuck,Kaylee,,,,H,FL,83,,,,,,,,
SB29,C00544957,SB29.9405,,,CCM,Honest Leadership,,,,,,1103 Hays Street,,Tallahassee,FL,32301,P2024,,2024-08-06,2500.00,,,,,Honest Leadership,,Garrison,Sam,,,,H,FL,11,,,,,,,,
SB29,C00544957,SB29.9406,,,CCM,Jenna Person Mulicka Campaign,,,,,,2125 1st Street,Suite 201,Fort Myers,FL,33901,P2024,,2024-08-06,1000.00,,,,,Jenna Person Mulicka Campaign,,Person Mulicka,Jenna,,,,H,FL,78,,,,,,,,
SB29,C00544957,SB29.9411,,,CCM,Karen Gonzalez Pittman Campaign,,,,,,610 S. Boulevard,,Tampa,FL,33606,P2024,,2024-08-06,1000.00,,,,,Karen Gonzalez Pittman Campaign,,Gonzalez Pittman,Karen,,,,H,FL,65,,,,,,,,
SB29,C00544957,SB29.9412,,,CCM,Keith Truenow Campaign,,,,,,2055 N.W. Diamond Creek Way,,Jensen Beach,FL,34957,P2024,,2024-08-06,1000.00,,,,,Keith Truenow Campaign,,Truenow,Keith,,,,S,FL,13,,,,,,,,
SB29,C00544957,SB29.9416,,,CCM,Kevin Steel Campaign,,,,,,30545 Bayhead Road,,Dade City,FL,33523,P2024,,2024-08-06,1000.00,,,,,Kevin Steel Campaign,,Steel,Kevin,,,,H,FL,55,,,,,,,,
SB29,C00544957,SB29.9419,,,CCM,Kimberly 'Kim' Berfield Campaign,,,,,,610 S Boulevard,,Tampa,FL,33606,P2024,,2024-08-06,1000.00,,,,,Kimberly 'Kim' Berfield Campaign,,Berfield,Kim,,,,H,FL,58,,,,,,,,
SB29,C00544957,SB29.9420,,,CCM,Lawrence McClure Campaign,,,,,,PO Box 4738,,Plant City,FL,33563,P2024,,2024-08-06,1000.00,,,,,Lawrence McClure Campaign,,McClure,Lawrence,,,,H,FL,68,,,,,,,,
SB29,C00544957,SB29.9421,,,CCM,Linda Chaney Campaign,,,,,,2055 NW Diamond Creek Way,,Jensen Beach,FL,34957,P2024,,2024-08-06,1000.00,,,,,Linda Chaney Campaign,,Chaney,Linda,,,,H,FL,61,,,,,,,,
SB29,C00544957,SB29.9424,,,CCM,Michael Owens Campaign,,,,,,1722 NW 80th Blvd,Suite 90,Gainesville,FL,32603,P2024,,2024-08-06,1000.00,,,,,Michael Owens Campaign,,Owen,Michael,,,,S,FL,70,,,,,,,,
SB29,C00544957,SB29.9427,,,CCM,Shane Abbott Campaign,,,,,,1061 South 2nd St.,,Defuniak Springs,FL,32435,P2024,,2024-08-06,1000.00,,,,,Shane Abbott Campaign,,Abbott,Shane,,,,H,FL,05,,,,,,,,
SB29,C00544957,SB29.9430,,,CCM,Tom Leek Campaign,,,,,,120 John Anderson Drive,,Ormond Beach,FL,32176,P2024,,2024-08-06,1000.00,,,,,Tom Leek Campaign,,Leek,Tom,,,,S,FL,07,,,,,,,,
SB29,C00544957,SB29.9431,,,CCM,Traci Koster Compaign,,,,,,610 South Boulevard,,Tampa,FL,33606,P2024,,2024-08-06,1000.00,,,,,Traci Koster Compaign,,Koster,Traci,,,,H,FL,66,,,,,,,,
SB29,C00544957,SB29.9434,,,CCM,Vanessa Oliver Campaign,,,,,,1117 Harbour Green Rd.,,Punta Gorda,FL,33983,P2024,,2024-08-06,1000.00,,,,,Vanessa Oliver Campaign,,Oliver,Vanessa,,,,H,FL,76,,,,,,,,
