form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00188177,V1BE9668EC5A8248354A,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-10-29,60.47,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,VA59D8443D4A64CB60CF,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-10-29,479.55,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,VCACF448677FF0247831,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-10-30,0.02,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,VC0F87246422E884C90B,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-01,25.16,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,V3BD5E7A4E858BB804E0,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-04,13.96,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,V5429737E1A8ED502108,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-05,63.26,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,V5D6A6075F2B7FADB30A,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-05,6.52,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,V6E90644F46E7AAD7A41,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-05,68.94,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,V89722C53C2161C2C01A,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-06,7.92,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,VB591A26A45FD312A90D,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-12,0.02,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,V2A5254ECF879D529742,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-15,76.68,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,V5769689B7836B964F5B,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-22,47.51,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,V6486738E995E2970CE6,,,ORG,First Data Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-11-25,38.13,,Credit Card Processing Fee,001,,,,,,,,,,,,,,,,,,,
SB21B,C00188177,VAC11A2B9DF4482A6279,,,ORG,The Oorbeek Memmott Group,,,,,,3905 N Dumbarton St,,Arlington,VA,22207,P2024,,2024-10-19,750.00,,In-Kind: Fundraising Event Expenses,001,C00677286,"Steil for Wisconsin, Inc.",H8WI01156,Steil,Bryan,G.,,,H,WI,01,,,,,,,X,"In-Kind: See Sched B, Line 23 of 2024 October Monthly"
