form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00866681,SB21B.4927,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-11-26,24.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4929,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-11-26,1.56,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4930,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-11-26,0.15,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4932,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-12-04,0.65,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4933,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-12-04,0.04,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4937,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-12-18,32.80,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4939,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-12-18,2.32,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4940,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-12-18,0.21,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4942,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-12-20,24.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4946,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-12-20,1.56,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4947,,,ORG,Anedot,,,,,,1340 Poydras St,Suite 1770,New Orleans,LA,70122,,,2024-12-20,0.15,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,,
SB21B,C00866681,SB21B.4931,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,30844,,,2024-11-26,0.15,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00866681,SB21B.4934,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,30844,,,2024-12-04,0.04,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00866681,SB21B.4941,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,30844,,,2024-12-18,0.21,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00866681,SB21B.4948,,,ORG,CFS Compliance,,,,,,PO Box 30844,,Bethesda,MD,30844,,,2024-12-20,0.15,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00866681,SB21B.4928,,,ORG,TMA Direct,,,,,,1900 Reston Metro Plz,,Reston,VA,20190,,,2024-11-26,24.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00866681,SB21B.4938,,,ORG,TMA Direct,,,,,,1900 Reston Metro Plz,,Reston,VA,20190,,,2024-12-18,32.80,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,X,
SB21B,C00866681,SB21B.4944,,,ORG,TMA Direct,,,,,,1900 Reston Metro Plz,,Reston,VA,20190,,,2024-12-20,24.00,,E-Merchant Fees,001,,,,,,,,,,,,,,,,,,X,
