form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00830034,SB29.4453,,,CCM,Burchett for House,,,,,,6810 Albany Hwy,,Waycross,GA,31552,P2024,,2024-07-17,2000.00,,Contribution to Non Federal Candidate - Georgia,011,,Burchett for House,,Burchett,James,,,,H,GA,,,,,,,,,
SB29,C00830034,SB29.4446,,,CCM,Chris Erwin for Georgia,,,,,,P.O. Box 501029,,Atlanta,GA,31150,P2024,,2024-07-17,1000.00,,Contribution to Non Federal Candidate - Georgia,011,,Chris Erwin for Georgia,,Erwin,Chris,,,,,GA,,,,,,,,,
SB29,C00830034,SB29.4462,,,CCM,Clint Dixon for Senate,,,,,,P.O. Box 802,,Buford,GA,30515,P2024,,2024-07-17,1000.00,,Contribution to Non Federal Candidate - Georgia,011,,Clint Dixon for Senate,,Dixon,Clint,,,,,GA,,,,,,,,,
SB29,C00830034,SB29.4466,,,CCM,EFO Coughlin,,,,,,12 North State Route 17,Suite 320,Paramus,NJ,07652,,,2024-09-25,1500.00,,Contribution to Non Federal Candidate - New Jersey,011,,EFO Coughlin,,Coughlin,Craig,,,,,NJ,,,,,,,,,
SB29,C00830034,SB29.4460,,,CCM,Fiends of Steve Gooch,,,,,,PO Box 600,,Dahlonega,GA,30533,P2024,,2024-07-17,1000.00,,Contribution to Non Federal Candidate - Georgia,011,,Fiends of Steve Gooch,,Gooch,Steve,,,,,GA,,,,,,,,,
SB29,C00830034,SB29.4457,,,CCM,Friends of Greg Dolezal,,,,,,5430 Travis Ct,,Cumming,GA,30040,P2024,,2024-07-17,1000.00,,Contribution to Non Federal Candidate - Georgia,011,,Friends of Greg Dolezal,,Dolezal,Greg,,,,,GA,,,,,,,,,
SB29,C00830034,SB29.4452,,,CCM,Friends of John Corbett,,,,,,1484 GA Hwy 135 S,,Lake Park,GA,31636,P2024,,2024-07-17,1000.00,,Contribution to Non Federal Candidate - Georgia,011,,Friends of John Corbett,,Corbett,John,,,,H,GA,,,,,,,,,
SB29,C00830034,SB29.4451,,,CCM,LaHood for Georgia,,,,,,170 Sparrow Hawk Ln,,Valdosta,GA,31602,P2024,,2024-07-17,1000.00,,Contribution to Non Federal Candidate - Georga,011,,LaHood for Georgia,,LaHood,John,,,,,GA,,,,,,,,,
SB29,C00830034,SB29.4456,,,CCM,Matt Brass for State Senate,,,,,,PO Box 1313,,Newnan,GA,30264,P2024,,2024-07-17,1000.00,,Contribution to Non Federal Candidate - Georgia,010,,Matt Brass for State Senate,,Brass,Matt,,,,,GA,,,,,,,,,
SB29,C00830034,SB29.4445,,,CAN,,Sabb,Ronnie,,,,PO Box 88,,Kingstree,SC,29556,P2024,,2024-09-30,-500.00,,Voided Check Contribution Check Non Federal Canditate - South Carolina,011,,,,Sabb,Ronnie,,,,S,SC,,,,,,,,,
SB29,C00830034,SB29.4464,,,COM,SC Senate Democratic Caucus,,,,,,PO Box 1084,,Orangeburg,SC,29116,,,2024-09-26,2500.00,,Contribution to Non Federal Committee - South Carolina,011,,,,,,,,,,,,,,,,,,,
SB29,C00830034,SB29.4465,,,CCM,Senate Democratic Majority,,,,,,311 West Henry Street,,Linden,NJ,07036,,,2024-09-25,1500.00,,Contribution to Non Federal PAC - New Jersey,011,,,,,,,,,,NJ,,,,,,,,,
SB29,C00830034,SB29.4468,,,CCM,Setzler for Senate,,,,,,249 Congaree Park Drive,,West Columbia,SC,29169,P2024,,2024-07-31,-1000.00,,Voided Check for Contribution to Non Federal Candidate - South Carolina,011,,Setzler for Senate,,Setzler,Nikki,,,,,SC,,,,,,,,,
SB29,C00830034,SB29.4469,,,CCM,Shane Martin for State Senate,,,,,,P.O. Box 575,,Pauline,SC,29374,P2024,,2024-09-30,-1000.00,,Voided Contribution Check to Non Federal Candidate - South Carolina,010,,Shane Martin for State Senate,,Martin,Shane,,,,,SC,,,,,,,,,
SB29,C00830034,SB29.4449,,,CCM,"Vote Victor Anderson, LLC",,,,,,PO Box 1261,,Cornelia,GA,30531,P2024,,2024-07-17,1000.00,,Contribution to Non Federal Candidate - George,011,,"Vote Victor Anderson, LLC",,Anderson,Victor,,,,,GA,,,,,,,,,
