form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00754051,B890622,,,ORG,Everyday People,,,,,,1212 Broadway Suite 700,,Oakland,CA,94612,O2024,Not Applicable,2024-10-16,32492.25,,Offset for InKind Receipt of Staff Time - See Schedule A,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890623,,,ORG,Everyday People,,,,,,1212 Broadway Suite 700,,Oakland,CA,94612,O2024,Not Applicable,2024-10-16,34921.59,,Offset for InKind Receipt of Staff Time - See Schedule A,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890553,,,ORG,UNITE HERE Local 34,,,,,,"425 College Street, 2nd Floor",,New Haven,CT,06511,G2024,,2024-10-02,1227.88,,Canvasser salaries and benefits - non IE portion,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890557,,,ORG,UNITE HERE Local 35,,,,,,425 College Street,,New Haven,CT,06511,G2024,,2024-10-02,774.55,,Canvasser salaries and benefits - non IE portion,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890565,,,ORG,UNITE HERE Local 217,,,,,,425 College Street,,New Haven,CT,06511,G2024,,2024-10-02,5615.66,,Canvasser salaries and benefits - non IE portion,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890594,,,ORG,UNITE HERE Local 34,,,,,,425 College Street 2nd Floor,,New Haven,CT,06511,G2024,,2024-10-09,1094.20,,Canvasser salaries and benefits - non IE portion,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890545,,,ORG,Local 25 UNITE HERE,,,,,,901 K Street NW Suite 200,,Washington,DC,20001,G2024,,2024-10-02,11745.07,,Canvasser salaries and benefits - non IE portion,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890621,,,ORG,Rising Tide Interactive,,,,,,"529 14th Street NW, Suite 709",,Washington,DC,20045,O2024,Not Applicable,2024-10-16,50000.16,,Advertising and digital marketing program development,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890581,,,ORG,UNITE HERE Local 737,,,,,,7800 Southland Blvd Suite 157,,Orlando,FL,32809,G2024,,2024-10-02,642.56,,Canvasser salaries and benefits - non IE portion,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890598,,,ORG,UNITE HERE Local 737,,,,,,7800 Southland Blvd Suite 157,,Orlando,FL,32809,G2024,,2024-10-09,988.34,,Canvasser salaries and benefits - non IE portion,011,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B889698,,,ORG,Blackhawk Network Inc.,,,,,,PO Box 931577,,Atlanta,GA,30327,O2024,Not Applicable,2024-10-04,12320.95,,Food Cards for Canvassers (Philly - non IE),001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B889699,,,ORG,Blackhawk Network Inc.,,,,,,PO Box 931577,,Atlanta,GA,30327,O2024,Not Applicable,2024-10-11,6070.00,,Food Cards for Canvassers (Philly - non IE),001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890590,,,ORG,Bank of Labor,,,,,,PO Box 171139,,Kansas City,KS,66117,O2024,Not Applicable,2024-10-02,266557.71,,Hotels for Canvassers,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890599,,,ORG,Bank of Labor,,,,,,PO Box 171139,,Kansas City,KS,66117,O2024,Not Applicable,2024-10-09,45874.48,,Credit Card payment for staff and canvasser and travel and office expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890600,,,ORG,Bank of Labor,,,,,,PO Box 171139,,Kansas City,KS,66117,O2024,Not Applicable,2024-10-09,27763.93,,Credit Card payment for staff and canvasser and travel and office expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890601,,,ORG,Bank of Labor,,,,,,PO Box 171139,,Kansas City,KS,66117,O2024,Not Applicable,2024-10-09,17356.31,,Credit Card payment for staff and canvasser and travel and office expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890602,,,ORG,Bank of Labor,,,,,,PO Box 171139,,Kansas City,KS,66117,O2024,Not Applicable,2024-10-09,3841.75,,Credit Card payment for staff and canvasser and travel and office expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890603,,,ORG,Bank of Labor,,,,,,PO Box 171139,,Kansas City,KS,66117,O2024,Not Applicable,2024-10-09,16049.82,,Credit Card payment for staff and canvasser and travel and office expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890604,,,ORG,Bank of Labor,,,,,,PO Box 171139,,Kansas City,KS,66117,O2024,Not Applicable,2024-10-09,6775.47,,Credit Card payment for staff and canvasser and travel and office expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890605,,,ORG,Bank of Labor,,,,,,PO Box 171139,,Kansas City,KS,66117,O2024,Not Applicable,2024-10-09,196689.02,,Vegas Hotel Expenses,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890617,,,ORG,Bank of Labor,,,,,,756 Minnesota Ave,,Kansas City,KS,66101,O2024,Not Applicable,2024-10-16,136.04,,Monthly bank analysis charge,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B887356,,,ORG,ActBlue,,,,,,366 Summer Street,,Somerville,MA,02144,O2024,Not Applicable,2024-10-01,90.41,,CC Processing Fee,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890549,,,ORG,UNITE HERE Local 26 Political Cmte,,,,,,33 Harrison Avenue 4th Floor,,Boston,MA,02111,G2024,,2024-10-02,4716.69,,Canvasser salaries and benefits - non IE portion,001,,,,,,,,,,, ,,,,,,,,
SB21B,C00754051,B890573,,,ORG,New England Joint Board UNITE HERE,,,,,,33 Harrison Avenue 8th Floor,,Boston,MA,02111,G2024,,2024-10-02,503.42,,Canvasser salaries and benefits - non IE portion,011,,,,,,,,,,, ,,,,,,,,
