form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00754051,B890586,,,CCM,UNITE HERE,,,,,,275 Seventh Avenue,,New York,NY,10001,G2024,,2024-10-02,2531.20,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890582,,,CCM,Labor Canvass,,,,,,1415 N Broad Street Ste 219,,Philadelphia,PA,19122,G2024,,2024-10-02,25878.80,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890578,,,CCM,UNITE HERE Local 737,,,,,,7800 Southland Blvd Suite 157,,Orlando,FL,32809,G2024,,2024-10-02,302.38,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890574,,,CCM,Local 75 Toronto Ontario,,,,,,200 Consumers Road Suite 406,,Toronto,ON,,G2024,,2024-10-02,573.17,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890570,,,CCM,New England Joint Board UNITE HERE,,,,,,33 Harrison Avenue 8th Floor,,Boston,MA,02111,G2024,,2024-10-02,236.90,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890566,,,CCM,UNITE HERE Local 100,,,,,,275 7th Ave 16th Floor,,New York,NY,10001,G2024,,2024-10-02,763.88,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890546,,,CCM,UNITE HERE Local 26 Political Cmte,,,,,,33 Harrison Avenue 4th Floor,,Boston,MA,02111,G2024,,2024-10-02,2219.63,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890538,,,CCM,Local 23 UNITE HERE,,,,,,275 7th Ave,,New York,NY,10001,G2024,,2024-10-02,11639.00,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890542,,,CCM,Local 25 UNITE HERE,,,,,,901 K Street NW Suite 200,,Washington,DC,20001,G2024,,2024-10-02,5527.10,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
SB29,C00754051,B890562,,,CCM,UNITE HERE Local 217,,,,,,425 College Street,,New Haven,CT,06511,G2024,,2024-10-02,2642.67,,IE:Canvasser salaries and benefits for supporting Eugene DePasquale PA Atty General,011,,,,DePasquale,Eugene,,,,,PA, ,,,,,,,,
