form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00302695,SB29.22514,,,CCM,Chavez for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-07-17,1000.00,,,011,,Chavez for Ohio,,,,,,,S,OH,30,,,,,,,,
SB29,C00302695,SB29.22524,,,CCM,Citizens for Lampton,,,,,,1326 Parkway Court,,Beavercreek,OH,45432,G2024,,2024-09-04,1000.00,,,011,,Citizens for Lampton,,,,,,,H,OH,70,,,,,,,,
SB29,C00302695,SB29.22499,,,CCM,Citizens for McColley,,,,,,15 Lemans Dr,,Napoleon,OH,43545,G2024,,2024-08-27,1000.00,,,011,,Citizens for McColley,,,,,,,S,OH,01,,,,,,,,
SB29,C00302695,SB29.22506,,,CCM,Deters for Ohio's Future,,,,,,9923 Beech Drive,,Cincinnati,OH,45231,G2024,,2024-09-10,2200.00,,,011,,Deters for Ohio's Future,,,,,,,,OH,,,,,,,,,
SB29,C00302695,SB29.22497,,,CCM,Friends of Dontavius Jarrells,,,,,,222 E. Town St.,,Columbus,OH,43215,G2024,,2024-09-10,1000.00,,,011,,Friends of Dontavius Jarrells,,,,,,,H,OH,01,,,,,,,,
SB29,C00302695,SB29.22518,,,CCM,Friends of Hearcel F. Craig,,,,,,545 E. Town Street,,Columbus,OH,43215,G2024,,2024-08-13,500.00,,,011,,Friends of Hearcel F. Craig,,,,,,,S,OH,15,,,,,,,,
SB29,C00302695,SB29.22516,,,CCM,Friends of Nickie J. Antonio,,,,,,1305 Belle Avenue,,Lakewood,OH,44107,G2024,,2024-08-13,500.00,,,011,,Friends of Nickie J. Antonio,,,,,,,S,OH,23,,,,,,,,
SB29,C00302695,SB29.22530,,,CCM,Friends of Tom Patton,,,,,,17157 Rabbit Run Drive,,Strongsville,OH,44136,G2024,,2024-09-10,1000.00,,,011,,Friends of Tom Patton,,,,,,,H,OH,17,,,,,,,,
SB29,C00302695,SB29.22508,,,CCM,Hawkins for Ohio,,,,,,12070 Stone Point Ct.,,Loveland,OH,45140,G2024,,2024-09-10,2200.00,,,011,,Hawkins for Ohio,,,,,,,,OH,,,,,,,,,
SB29,C00302695,SB29.22520,,,CCM,Ingram for the People,,,,,,6571 Edwood Avenue,,Cincinnati,OH,45224,G2024,,2024-08-13,350.00,,,011,,Ingram for the People,,,,,,,S,OH,09,,,,,,,,
SB29,C00302695,SB29.22534,,,CCM,Jared Carpenter for Kentucky State Senate,,,,,,PO Box 100,,Berea,KY,40403,G2024,,2024-09-17,500.00,,,011,,Jared Carpenter for Kentucky State Senate,,,,,,,S,KY,34,,,,,,,,
