form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00752691,500747353,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-02,16.93,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747354,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-09,6.41,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747355,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-16,39.83,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747356,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-23,198.49,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747357,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-12-30,9.69,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747338,,,ORG,Bank Of America,,,,,,100 N Tryon St,# 0,Charlotte,NC,282024000,,,2024-11-26,1.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747339,,,ORG,Bank Of America,,,,,,100 N Tryon St,# 0,Charlotte,NC,282024000,,,2024-11-29,1.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747340,,,ORG,Bank Of America,,,,,,100 N Tryon St,# 0,Charlotte,NC,282024000,,,2024-12-12,1.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747349,,,ORG,"Enstrom Candies, Inc.",,,,,,701 Colorado Ave,,Grand Junction,CO,815013514,,,2024-12-19,168.93,0.00,Board Gifts,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747351,,,ORG,"Enstrom Candies, Inc.",,,,,,701 Colorado Ave,,Grand Junction,CO,815013514,,,2024-12-20,591.43,0.00,Board Gifts,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747341,,,ORG,"EveryAction, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-12-03,3513.90,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747346,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-12-02,396.00,0.00,Email Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747343,,,ORG,Intuit,,,,,,2700 Coast Ave,,Mountain View,CA,940431140,,,2024-12-09,104.94,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,500747342,,,ORG,"Katz Compliance, LLC",,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-12-04,2500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,Invoice 242907
SB21B,C00752691,500747337,,,ORG,People 2.0 Global LP,,,,,,PO Box 677905,,Dallas,TX,752677905,,,2024-11-27,1179.44,0.00,Staffing Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00752691,8753370I,8753370,SA11AI,ORG,SixteenThirty Fund,,,,,,1828 L St NW,Ste 300,Washington,DC,200365104,,,2024-12-03,1985.85,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00752691,8884290I,8884290,SA11AI,ORG,SixteenThirty Fund,,,,,,1828 L St NW,Ste 300,Washington,DC,200365104,,,2024-12-16,1414.17,0.00,Office Supplies,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00752691,8884291I,8884291,SA11AI,ORG,SixteenThirty Fund,,,,,,1828 L St NW,Ste 300,Washington,DC,200365104,,,2024-12-16,789.64,0.00,Travel,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00752691,8884289I,8884289,SA11AI,ORG,SixteenThirty Fund,,,,,,1828 L St NW,Ste 300,Washington,DC,200365104,,,2024-12-31,1146.37,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
