form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00029504,88572800,,,CCM,Committee To Re-Elect Henry Hank Johnson,,,,,,4153 Flat Shoals Parkway,"Suite 322, Bldg. C, 2nd Floor",Decatur,GA,30034,P2024,,2024-04-03,2500.00,0.00,,011,C00418293,Committee To Re-Elect Henry Hank Johnson,H6GA04129,Johnson,Hank,,Rep.,Jr.,H,GA,04,,,,,,,,
SB23,C00029504,88572802,,,CCM,Jeffries For Congress,,,,,,915 Fulton St.,PO Box 380438,Brooklyn,NY,11238,G2024,,2024-04-03,5000.00,0.00,,011,C00503052,Jeffries For Congress,H2NY10092,Jeffries,Hakeem,,Rep.,,H,NY,08,,,,,,,,
SB23,C00029504,88572986,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,98206,G2024,,2024-04-03,5000.00,0.00,,011,C00345546,Citizens To Elect Rick Larsen,H0WA02080,Larsen,Rick,,Rep.,,H,WA,02,,,,,,,,
SB23,C00029504,88572987,,,CCM,Shawn For Georgia,,,,,,P.O. Box 1688,145 West Avenue,Cedartown,GA,30125,P2024,,2024-04-03,2500.00,0.00,,011,C00847483,Shawn For Georgia,H4GA14057,Harris,Shawn,,Mr.,,H,GA,14,,,,,,,,
SB23,C00029504,88572988,,,CCM,Friends of Hilary Franz,,,,,,P.O. Box 7437,,Tacoma,WA,98417,P2024,,2024-04-03,5000.00,0.00,,011,C00856344,Friends of Hilary Franz,,Franz,Hilary,,,,H,WA,06,,,,,,,,
SB23,C00029504,88572989,,,CCM,Committee To Elect Shomari Figures For Congress,,,,,,PO Box 40910,907 Spring Hill Avenue,Mobile,AL,36604,R2024,2024 Primary Run-Off,2024-04-03,5000.00,0.00,,011,C00856237,Committee To Elect Shomari Figures For Congress,H4AL02170,Figures,Shomari,,Mr.,,H,AL,02,,,,,,,,
SB23,C00029504,88572990,,,CCM,Julie Johnson For Congress,,,,,,PO Box 802765,,Dallas,TX,75380,G2024,,2024-04-03,5000.00,0.00,,011,C00843003,Julie Johnson For Congress,H4TX32089,Johnson,Julie,,Rep.,,H,TX,32,,,,,,,,
SB23,C00029504,88572991,,,CCM,Maycumber For Congress,,,,,,PO Box 945,,Republic,WA,99166,P2024,,2024-04-03,5000.00,0.00,,011,C00870436,Maycumber For Congress,H4WA05192,Maycumber,Jacquelin,,Rep.,,H,WA,05,,,,,,,,
SB23,C00029504,88572992,,,CCM,Fedorchak For ND,,,,,,PO Box 2422,,Bismarck,ND,58502,P2024,,2024-04-03,5000.00,0.00,,011,C00869370,Fedorchak For ND,H4ND00061,Fedorchak,Julie,,Ms.,,H,ND,00,,,,,,,,
SB23,C00029504,88572995,,,CCM,Friends Of Mazie Hirono,,,,,,PO Box 677,,Honolulu,HI,96809,G2024,,2024-04-03,5000.00,0.00,,011,C00420760,Friends Of Mazie Hirono,S2HI00106,Hirono,Mazie,,Sen.,,S,HI,,,,,,,,,
SB23,C00029504,88572996,,,CCM,Kaine For Virginia,,,,,,1515 Confederate Ave,,Richmond,VA,232274405,G2024,,2024-04-03,5000.00,0.00,,011,C00495358,Kaine For Virginia,S2VA00142,Kaine,Tim,,Sen.,,S,VA,,,,,,,,,
SB23,C00029504,88572997,,,CCM,Angus King For U.S. Senate Campaign,,,,,,15 Potter Street,PO Box 457,Brunswick,ME,040112440,G2024,,2024-04-03,5000.00,0.00,,011,C00516047,Angus King For U.S. Senate Campaign,S2ME00109,King,Angus,,Sen.,Jr.,S,ME,,,,,,,,,
SB23,C00029504,88572998,,,CCM,Gallego For Arizona,,,,,,PO Box 1710,,Phoenix,AZ,85001,P2024,,2024-04-03,5000.00,0.00,,011,C00558627,Gallego For Arizona,,Gallego,Ruben,,,,S,AZ,,,,,,,,,
SB23,C00029504,88573003,,,CCM,Gallego For Arizona,,,,,,PO Box 1710,,Phoenix,AZ,85001,G2024,,2024-04-03,5000.00,0.00,,011,C00558627,Gallego For Arizona,,Gallego,Ruben,,,,S,AZ,,,,,,,,,
SB23,C00029504,88573004,,,CCM,Andy Kim For New Jersey,,,,,,PO Box 211,,Marlton,NJ,08053,P2024,,2024-04-03,4000.00,0.00,,011,C00648220,Andy Kim For New Jersey,S4NJ00466,Kim,Andy,,Rep.,,S,NJ,,,,,,,,,
SB23,C00029504,88573010,,,CCM,Elissa Slotkin For Michigan,,,,,,P.O. Box 4145,,East Lansing,MI,48826,G2024,,2024-04-03,5000.00,0.00,,011,C00834218,Elissa Slotkin For Michigan,S4MI00470,Slotkin,Elissa,,Rep.,,S,MI,,,,,,,,,
SB23,C00029504,88573013,,,CCM,PETE RICKETTS FOR SENATE,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,P2024,,2024-04-03,2500.00,0.00,,011,C00832436,PETE RICKETTS FOR SENATE,,RICKETTS,PETE,,,,S,NE,,,,,,,,,
SB23,C00029504,88573015,,,PAC,"America's First Freedoms, Inc.",,,,,,1 S. 6th Street,,Terre Haute,IN,47807,,,2024-04-03,25000.00,0.00,,011,C00868026,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573016,,,PAC,Honest Hoosiers PAC,,,,,,441 N Lee Street,Suite 100,Alexandria,VA,22314,,,2024-04-03,25000.00,0.00,,011,C00832642,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573017,,,PAC,People's Voice PAC,,,,,,P.O. Box 685,,Madison,WI,58450,,,2024-04-03,5000.00,0.00,,011,C00410092,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573018,,,PAC,"Jobs, Education & Families First (JEFF PAC)",,,,,,c/o Cathy Mitchell Toren,"3430 Connecticut Ave., NW #11714",Washington,DC,20008,,,2024-04-03,5000.00,0.00,,011,C00617803,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573064,,,PAC,Puget PAC,,,,,,P.O. Box 15320,,Washingotn,DC,20003,,,2024-04-03,5000.00,0.00,,011,C00551168,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573247,,,PAC,IMPACT,,,,,,192 Lexington Avenue,Suite 1001,New York,NY,10016,,,2024-04-03,5000.00,0.00,,011,C00348607,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573249,,,PAC,Frontline USA PAC,,,,,,777 S. FIGUEROA STREET,SUITE 4050,LOS ANGELES,CA,90017,,,2024-04-03,5000.00,0.00,,011,C00422774,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573252,,,PAC,M-PAC,,,,,,"700 13th Street, NW",SUITE 600,Washington,DC,20005,,,2024-04-03,5000.00,0.00,,011,C00365270,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573254,,,PAC,True North PAC,,,,,,901 North Washington Street,Suite 700,Alexandria,VA,22314,,,2024-04-03,5000.00,0.00,,011,C00571000,,,,,,,,,,,,,,,,,,
SB23,C00029504,88573256,,,PAC,Denali Leadership PAC,,,,,,2755 Illiamna,,Anchorage,AK,99517,,,2024-04-03,5000.00,0.00,,011,C00438291,,,,,,,,,,,,,,,,,,
SB23,C00029504,88576713,,,PAC,The Moderate PAC,,,,,,"100 M Street, SE",Suite 600,Washington,DC,20003,,,2024-04-04,25000.00,0.00,,011,C00790089,,,,,,,,,,,,,,,,,,
SB23,C00029504,88598554,,,PAC,MITTEN PAC,,,,,,P.O. Box 864,,East Lansing,MI,48826,,,2024-04-17,-5000.00,0.00,Void - MITTEN PAC,011,C00832147,,,,,,,,,,,,,,,,,,Void - MITTEN PAC
SB23,C00029504,88696408,,,CCM,Montanans for Rehberg 2024,,,,,,115 North Broadway,Suite 410,Billings,MT,59101,P2024,,2024-04-04,5000.00,0.00,,011,C00870618,Montanans for Rehberg 2024,,Rehberg,Denny,,,,H,MT,02,,,,,,,,
SB23,C00029504,88696416,,,PAC,North America's Building Trades Unions Political Educational Funds,,,,,,"815 16th Street, NW",Suite 600,Washington,DC,20006,,,2024-04-04,2400.00,0.00,,011,C00003160,,,,,,,,,,,,,,,,,,
SB23,C00029504,88696417,,,PAC,North America's Building Trades Unions Political Educational Funds,,,,,,"815 16th Street, NW",Suite 600,Washington,DC,20006,,,2024-04-10,150.00,0.00,,011,C00003160,,,,,,,,,,,,,,,,,,
