form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00785584,500546820,,,COM,North Carolina Democratic Leadership Committee,,,,,,301 Hillsborough St,Ste 950,Raleigh,NC,276034273,,,2024-09-19,50000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00785584,500535440,,,COM,Mullen For Secretary Of State,,,,,,PO Box 811,,Deer Lodge,MT,597220811,G2024,,2024-07-16,790.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00785584,500535460,,,COM,Citizens For Phifer,,,,,,PO Box 220005,,Saint Louis,MO,631220005,,,2024-07-14,126.00,0.00,Non-Federal In-Kind: Donor Research Software,,,,,,,,,,,,,,,,,,,,In-Kind: Donor Research Software; Non-Federal Contribution
SB29,C00785584,500538961,,,ORG,First National Bank Of Omaha,,,,,,1620 Dodge St,,Omaha,NE,681970003,,,2024-08-20,297.00,0.00,"Credit card payment, see itemized disbursements below",,,,,,,,,,,,,,,,,,,X,* Non-Federal in-kind contribution made to Citizens for Phifer on 8/13/24
SB29,C00785584,500538957,500538961,SB29,ORG,Archer,,,,,,8 The Grn,,Dover,DE,199013618,,,2024-08-20,297.00,0.00,Non-Federal In-Kind: Donor Research Software,,,,,,,,,,,,,,,,,,,X,* Non-Federal In-Kind: Donor Research Software
SB29,C00785584,500535452,,,COM,North Carolina Democratic Leadership Committee,,,,,,301 Hillsborough St,Ste 950,Raleigh,NC,276034273,,,2024-07-31,25000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00785584,500535453,,,ORG,First National Bank Of Omaha,,,,,,1620 Dodge St,,Omaha,NE,681970003,,,2024-07-16,195.00,0.00,"Credit card payment, see itemized disbursements below",,,,,,,,,,,,,,,,,,,X,"* Non-Federal in-kind made on 6/14/24, disclosed on 2024 Q2 report"
SB29,C00785584,500535454,500535453,SB29,ORG,Archer,,,,,,8 The Grn,,Dover,DE,199013618,,,2024-07-16,195.00,0.00,Non-Federal In-Kind: Donor Research Software,,,,,,,,,,,,,,,,,,,X,"* Non-Federal in-kind made on 6/14/24, disclosed on 2024 Q2 report"
SB29,C00785584,500538924,,,COM,North Carolina Democratic Leadership Committee,,,,,,301 Hillsborough St,Ste 950,Raleigh,NC,276034273,,,2024-08-15,100000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00785584,500538954,,,COM,Citizens For Phifer,,,,,,PO Box 220005,,Saint Louis,MO,631220005,,,2024-08-13,297.00,0.00,Non-Federal In-Kind: Donor Research Software,,,,,,,,,,,,,,,,,,,,In-Kind: Donor Research Software; Non-Federal Contribution
SB29,C00785584,500538955,,,ORG,First National Bank Of Omaha,,,,,,1620 Dodge St,,Omaha,NE,681970003,,,2024-08-20,379.50,0.00,"Credit card payment, see itemized disbursements below",,,,,,,,,,,,,,,,,,,X,* Non-Federal in-kind contribution made to Citizens for Phifer on 8/16/24
SB29,C00785584,500538962,500538955,SB29,ORG,Archer,,,,,,8 The Grn,,Dover,DE,199013618,,,2024-08-20,379.50,0.00,Non-Federal In-Kind: Donor Research Software,,,,,,,,,,,,,,,,,,,X,* Non-Federal In-Kind: Donor Research Software
SB29,C00785584,500535458,,,ORG,First National Bank Of Omaha,,,,,,1620 Dodge St,,Omaha,NE,681970003,,,2024-07-24,126.00,0.00,"Credit card payment, see itemized disbursements below",,,,,,,,,,,,,,,,,,,X,* Non-Federal in-kind contribution made to Citizens for Phifer on 7/14/24
SB29,C00785584,500535459,500535458,SB29,ORG,Archer,,,,,,8 The Grn,,Dover,DE,199013618,,,2024-07-24,126.00,0.00,Non-Federal In-Kind: Donor Research Software,,,,,,,,,,,,,,,,,,,X,* Non-Federal In-Kind: Donor Research Software
SB29,C00785584,500538959,,,COM,Citizens For Phifer,,,,,,PO Box 220005,,Saint Louis,MO,631220005,,,2024-08-16,379.50,0.00,Non-Federal In-Kind: Donor Research Software,,,,,,,,,,,,,,,,,,,,In-Kind: Donor Research Software; Non-Federal Contribution
