form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00452755,B844881,,,CCM,Dr. Jasmeet Bains for Assembly 2024,,,,,,1787 Tribute Road Suite K,,Sacramento,CA,95815,P2024,,2023-04-11,1000.00,,P-2024 State House 35 CA,011,,,,Bains,Jasmeet,,,,H,CA,35,,,,,,,,
SB29,C00452755,B844882,,,CCM,Damon Connolly for Assembly 2024,,,,,,312 Clay Street Suite 300,,Oakland,CA,94607,P2024,,2023-04-11,1000.00,,P-2024 State House 12 CA,011,,,,Connolly,Damon,,,,H,CA,12,,,,,,,,
SB29,C00452755,B844883,,,CCM,Tina McKinnor for Assembly 2024,,,,,,515 South Figueroa Street Suite 11,,Los Angeles,CA,90071,P2024,,2023-04-11,1000.00,,P-2024 State House 61 CA,011,,,,McKinnor,Tina,,,,H,CA,61,,,,,,,,
SB29,C00452755,B844884,,,CCM,Pilar Schiavo for Assembly 2024,,,,,,1787 Tribute Road Suite K,,Sacramento,CA,95815,P2024,,2023-04-11,1000.00,,P-2024 State House 40 CA,011,,,,Schiavo,Pilar,,,,H,CA,40,,,,,,,,
SB29,C00452755,B844885,,,CCM,Soria for Assembly 2024,,,,,,1787 Tribute Road Suite K,,Sacramento,CA,95815,P2024,,2023-04-11,1000.00,,P-2024 State House 27 CA,011,,,,Soria,Esmeralda,,,,H,CA,27,,,,,,,,
SB29,C00452755,B849444,,,CCM,Elenia Kounalakis for Governor 2026,,,,,,1700 Tribute Road Suite 201,,Sacramento,CA,95815,P2026,,2023-06-20,2500.00,,P-2026 Governor  CA,011,,,,Kounalakis,Eleni,,,,,CA, ,,,,,,,,
SB29,C00452755,B850325,,,CCM,Elect Kendell Culp,,,,,,3496 S 150 W,,Rensselaer,IN,47979,P2024,,2023-06-27,500.00,,P-2024 State House 16 IN,011,,,,Culp,Kendell,,,,H,IN,16,,,,,,,,
SB29,C00452755,B850326,,,CCM,shanelindauer.com,,,,,,5270 W. Division Rd.,,Jasper,IN,47546,P2024,,2023-06-27,500.00,,P-2024 State House 63 IN,011,,,,Lindauer,Shane,,,,H,IN,63,,,,,,,,
SB29,C00452755,B850324,,,CCM,J.D. Prescott for State Representative,,,,,,5560 N 500 E,,Union City,IN,47390,P2024,,2023-06-27,500.00,,P-2024 State House 33 IN,011,,,,Prescott,John,,,,H,IN,33,,,,,,,,
SB29,C00452755,B846008,,,CCM,Friends of Tanner Newman,,,,,,PO Box 341,,Tupelo,MS,38802,P2023,,2023-05-03,3000.00,,P-2023 Public Service Comm. Northern Dis,011,,,,Newman,Tanner,,,,,MS, ,,,,,,,,
