form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00158881,15221153,,,CCM,Amodei For Nevada,,,,,,503 N Division St,,Carson City,NV,89703,P2024,,2023-03-03,5000.00,0.00,Contribution,011,C00496760,Amodei For Nevada,H2NV02395,Amodei,Mark,Eugene,,,H,NV,02,,,,,,,,Contribution
SB23,C00158881,15221156,,,CCM,Aaron Bean for Congress,,,,,,2640A Mitcham Drive,,Tallahassee,FL,32308,P2024,,2023-03-13,5000.00,0.00,Contribution,011,C00816983,Aaron Bean for Congress,H2FL04211,Bean,Aaron,P,,,H,FL,04,,,,,,,,Contribution
SB23,C00158881,15354545,,,CCM,Houchin For Congress,,,,,,PO Box 234,,Salem,IN,47167,P2024,,2023-03-16,2500.00,0.00,Contribution,011,C00800649,Houchin For Congress,H6IN09143,Houchin,Erin,,,,H,IN,09,,,,,,,,Contribution
SB23,C00158881,15354546,,,PAC,Building Relationships in Diverse Geographic Environments PAC (Bridge PAC),,,,,,499 South Capitol St SW Suite 422,,Washington,DC,20003,,,2023-03-16,2500.00,0.00,Contribution,011,C00399196,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15354547,,,PAC,Building Relationships in Diverse Geographic Environments PAC (Bridge PAC),,,,,,499 South Capitol St SW Suite 422,,Washington,DC,20003,,,2023-03-16,2500.00,0.00,Contribution,011,C00399196,,,,,,,,,,,,,,,,,,Contribution
SB23,C00158881,15354548,,,CCM,Ted Lieu For Congress,,,,,,777 S. Figueroa St.,Suite 4050,Los Angeles,CA,90017,P2024,,2023-03-16,2500.00,0.00,Contribution,011,C00556506,Ted Lieu For Congress,H4CA33119,Lieu,Ted,,,,H,CA,36,,,,,,,,Contribution
SB23,C00158881,15354549,,,CCM,Tenney For Congress,,,,,,PO Box 244,,Clinton,NY,13323,P2024,,2023-03-16,1000.00,0.00,Contribution,011,C00561183,Tenney For Congress,H4NY22051,Tenney,Claudia,,,,H,NY,24,,,,,,,,Contribution
SB23,C00158881,15354550,,,CCM,Pallone For Congress,,,,,,PO Box 3176,,Long Branch,NJ,07740,P2024,,2023-03-16,2500.00,0.00,Contribution,011,C00226928,Pallone For Congress,H8NJ03073,Pallone,Frank,,,Jr.,H,NJ,06,,,,,,,,Contribution
SB23,C00158881,15354551,,,CCM,Adrian Smith For Congress,,,,,,1126 Avenue A,Suite 6,Scottsbluff,NE,69361,P2024,,2023-03-16,2500.00,0.00,Contribution,011,C00412890,Adrian Smith For Congress,H6NE03115,Smith,Adrian,,,,H,NE,03,,,,,,,,Contribution
SB23,C00158881,15354552,,,CCM,Darren Soto For Congress,,,,,,P.O. Box 421349,,Kissimmee,FL,34742,P2024,,2023-03-16,2500.00,0.00,Contribution,011,C00581074,Darren Soto For Congress,H6FL09179,Soto,Darren,,,,H,FL,09,,,,,,,,Contribution
